@relation Review_sentiment


@attribute adjective_sentiment numeric
@attribute stars {1,2,3,4,5}
@data
0.802,4
0.5685999999999999,5
0,3
-0.029100000000000015,3
0.3716,2
-0.027700000000000117,2
-1.1646999999999998,2
0.4671,4
0.3716,4
0.004,1
0.6676,5
-1.2413,1
0.1169,2
0.5395000000000001,1
-0.9904,2
-0.6264000000000001,4
0.3217,2
0,1
-0.043,3
0.09999999999999998,5
0.393,5
-0.8009,1
0.3797,4
-0.2676,1
-0.5458,2
1.1807,5
-0.45879999999999993,1
0.2159,3
3.3263,5
0.9393,3
0.5895999999999999,3
0.10459999999999997,3
3.2797000000000005,4
-0.04459999999999986,3
1.2041,1
0,2
0.9209,1
-0.3991,5
0,1
0.7037,4
0.3699,5
-0.39899999999999997,3
0.0081,4
0.7197000000000002,3
4.2241,5
0.1014,4
-0.7153000000000002,4
0.0787,5
0.008,5
0,2
-0.7706,1
0.22960000000000003,1
1.1254,3
-1.5459999999999998,1
0.20909999999999998,5
0.004,1
-0.5449999999999999,3
0.46649999999999997,4
-1.5559999999999998,3
0.8976000000000001,2
0.901,4
-0.9623,1
0.3509,1
1.7537,4
-0.49429999999999996,3
-0.7706,1
-0.1473,2
0.4554,4
0.3554,3
0,1
0,5
-0.26899999999999996,3
2.9376,1
-0.3473,2
7.047399999999998,4
0.41340000000000005,5
0.3359,5
-2.111,2
0.6044,5
0.3756,4
0.1323,2
1.3994999999999993,2
1.5817999999999999,3
1.1074,5
1.3458999999999999,2
-1.1413,2
0.37079999999999996,2
0.5714999999999999,3
0,2
0.397,4
0,1
1.835,5
2.6507000000000005,4
8.167999999999994,4
0.4318,3
-0.019399999999999976,3
-0.38220000000000004,4
2.8431000000000006,1
0.5155000000000001,5
1.0257,2
0.1169,5
0.0024000000000000132,1
7.47449999999999,4
2.3651999999999997,4
0.9174000000000002,2
-0.3689999999999999,3
0.2118,3
1.5976,1
0.6022,3
5.1014,4
0.397,2
-0.1005,4
-0.027799999999999995,2
0.6183000000000001,5
1.1991999999999998,2
0,1
0.7432,3
-0.8845,2
0.37879999999999997,3
0,3
0.3328,3
-0.3397,2
-3.2331999999999996,1
0.09789999999999999,5
0,4
1.1148,2
0.004,5
0.004,5
0.3774,4
-0.39099999999999996,1
-1.3777,1
0.7232999999999999,5
0,5
-0.0007999999999999995,1
0,2
0,3
0.1131,1
1.4632,5
-0.07869999999999999,4
0.2827000000000002,3
5.410299999999994,4
2.6714,5
0.339,2
0.393,5
-0.0007999999999999995,3
0.47119999999999995,4
0.7504,3
-0.9040999999999999,1
-0.1633,5
-0.7626,3
-1.3008000000000002,3
-0.223,3
0.3282,4
0.5099,5
2.9368999999999996,5
1.2462999999999997,1
-0.30529999999999996,2
-0.2715,1
-0.25680000000000003,4
-0.017,1
0.8728,2
0.004,2
2.1866,4
0.5052,2
0,1
7.971399999999999,3
2.1219,5
0.11710000000000001,2
-0.36959999999999993,3
4.467499999999999,5
-1.2203,3
2.0554,2
0.1858,1
0.1251,4
0.4698,2
4.263400000000001,4
-0.061799999999999966,1
-1.4917,1
0,5
1.5772,2
0,2
-1.2923,5
0.3716,4
-0.9673,3
0,1
0.3716,1
0.7686,4
2.5251,5
-0.4949,5
0.0852,4
0.004,4
0.4367999999999999,3
-0.0007999999999999995,3
-0.08300000000000002,4
0.021500000000000012,1
-0.2558,4
0.3822,2
-0.1513,2
0.7432,2
1.3322,5
0,2
1.7385,5
0.15220000000000003,1
-0.2036,3
-1.3814,1
0,3
2.1924,3
-0.31370000000000003,1
1.1314,5
-0.1513,2
0.20179999999999998,5
0.747,1
1.8304000000000002,3
2.1313,4
0.14250000000000002,4
-0.32420000000000004,1
0.3726,2
0.3716,1
2.5377,2
-0.09669999999999984,3
-0.48440000000000005,4
0.0801,3
0.5093,5
0.4047,1
1.3954,5
0,4
0.07300000000000001,1
2.1641,5
0.3226,1
0.2642,2
0.004,2
-0.3981,4
9.6025,5
-0.7751,3
0.3585,4
-0.9383,3
0.8326,5
0.5639,2
-0.3144,1
-0.4566,2
0.5564,4
0.0121,4
2.8378,1
-0.7983,1
0.3734,2
-1.259,3
7.7133,5
0.016,3
0.3649,2
0,1
0,1
0.004,3
-0.7505,2
0.0032000000000000006,3
1.5123,5
0.1215,4
1.5228,2
-0.8922,2
-2.638,3
0.5012,4
-0.2925,5
0,5
0,5
2.6249000000000007,5
0,2
0.4662,4
0.004,1
-0.05470000000000014,3
0.3756,4
1.1409,4
0.7169,4
-0.0007999999999999995,1
0.008,3
1.9318,5
0.2964000000000001,1
0.3716,1
0.5495,5
-0.1858,1
1.2174,3
1.7468,3
2.2159,5
0.7234,4
-0.3119,3
1.0974000000000002,4
0.5094,2
-0.03149999999999997,2
0.8609,2
0.4684,5
2.0646999999999998,3
0,2
0.019499999999999962,1
0.10880000000000001,2
0.5549999999999999,2
0.741,1
-1.2279999999999998,2
1.0118,5
0.8764999999999998,5
0.3234,4
0.09999999999999998,4
-0.347,1
0.004,4
2.291,4
-0.7443,1
-1.0004,1
0.012,4
0,5
0.4568,4
1.0471000000000001,3
0.5182999999999999,2
4.085000000000001,2
1.8135,4
-1.1241999999999999,3
0.2381,3
0.3514,2
0.004,5
0.093,5
0.8442000000000001,5
0.3554,3
0.3004,4
0.587,5
1.2006999999999999,3
0.6221,5
0.5066,1
-0.7626000000000001,3
5.358399999999999,3
1.193,5
1.9286,1
-0.10579999999999995,1
-0.826,3
-0.3558,1
0.8838999999999999,2
0,2
0.019200000000000002,5
0.18810000000000004,1
0.5873999999999999,2
-0.0127,3
-0.7754000000000001,4
2.2817999999999996,4
0,2
0,1
0.004,1
-0.5006999999999999,1
0.652,3
0.29680000000000006,2
0.5233999999999999,3
-0.0048,4
0.7339,5
0.3716,1
-0.34199999999999997,3
-0.2189,2
1.6257000000000001,4
0.49570000000000003,1
-1.8357999999999999,4
0.44599999999999995,1
0.8575999999999999,5
0.7356,2
-0.3689999999999999,3
0.393,5
0.5004,4
0.8774000000000001,1
0.6083,2
1.2009,3
-0.41619999999999996,1
0.7432,3
2.3611,5
-0.05409999999999998,3
0.14450000000000002,3
0.12490000000000001,2
2.4505,4
0.4364,4
0.0242,1
0.808,5
0.6975,4
0.9336,5
0.9802,2
-0.3373,2
-1.2487,3
-0.38699999999999996,2
0.4925,5
0.393,4
1.2603,3
2.5041,4
0.401,5
0.7686,5
-0.08119999999999994,1
0.9601999999999999,4
0.5967,5
-0.1473,2
0.813,4
0,1
-1.1452,5
0.6227,1
-0.08049999999999996,2
0.1169,2
1.3723999999999998,4
0.3822,2
-1.2887,2
-0.2147,1
-0.23199999999999998,3
0.3716,4
-0.4495,1
1.1349,3
0.397,5
3.6261,2
0.4186999999999998,3
4.1016,4
-2.216,3
0.3855,2
0.25379999999999997,1
0.12090000000000001,2
1.2004,5
0.4008000000000001,5
1.1269,5
2.626100000000001,4
-0.45000000000000007,1
2.7734000000000005,2
4.1917,5
0.7726,5
-1.4661000000000004,3
1.3845,1
1.08,5
0.8734,2
0.1016,3
2.7683999999999997,2
0.751,5
0.7282000000000002,1
0,4
-0.6323,3
0.004,1
5.4716999999999985,4
-0.30050000000000016,3
0,4
-1.3286,3
0.8588,5
-0.26520000000000005,4
0.26260000000000006,3
-0.41869999999999996,1
0.8626999999999999,4
0.30640000000000006,3
1.5783,5
0.004,5
0.004,4
-2.2139,2
-0.5582999999999999,1
3.4255,4
-1.747,2
-0.02779999999999999,3
1.7440000000000002,1
1.9566000000000001,4
0.8747,4
-0.6018,2
1.4740000000000002,5
1.7802000000000002,5
-1.4033,1
0,4
6.505699999999998,4
0.845,3
0.3756,2
-1.0051999999999999,3
1.0931,1
1.5591,5
-0.5397,1
0,5
0.7658,5
0.3877,5
1.4528,4
1.2969,4
0.3797,3
0.034399999999999986,3
-0.40269999999999995,5
-1.066,2
0.393,3
-1.0574,1
-0.7714,2
0.04700000000000004,1
0,3
-0.05409999999999998,3
0.5882999999999999,4
0.7297,5
0.07289999999999995,1
0.1008,1
-1.9719999999999995,2
1.0836,2
1.1572,4
0.11830000000000002,2
-0.6241999999999999,1
-0.235,3
2.1373,2
0.7472,5
0,1
0,3
0.004,4
0.05709999999999993,1
0.08739999999999998,5
0,2
-0.4301000000000001,3
-0.6497,5
1.2499,5
0.0686,2
-0.9479,3
0.008,1
0.5611000000000002,3
1.2062,4
0.7274,2
-0.4367,3
0.0081,1
0.17760000000000006,1
0.7646,4
0.6825,2
0.8629,2
3.7252,4
0.004,3
1.4846000000000001,4
-0.04329999999999995,1
0.004,5
-0.04920000000000002,2
0,1
0.6737,2
0.2333,3
0,4
2.2675,5
0.6102,2
0.3716,1
0.3756,3
1.2998000000000003,2
1.8466999999999998,5
-0.3364,4
0.004,4
0.004,1
1.119,5
0.5187,4
0.5276000000000001,4
0.07179999999999997,2
-0.0218,1
0.004,3
0.35979999999999995,5
0.3716,3
0,5
-0.4939,3
0.11130000000000008,1
0.7212,3
0,2
-0.2715,2
0.42979999999999996,4
0,4
-0.35380000000000006,3
0.22560000000000002,5
0,3
0.12890000000000001,5
0.34800000000000003,3
0.12490000000000001,4
1.2194,3
0,4
0.6220999999999999,2
0.004,1
0.6083,2
-0.094,1
0.5912,4
1.0357,5
-0.0048,3
1.5875000000000001,4
-0.0048,1
0.397,5
-0.43500000000000005,1
0.6591,3
1.3700999999999999,2
0.3756,5
0.913,5
0.2291,2
0.2458,1
3.1451000000000007,4
-0.6326,1
3.3381000000000007,5
0.5955,4
0.397,4
5.149399999999996,5
0.4175000000000001,2
0,4
0.004,5
0.18759999999999988,2
-0.21480000000000007,3
0.004,3
0,1
-0.6946,5
-1.1261,2
-0.653,1
0.2427,2
0.004,1
0.22360000000000002,1
0.9606999999999999,5
0.1121,1
1.7206000000000001,4
0.9382999999999999,5
0.749,5
-0.043200000000000044,5
0.4925,2
1.8088999999999997,1
1.2524,4
0.8601000000000001,5
-0.34199999999999997,3
1.3340999999999998,5
3.6261,2
-0.432,3
2.134,5
0.9043,2
0,3
3.0474,3
1.0118,4
-0.17229999999999998,1
0.6976,2
0.2275,4
0.004,5
0.004,1
0.3774,4
0.213,2
-0.6105,1
1.1195,3
0.5970000000000001,3
-0.17110000000000003,4
0,3
0.3734,4
1.0218,5
-0.4713,1
0.2268,4
-0.619,5
1.4929000000000001,4
0.5263,1
-0.9934,2
0.02,1
-0.7273999999999999,2
1.2494999999999998,2
1.6253,3
0.061899999999999955,3
0,4
-0.3487,3
-0.6571,2
-0.5198,1
-0.5019,2
0,4
-0.44229999999999997,3
0.4536,2
2.9538999999999995,5
2.5244999999999997,2
0.7212,3
0.004,1
-0.016000000000000014,2
0,1
0.004,3
0.37079999999999996,5
-0.08819999999999997,1
1.4218,4
-0.0048,4
0.004,4
1.8910999999999998,3
0,5
0.393,4
-0.3258,3
1.093,4
0.0801,5
0.28520000000000006,3
5.605,5
0.012,2
0.7472,3
2.2988,5
0,5
-1.2835999999999999,2
0.012,4
0,1
-0.3106,1
-0.7403,2
0.16459999999999997,2
-0.7493000000000001,2
0,1
0.2381,4
0.15450000000000005,3
0.8382,4
-0.7618,3
0.1613,1
0,5
0.3694,1
3.7976,5
-3.2874,3
0.36679999999999996,5
0.7234,4
0.6609,2
-1.5598,1
0.7625,1
0,2
-1.0172,1
0.17679999999999998,3
1.4316999999999998,3
0.32699999999999996,4
0.8952,1
0.3452,2
0.7912,1
0.2005,2
0.3261,5
0.3982,2
0.309,3
0.3756,1
0,4
3.9488000000000003,4
0,1
-0.14200000000000002,3
-0.4964999999999998,2
5.189099999999999,4
-0.2669,5
0.004,5
0.3756,4
-0.0007999999999999995,3
0.004,2
1.1474,5
0.6388,5
0.3756,4
1.6749000000000003,1
0.14450000000000002,3
-0.6537,2
0.43579999999999997,2
-0.34049999999999997,3
0.06559999999999999,3
2.156,4
1.1429,2
-0.7026,2
0.741,3
0.3694,5
0,4
0.0937,4
-1.1146999999999998,1
0.3716,1
0,2
0.7581999999999999,4
0.4867,1
1.5517999999999998,5
-0.6241999999999999,1
0.2118,5
2.3797,5
1.5088,5
0.004,3
0.47569999999999996,4
-1.0354,2
-0.11930000000000002,2
0.8331,4
-0.26589999999999997,2
0.1169,5
0.3734,2
3.0861,3
1.3171999999999997,5
-0.1895,1
0,5
-0.19360000000000005,1
0.393,3
0.1181,1
0.6674,3
0.10009999999999997,2
1.1106,5
-1.1511,1
3.6380000000000003,5
1.7922999999999998,5
2.728600000000002,1
0.9661,5
0.3882,4
0.615,4
3.1728,4
0.3694,1
-0.11719999999999997,2
-0.025,2
-0.10669999999999993,2
1.06,2
-1.0124,3
0.0991,3
0,1
-0.1561,1
0,1
0.4664,3
-0.025599999999999987,4
-0.0425,2
0,3
3.6934000000000005,4
1.4435,4
-0.27780000000000005,3
0.3514,5
3.0642,3
0.6067,4
0.004,1
1.4168,5
0.24989999999999998,5
0.715,4
-1.0373,3
0.397,4
0.6759,4
0,1
-0.6045,2
-0.5489999999999999,4
0,5
0.45809999999999995,3
-0.17229999999999998,3
0.0968,2
0,1
0.3716,5
-1.0992,1
0.09789999999999999,4
-0.20099999999999996,2
-1.4558,1
1.9472,2
0,1
0.3716,2
0.11830000000000004,2
0.7404,5
0.8079000000000001,4
0.008,1
1.7236999999999998,3
1.6474,4
-0.6192,2
1.758,1
1.0132,4
0,4
1.6614999999999998,5
1.1885999999999999,5
1.6242,1
0.5874,3
0.8782000000000001,5
0.004,1
0.3796,5
0.5198,3
0.393,3
0.7762,4
-0.05230000000000001,3
0.8323,3
-1.0715999999999999,3
0.8982,4
0.13039999999999996,2
0.3372,2
-0.3111,1
-0.222,2
-0.8341999999999999,3
1.8503999999999998,5
2.7983000000000002,5
0,5
-0.20620000000000002,3
0.3756,5
0.24170000000000003,4
0,1
0,1
14.396500000000001,4
0,5
0,3
1.0751,5
0.1169,1
0,4
0.6836,3
0.7303,5
1.8573,4
0,1
1.1254,3
-0.1561,1
0.0645,3
1.6928999999999998,4
0.401,4
1.6538,5
2.7504,5
0.2155,4
0,2
0.2265,2
-0.15950000000000003,3
-0.346,1
0.6480000000000001,2
1.0358,1
0.7149000000000001,1
0.6086,5
-0.0007999999999999995,4
0,2
4.5308,4
2.8766000000000003,4
0.2694999999999999,2
0.07319999999999999,5
0.6839999999999999,2
0.992,3
-3.0842,3
1.0146000000000002,5
0.9754999999999999,2
-0.3925,3
-0.1996,2
0.11830000000000002,2
0.2187,5
0.1131,1
0,1
0.5639,2
0.3942,3
1.4026,2
1.2309,5
-0.17360000000000003,3
0.30489999999999995,4
0.397,3
-1.1989999999999998,1
0.6565000000000002,2
-0.2168,2
-0.9988,1
1.7464,5
2.5119000000000002,1
0.5861000000000001,2
-0.0127,3
1.1309,5
0.008,1
3.9913,4
0,4
0.10020000000000001,4
-0.2193,3
0.8868,2
0.4927,4
1.9609,3
1.0909,4
0,5
0.393,4
0.3756,3
1.5776000000000003,3
0.0081,5
0.11680000000000001,2
-0.33079999999999987,2
0.07990000000000003,5
-0.8609,1
1.7307000000000001,4
-0.4727,1
0,2
0.8286,5
0.3796,2
-0.3111,1
0.7299,4
0.03999999999999998,3
0.5052,5
0.1493999999999999,5
0.022899999999999976,1
0.5012,2
-0.1492,1
0.37489999999999996,1
1.8479999999999999,5
-0.7961999999999999,3
1.1084999999999998,3
0.004,4
-0.2919999999999999,4
1.1018000000000001,2
-1.4034,4
1.1795000000000004,2
2.815,2
-0.27230000000000004,1
-0.6138,2
-0.5561999999999999,2
-0.7545999999999999,1
0.23170000000000002,1
0.8238,4
4.0898,2
1.2778,5
0.7402,4
0.7156,5
0,3
0.3498,5
2.1302000000000003,3
0.012,1
0.393,5
2.3785000000000003,4
0,1
1.3168000000000002,5
-0.2722,1
-0.0635,5
2.2588,3
-0.6985,2
0.4719,1
-0.6105,1
0.3716,3
0.092,5
0.06789999999999999,2
-0.1705,5
0.09789999999999999,3
6.0745,4
0,1
0.3492,4
-0.049899999999999944,3
1.1345,3
0.28859999999999997,3
1.1204,3
0.016,4
0.7373000000000001,4
0.925,2
2.9044000000000003,5
-0.3129,1
-0.24159999999999998,4
0,2
0.7003999999999999,5
0.34069999999999984,3
2.0326999999999997,5
-0.43720000000000003,3
0.1362,4
0.037599999999999995,2
0.004,1
-0.48950000000000005,4
0.5760000000000001,5
-0.009799999999999975,4
0.37079999999999996,3
1.0777999999999999,2
-1.2279999999999998,2
-0.8317,1
-0.5652,2
2.0081,5
0.7003,4
0.12490000000000001,4
1.0413000000000001,2
-1.3471999999999997,3
0.7516,5
0.5066,1
0.3716,3
-0.05,2
0.2268000000000001,2
1.2538,1
5.2795999999999985,5
0.4008000000000001,5
0.3756,5
0.5644,4
0.8728,2
0.8728,1
1.2554,4
1.4712999999999998,4
0.0032000000000000006,1
0.058099999999999985,4
0.020799999999999985,2
1.7657999999999998,3
0.10590000000000001,5
1.3080999999999998,5
0.10260000000000001,3
0.7394000000000001,3
0.0974,2
-0.41090000000000004,1
0,1
-0.0127,1
1.7798,4
-0.5489999999999999,1
-0.34560000000000013,3
0.25279999999999997,3
2.1147,3
0.3226,5
0.09939999999999993,5
-0.5291999999999999,3
0.37879999999999997,4
1.9226,4
-0.4769,1
-0.45709999999999995,2
2.4055,3
2.0029,5
0.7437,1
0.5806,4
2.0682,4
-0.0048,1
1.0198,4
1.3277999999999999,2
0.393,2
-0.14620000000000008,2
1.9100000000000001,5
0.4113,2
0.9638999999999999,2
0.15610000000000002,5
1.3598000000000001,2
-0.7450000000000001,1
-0.6456,5
3.9882,5
1.5511000000000004,3
0,4
-0.05470000000000014,3
1.1228,5
0.786,4
0.004,3
0.004,1
-0.14339999999999992,3
-0.05319999999999997,2
-2.1727000000000003,1
0.3646,4
-0.0048,1
0.2804,3
0.06689999999999996,1
0,5
1.8422,3
0.0949,5
2.3291,3
0.5677,4
0.32470000000000043,3
-0.07149999999999995,1
1.1401999999999999,1
7.569299999999996,4
0.393,2
0.5094,2
0.8916000000000001,5
0,1
-0.7626,2
-1.4638,3
-0.5582999999999999,1
0.1404,1
0.008000000000000007,3
-0.14329999999999998,2
1.2711000000000001,5
0.8848,5
-0.4300999999999999,1
0.16300000000000014,2
0.3716,4
1.2182,3
0.7646,3
0.0073,5
1.6147,3
0.4836,2
0.0322,2
0.13989999999999997,4
0,5
-0.2596,5
0.08990000000000001,4
2.5913999999999997,5
0.0978,4
0.12490000000000001,3
0.6263000000000001,4
-0.7501999999999999,5
1.1139999999999999,2
0.03009999999999997,1
0,4
2.3781000000000008,2
0,4
0.08730000000000002,3
0.004,1
0.3775,3
-0.3982,2
3.1872,5
0.37479999999999997,1
-0.0007999999999999995,3
0.7432,4
0.3585,4
0.8190000000000001,4
-0.6355,5
0.7668,1
0.004,2
-0.3363,1
0.3444,3
-0.7784000000000002,2
0.5012,5
1.6439,3
2.2687999999999997,4
2.3886,5
0.004,5
0.9849999999999999,2
-1.7697,2
0.37879999999999997,4
3.7526,5
0.9966999999999999,3
2.9232,4
-0.019399999999999976,3
3.737300000000001,5
0,1
3.52,3
-0.5523,1
1.3128,4
-0.3615000000000001,3
0,5
4.092199999999999,5
-1.2253,2
-0.0425,1
-0.37759999999999994,4
0.11640000000000006,3
0.36349999999999977,2
2.8968000000000003,5
1.9908,5
0.8320000000000001,2
-0.046499999999999986,2
1.758,1
2.890299999999999,4
0.7545,5
1.8466,5
0.1438,2
1.3148,3
0.7214,3
0.5866,3
-2.5313,1
-0.02100000000000002,1
1.1195,4
0.21880000000000002,2
3.8471999999999995,4
0.0032000000000000006,2
0.8544999999999999,1
-0.6910000000000001,3
-0.692,1
-0.5023,1
0.7211,1
1.1725999999999999,4
0.1461,4
0.1405,2
-0.2044,1
-0.0048,2
-0.17830000000000004,2
-1.4638,3
-0.48840000000000006,1
-0.059500000000000004,4
0.004,1
0,4
0.4311,4
4.4293,5
0.004,5
0.37970000000000004,5
1.325,3
1.3735,3
-0.25680000000000003,4
-0.19240000000000007,1
4.3143,5
-0.0048,1
-0.4561999999999999,2
0.4113,2
0.0322,2
-0.49429999999999996,3
0.23390000000000005,4
-0.2715,3
0.004,3
-0.24029999999999999,2
0.6181,5
0,3
0.4361,2
0.006400000000000002,2
1.8173000000000006,4
0.004,1
0.3796,3
1.229,4
-1.0908,1
2.1777,5
1.1104,2
0.8346,3
-0.0422,3
0.11560000000000001,1
3.9480000000000004,4
0.0032000000000000006,2
1.8282000000000003,4
-2.1622999999999997,1
0.5004,5
1.6903,5
-0.6435,1
0.6047,5
0.004,4
0.4226999999999999,5
0.4789,2
0,2
16.961299999999984,4
-0.9025,1
-1.1724999999999999,1
-0.1964,1
-0.1985,4
0.4695,4
-0.0048,3
1.0172,2
0.3756,3
0.3557,3
0.7432,2
1.1219999999999999,4
0.8943999999999999,1
0.9559,4
2.6527999999999996,5
0.7545,3
0.6780999999999999,1
-1.1240999999999999,3
0.10009999999999997,3
0.8369,2
0.47009999999999996,1
-1.9724,2
-0.07980000000000001,2
1.1129,5
0.8474,3
0.5044,4
0.0949,5
-0.0048,1
1.1778,2
0.0938,2
0.8641,4
1.2476,5
0.3716,5
7.1011999999999995,4
2.3695,4
0,3
0.7937000000000001,5
4.540899999999997,5
0.7291,5
0.1405,1
2.9896000000000003,5
7.485199999999995,4
0.008,3
-0.1711,2
0.008,5
0.004,1
0.004,3
-1.1280999999999999,1
0.2262,1
1.0032,4
0.8942,4
0.008,1
-0.1473,1
0.004,2
0.004,4
0.3756,5
6.679299999999997,4
0.004,5
-0.0007999999999999995,2
-0.1513,1
-0.7664000000000002,3
-0.2526999999999999,1
0.3716,3
0.7099,4
1.1188,4
-0.25349999999999995,1
0.3392,2
1.1311000000000004,2
0,5
7.439399999999998,5
-1.9754,2
0.36039999999999994,4
0.004,1
1.3213,5
0,2
0.5991,3
-0.12259999999999999,1
4.0783,3
0.1016,3
0.5052,5
-0.0007999999999999995,1
-0.39899999999999997,2
0.3716,3
2.2026,5
1.9809,5
0.36199999999999993,3
2.6003000000000003,3
-0.2636,4
0.02510000000000001,2
0.7512,5
7.569299999999996,4
0.5186999999999999,5
0.9144,3
2.747,3
0.6112,4
-0.4364000000000001,2
-0.35050000000000003,1
-0.5524,1
0.4397,1
-0.0442,2
1.0069,5
-0.493,3
0.7269,2
0.17419999999999997,1
0.37479999999999997,3
0.004,1
1.3279999999999998,2
0,3
0.050699999999999995,4
0.8102,3
-0.7626,3
1.0514,3
-0.7979999999999999,2
0.1008,4
-0.7113,2
1.1349,3
2.5798000000000005,4
3.1776999999999997,2
2.7504,5
1.7287,5
0.9074,3
0.9357,1
0,5
1.8745000000000003,2
2.1866,4
0.4694,5
0.004,2
0.6604999999999999,5
0.004,5
0.5139,4
1.8935000000000004,4
-0.011300000000000004,1
1.7232999999999996,5
23.090200000000017,4
-1.1975999999999996,1
1.569,4
0.7018,4
0.2804,3
0.016,1
0.37079999999999996,5
0.397,5
0.925,2
0.8381,4
0.012,1
0.8437999999999999,2
0.10599999999999998,1
0,3
-0.34199999999999997,1
-0.6759000000000001,2
0.8795999999999999,5
-0.3071,1
-0.0127,2
0,5
0,3
1.4767,2
4.626699999999999,3
1.4193000000000002,5
-0.005599999999999999,1
0.1169,4
0.393,1
-1.1459999999999997,2
-1.0831,1
2.4038,3
0.004,5
0.4008000000000001,5
1.7121000000000002,4
-1.0094999999999998,4
0,2
1.3363,5
-1.5534000000000001,2
-1.0004,3
1.5958,3
1.3845,1
0.4965,1
0.12860000000000005,5
1.1810999999999998,4
2.0705999999999998,4
1.5003000000000002,2
0.3716,1
0.2458,5
-0.15780000000000002,5
-1.2203,3
0.4662,4
0.4876,3
0.5106,4
0.004,1
0.7384,2
0.8036,4
0.47259999999999996,3
0.4616,1
1.161,3
0.8601,3
0.9594,4
0.37479999999999997,4
-0.7626,2
-0.7498,5
0.5094,2
-0.2842,2
2.0322,2
2.0164999999999997,4
0.3186,4
-0.7578,1
0.3716,5
2.2504999999999997,3
-0.1813999999999999,3
0.004,1
0.9608999999999999,3
0.2576,5
1.137,2
2.8431000000000006,1
3.5564999999999998,4
0.2458,4
0,5
-0.16090000000000004,3
0.3877,4
0.5702,5
0.745,3
2.1947,4
0,1
-0.0007999999999999995,2
0.004,1
0,1
0.004,1
-0.6871,1
0.8588,2
1.2078,5
-0.2716,2
-0.21419999999999986,2
-0.39899999999999997,2
0.4904,4
-0.21290000000000003,3
0.4885,5
0.2952,4
-0.22039999999999993,5
0.3836,5
-0.18370000000000003,2
-3.2874,3
0.6394,4
-0.14429999999999998,3
1.102,3
6.233699999999999,5
1.2159,4
0.3008,3
0.004,1
0.37079999999999996,2
0.6806,5
0,1
0.027099999999999954,3
0.7860999999999999,4
0.5012,3
1.1148,4
-0.4727,1
0.6022,1
0,3
-0.3256,5
0.20950000000000002,5
-0.5597,3
-4.6212,1
1.0132,2
0.3629,2
0.23860000000000003,5
-0.05,2
0.4557,3
3.646,5
0.7686,4
0.7135,2
0,2
1.5962,4
-0.0641,4
0.2203,1
0.016,1
0.48019999999999996,2
-0.29159999999999997,1
-2.5848999999999993,3
0.44580000000000003,5
-0.1956,4
-0.005599999999999999,1
0.393,5
-0.39899999999999997,2
0,3
0.9114999999999999,4
2.8182,3
-0.010700000000000022,4
0.741,4
-0.1945,5
0.8581,2
-0.692,1
1.8211,2
0.3811,5
-2.0294999999999996,1
0.3796,5
-0.6355,1
0.9126000000000001,4
1.4973,3
-0.31499999999999995,2
-0.9383,3
1.095,5
-0.7626,4
-0.13690000000000002,4
-0.44229999999999997,3
-0.0048,2
0.8815,4
-1.5269,1
2.9703999999999997,2
1.8150999999999997,5
0.7289,1
0.1617,1
8.111999999999997,3
0.15980000000000005,1
1.2228,3
-0.0007999999999999995,2
0,1
0.7664,5
1.1734,2
1.4740000000000002,5
0.3716,5
0.8728,3
0.205,3
1.3400999999999998,4
0,1
0.7472,4
-0.5473,1
1.6577999999999997,4
0.19820000000000004,3
0.004,5
-0.6872,2
0.3163,4
6.613899999999981,4
0.10409999999999997,1
-0.45460000000000006,2
-0.14589999999999997,3
1.4987,4
1.1503999999999999,5
0.004,2
0.8373,3
1.1272,2
0.453,2
-0.043800000000000006,3
-4.0982,2
0,3
1.4745,5
0.7630000000000001,5
0.5334,5
0.33399999999999996,1
0.004,1
0.9521999999999999,5
1.4494,4
0.6174,5
0.3716,2
0.7197000000000002,3
0.004,2
0.8697999999999999,4
0.7646,5
0.0946,1
-0.24679999999999996,3
5.5625,4
0.004,1
0.3581000000000001,5
0.8434,3
-0.6415,5
0.7089,1
-0.7594,2
0.46120000000000005,1
0.1169,4
-1.1714000000000004,3
-0.0048,2
-1.5145,3
0.3882,2
-0.2715,3
0.405,4
1.4767000000000001,4
-0.5575,1
1.2202,2
1.1106,3
0.9036000000000001,5
0,5
0.0901,3
1.1139999999999999,2
4.2036,5
0.8877999999999999,4
0.5012,4
1.3515,5
1.4497000000000002,4
1.1393,1
0,1
-0.1691999999999999,1
0.12090000000000001,3
1.8860000000000001,5
-0.0007999999999999995,1
0.3716,2
0,3
0.5004,5
-0.17500000000000002,2
0.9567000000000001,1
-0.0048,2
1.0705,4
0.8728,4
0.0121,3
-0.4858,1
1.0132,4
0.004,2
0.393,3
-0.49829999999999997,1
1.0777999999999999,2
1.1144,3
0,4
0.3836,5
1.7070999999999998,5
0.4668,4
1.4647999999999999,5
0.09190000000000001,1
1.0332,5
-2.029599999999999,2
0.36349999999999977,2
6.412199999999995,5
3.5909999999999993,4
1.706,4
-0.0007999999999999995,2
0.10009999999999997,5
0.1512,1
0.8855,4
-2.4185,1
-0.4139999999999999,2
3.1391,5
0.8831999999999999,2
1.3508,5
-0.7714,1
0.09789999999999999,3
0.004,3
0.8253,3
0.8182999999999998,2
-0.39899999999999997,2
0,1
0.8127,2
1.3707,4
0.6206,3
0.3756,3
1.1594,5
