@relation Review_sentiment


@attribute overall_sentiment numeric
@attribute stars {1,2,3,4,5}
@data
-0.39499999999999996,2
-0.4242,3
1.1216,4
1.8121000000000007,3
-0.3268,4
1.649,4
-0.573,5
0.39239999999999997,2
-0.692,1
0.3479000000000001,2
0.3891,5
-2.0270999999999995,1
0.3796,5
-0.6355,1
-0.1275000000000001,4
0.9053,3
-0.9814999999999999,2
-0.9351,3
1.5274,5
-1.2894,4
-0.5199,4
-0.4479,3
-0.9670000000000001,2
0.9737,4
-1.1784999999999999,1
2.1403,2
1.5307,5
-0.4804999999999999,1
-1.6721,1
9.336799999999995,3
-1.204,1
0.25270000000000004,3
-1.8698,2
0,1
0.7664,5
0.7570999999999999,2
-1.2605000000000002,5
0.3756,5
0.48629999999999995,3
0.7393000000000001,3
1.5501999999999998,4
0,1
0.7472,4
-0.5473,1
0.9966999999999999,4
-0.13959999999999997,3
0.004,5
-0.6872,2
-0.07499999999999998,4
7.3745999999999805,4
0.10409999999999997,1
-0.40120000000000006,2
-0.8230999999999999,3
0.6324,4
1.1503999999999999,5
-0.38330000000000003,2
0.8373,3
0.7618,2
0.9949999999999997,2
-0.5233,3
-3.954199999999999,2
0,3
1.7183,5
0.04970000000000012,5
1.0901,5
0.32919999999999994,1
-0.4617,1
0.9521999999999999,5
1.4574,4
0.6125999999999999,5
0.3716,2
1.3779000000000003,3
-0.6412,2
-0.3864000000000003,4
1.0178,5
-0.7305999999999999,1
-1.896,3
4.4908,4
0.004,1
0.3621000000000001,5
0.36609999999999965,3
-0.39770000000000005,5
0.7089,1
-1.5690000000000002,2
1.3957,1
0.5657,4
-2.6247,3
-0.47950000000000004,2
-1.6333999999999997,3
0.3882,2
-0.2715,3
0.40900000000000003,4
0.3359999999999999,4
-0.3106,1
1.2202,2
-1.0166000000000002,3
0.9036000000000001,5
0.004,5
0.0901,3
1.4527999999999999,2
3.1390000000000007,5
0.8877999999999999,4
0.022499999999999964,4
1.3515,5
0.9710000000000003,4
1.1393,1
0,1
-0.6478999999999999,1
0.12090000000000001,3
1.8860000000000001,5
-0.47950000000000004,1
0.3756,2
0.1006,3
0.5004,5
-0.32580000000000003,2
0.3413999999999999,1
-0.33580000000000004,2
1.0244,4
0.8728,4
-0.3704,3
-0.0456,1
1.0172,4
-0.47950000000000004,2
-0.0857,3
-1.0029,1
0.746,2
-0.5407000000000001,3
0.242,4
0.6658999999999999,5
1.7070999999999998,5
0.5476,4
1.5621999999999998,5
0.09190000000000001,1
1.0903,5
-3.0219999999999976,2
-0.48350000000000004,2
5.584799999999993,5
0.7424999999999999,4
1.3762,4
-1.2445000000000002,2
0.10009999999999997,5
0.20209999999999978,1
0.8895,4
-2.2510000000000003,1
-0.4139999999999999,2
2.5747999999999998,5
0.8973999999999998,2
1.6982,5
-0.7714,1
0.09309999999999999,3
0.004,3
0.8293,3
0.8283,2
-0.39499999999999996,2
-0.9588,1
-0.39170000000000005,2
1.877,4
0.3751999999999999,3
0.3756,3
0.7729,5
-0.20859999999999995,1
0.3972,3
0.004,4
0.5644,4
-1.1716,1
2.5550999999999937,4
0.9148999999999999,1
1.0664,3
5.9262,5
1.2941,4
0.12090000000000001,5
-0.21249999999999994,3
2.2962,3
-1.5318999999999998,3
0.6391,4
-0.5168,2
2.1545,5
1.6578,4
1.1808,5
-0.6630000000000001,1
-2.6323,2
-0.20669999999999997,5
-0.3865,3
0.8813,4
0,5
0.054200000000000026,1
0.8797000000000001,3
1.3089,4
0.5814,4
0.4074,3
0,5
0.393,1
-0.49229999999999996,2
-0.0048,2
-1.3954000000000002,1
0.004,2
1.3881000000000001,5
0.4614,3
-2.1209000000000002,3
-0.0007999999999999995,1
-0.040499999999999994,1
0.004,5
-4.308500000000001,1
-0.0928,2
0.12110000000000001,1
-0.0004999999999999449,2
2.9612000000000007,5
-0.40359999999999985,4
-2.4074999999999998,2
-1.1544,2
0.535,5
-0.5278,4
-0.14329999999999998,1
-0.2596,4
-3.0006999999999997,1
-1.0813,4
-1.0295000000000005,3
-0.1345000000000001,2
3.6624,3
1.1240999999999999,3
0.8676,3
0.0201,5
0.012,1
-1.5874,3
-1.8234999999999992,2
0.02560000000000001,4
-0.5251,2
-2.4116,1
0.3716,2
0.014600000000000002,1
0.7083999999999999,5
-1.6285999999999998,1
0.4768,1
-3.5552999999999995,2
0.6674,3
1.4486999999999999,4
3.3465,4
-0.6502,2
0.5146000000000001,4
0.2287,4
0.963,5
-0.006800000000000136,5
1.7045,4
-1.5799000000000003,2
-0.536,2
0.817,4
0.8808,5
-1.0227,1
-1.0885,2
-0.0435,2
-1.3324,5
7.8664,5
1.3639999999999999,3
-1.3349000000000002,3
-0.034399999999999986,1
1.1362,5
-0.3268,4
-3.1101,1
0.2146,2
-1.2833999999999999,4
0.5270999999999999,3
-0.01970000000000005,4
0.3452,5
0.5012,5
-1.8515999999999997,3
4.3466999999999825,1
-1.644,3
-0.3369,1
0.1058,1
0.6365,4
-0.12410000000000027,4
-0.0007999999999999995,1
0.5368999999999998,2
2.6757000000000004,5
0.9720999999999999,5
0,1
-0.11140000000000005,2
0.7504,3
0.0753000000000002,3
-2.1299999999999994,3
-2.6578000000000004,2
-0.3865,2
-0.14089999999999994,2
-0.8207,1
0.6672,5
3.6306,4
0.3795,4
2.2047,5
1.3794,5
0.31919999999999993,4
-0.20580000000000004,3
0.3756,2
0.7567999999999999,3
0.0241,4
0.7913999999999999,3
0.3887,5
0.007200000000000001,5
0.4887,4
-1.2964,2
2.1431,3
7.044899999999993,3
-0.5885999999999998,2
0.5718,4
-3.7048999999999985,2
-0.32639999999999997,1
0.3756,4
-1.5683999999999998,1
0.31829999999999997,1
0.26180000000000003,5
1.9903000000000002,5
0.2772,2
-0.024900000000000033,4
-1.7752999999999997,3
-0.6642999999999998,1
0.2498,3
0.3938,5
-0.12409999999999999,1
-0.3206,1
-0.8251999999999999,2
0.09179999999999999,3
1.8801999999999999,5
-0.7302,1
0.393,3
2.9768,4
0.5275,5
1.0037,3
-0.0097,4
-0.0087,2
5.211199999999997,5
0.7686,5
-1.4281999999999997,2
-0.28509999999999996,1
-0.7833,1
-0.8268,1
0.4037000000000002,3
1.5902000000000003,1
-0.5476,2
-0.24259999999999998,2
3.607500000000001,5
0.7472,2
-0.3035,4
0.0032000000000000006,2
1.7352,2
0.9572,5
3.096099999999995,4
0,1
0.43949999999999995,4
-1.4647000000000001,3
0.8511,2
0.5794999999999997,1
0.7257,5
1.4782,4
1.8452000000000002,5
-0.03549999999999999,1
-0.12070000000000003,3
-0.3447,5
-0.4514,2
-0.45620000000000005,4
-0.3487,3
0.043800000000000006,4
0.0945,3
0.004,4
0.4528,1
0.3796,5
-2.03,3
0.004,3
-0.45920000000000005,1
-0.2687000000000001,4
-0.5731999999999999,1
0.3716,4
0.004,1
0.12090000000000001,2
0.526,4
1.0365,3
-0.5594,4
0.6922,4
2.7291999999999996,4
0.4782,5
-1.4085,2
1.1148,3
-0.0817,3
1.5547,5
-0.8832,3
0.7508999999999999,1
0.008,1
-0.2635,1
0.7063999999999999,4
0.6001,5
-0.42379999999999995,3
0,5
-0.47079999999999994,2
-0.0087,2
0.8020999999999998,2
2.1559000000000004,2
3.0177,5
-1.6105000000000005,2
-1.1025999999999998,2
0.08389999999999997,4
0.8406,2
-0.16790000000000008,3
-0.5913,1
0.26309999999999995,1
-1.1966,3
0,1
1.8034999999999999,4
0.37,3
0.3157,1
5.890899999999997,5
7.124899999999997,4
0.008,1
0.372,4
7.132799999999994,5
0.18159999999999998,3
0.2243,3
0.004,5
0.8975,5
0.2792,2
0.582,5
-0.6252000000000001,2
0.1865,5
0.004,5
0.15930000000000016,3
-0.6626000000000001,3
1.1763000000000001,3
-0.8654,2
0.9985999999999999,5
0.3985,3
0.7140999999999997,4
-0.22800000000000004,1
0.4234,2
0.6067,5
1.1634,5
-1.2232,5
1.1529,3
0.4925,4
1.1356000000000002,4
0.7432,5
-1.5337999999999998,2
1.0870000000000002,2
0.008,1
0.8238,4
-0.8394999999999999,4
1.0141,4
0.4604,2
-4.713400000000001,1
1.1738,5
-1.8525,2
1.9777,3
0.1016,3
-4.5183000000000035,1
-0.04290000000000005,1
1.6325999999999998,5
-0.08949999999999997,1
4.285799999999999,4
0.010500000000000006,3
2.5101999999999998,4
0.18610000000000002,3
-1.537,1
-1.3429,3
-0.010400000000000024,4
0.5092,5
0.5139,4
-0.7804,1
-0.04930000000000001,1
-0.8536,2
0.7856999999999998,1
0.35459999999999997,2
0.17950000000000002,2
0.004,3
-1.0407,2
0.4915,3
-0.1846,2
-0.33160000000000023,2
2.2186,2
-0.7761,3
0.18819999999999998,3
-1.4819,3
-1.0867,1
-0.6607999999999998,3
-2.6459,4
0.5415000000000001,1
0.008,2
-0.23779999999999996,2
4.526699999999999,5
-0.9649999999999999,5
-0.03970000000000001,1
0.7472,4
0.4887,5
0.008,5
0.2057,5
-0.17519999999999997,3
0.7223999999999999,4
-2.2847,2
-0.0835,1
0,4
0.619,4
0.09369999999999995,1
0.2630000000000001,3
0.0711,4
4.030399999999998,4
0.603,5
0.5111000000000002,3
-0.6633,1
-0.17260000000000003,2
-0.44799999999999995,3
0.5106,5
0.5817999999999999,1
3.6826999999999996,5
1.6871,5
0.26519999999999994,5
0.22779999999999995,2
-0.6604000000000001,4
0.10509999999999997,4
-0.9755,2
0.20859999999999998,1
-2.3503999999999996,1
0.4899,4
-1.5230000000000001,1
-0.6716,5
-0.6018000000000001,2
-0.0391999999999999,3
-0.8889000000000002,1
-1.2846,4
-0.4227,1
0.696,1
1.3774,4
1.0467999999999997,5
-1.3659,1
0.052700000000000524,3
-1.8449999999999998,2
0.3197,4
0.017999999999999905,2
0.3563,2
0.48360000000000003,5
-0.1796,1
1.1954,3
-1.2438999999999998,2
-0.9683999999999999,1
-0.4426,4
0.7432,3
-0.32139999999999996,1
-0.0461,2
1.6407000000000003,5
3.0077000000000003,3
1.7810000000000001,5
-2.0104,2
0.7234,4
0.45489999999999997,4
-0.7235,1
1.7158000000000002,5
0.5267999999999999,3
0.029600000000000015,2
0.3549,5
0.4792,4
0.0635,3
-0.8561999999999999,3
0.125,5
-0.40359999999999996,1
0,5
0.18660000000000002,2
2.4269,3
0.3756,2
0,4
-0.4086,1
-0.5463000000000002,3
1.3854000000000002,4
0.4872,4
0.4726,5
0.2903,4
0.49349999999999994,1
-1.1507,2
-1.656,3
0.2101,5
-0.1375,3
0.1405,3
1.0006,3
0.4002,5
-0.7143,1
0.164,5
1.5769,3
0.3756,4
-0.13529999999999998,1
1.5619999999999998,4
-0.657,2
0.8194999999999999,1
0.1325,2
-0.1261,1
-0.6608,2
-2.141,3
0.11000000000000001,5
0.2164,5
-0.29020000000000007,4
1.0237,5
0.16659999999999986,1
-0.3705,1
-1.6095000000000002,2
-0.34830000000000005,2
3.736599999999998,1
0.012399999999999991,4
-1.1465999999999998,2
0.5066,5
2.6111999999999997,4
-1.5412,1
-0.7334,4
-0.6018999999999997,2
-0.1262000000000001,3
0.2932,3
-0.6802000000000001,3
7.363199999999996,4
0.004,1
0.7714999999999999,4
-0.39080000000000004,2
3.514,3
1.2085,5
0.5942,5
1.3041,5
-0.7634,2
1.0765,4
0.3796,4
0.9433,3
-0.7878000000000001,4
1.0840999999999998,1
-4.274100000000001,3
0.004,1
0.746,2
0.44609999999999994,5
0.3756,5
0.6838999999999998,3
-0.12619999999999984,1
-1.5622,2
0.008,5
1.7294,5
-0.0087,1
0,1
0.038100000000000356,3
1.2319,1
0.1457,3
-1.5521,3
-1.3094000000000001,1
3.2632000000000003,2
0.13989999999999997,4
1.042,5
0.5641999999999997,3
-0.07149999999999995,1
1.1341999999999999,5
1.9048,4
-1.1267,2
0.5934999999999999,4
0.357,4
4.278700000000001,2
0.4386,2
3.736599999999998,1
0.49500000000000033,3
2.1822999999999997,5
-3.981299999999999,3
-0.6738,5
-3.972899999999999,2
-1.3328,3
-0.7334,4
0.12090000000000001,5
-2.1489000000000003,1
-0.04560000000000003,2
-0.7131999999999998,2
0.03590000000000004,2
-0.3048999999999999,4
0,5
-0.13389999999999996,4
1.2980999999999996,4
-0.5545,3
0.15379999999999994,5
-0.17830000000000004,2
0.18819999999999998,3
0.26009999999999994,1
2.4713,3
0.19210000000000002,4
-0.017,1
0.11170000000000001,4
-1.4565000000000001,3
0.5186,4
1.8878000000000001,5
1.5044000000000002,2
-0.4170000000000001,3
-1.1126,1
0.9612,4
0.004,1
0.6678999999999998,5
0.3651,2
0.5725,5
-0.14519999999999997,1
0.5973999999999999,2
-0.4689,3
2.4642999999999997,2
-0.3298,1
0.3281,5
-0.7502000000000001,4
2.1464,5
0.5884999999999999,2
-0.45330000000000004,4
0.04700000000000004,1
-0.39499999999999996,2
0.4738000000000001,4
0.004,3
0.397,5
7.1342999999999925,4
1.1161,4
-0.9825999999999999,3
-0.07469999999999999,3
0.004,4
0.8782000000000001,5
1.8252,5
-2.7892,2
-2.7264999999999997,2
0.5871999999999999,3
0.3597,1
0.3756,5
-0.15309999999999999,1
-0.8543000000000001,1
0.17950000000000002,2
2.4902999999999995,4
-0.2879,1
-0.12379999999999995,4
0.5405,2
0.8982,5
0.393,4
1.1148,4
-1.5394999999999999,3
0.6185,5
2.5867999999999998,3
0.2169,1
-0.5498000000000001,3
1.5573000000000001,3
0.4797,2
-0.7874999999999999,1
-0.34199999999999997,1
-0.2598,1
2.2036,4
-2.8282,1
-0.4170000000000001,3
-1.0231999999999999,3
0.6744,3
-0.6546,2
0.5952,5
2.0063,3
0.38330000000000003,2
-1.1964000000000001,2
0,3
0.3586999999999998,5
1.2484,5
-0.2233,5
0.0081,2
-2.4501,2
-1.3125,2
0.8291999999999999,5
-0.2842,1
3.8394999999999997,4
-0.0174,3
-0.11509999999999992,4
-0.7054,2
-5.244800000000002,1
0.5667,5
0.008,4
-1.2571999999999999,5
-0.48430000000000006,1
0.531,4
1.3292000000000002,5
-0.3057000000000002,4
-2.8294,1
-0.47950000000000004,2
0.2594000000000001,4
2.4375,5
0.7603,4
0.6099000000000001,1
-0.7676000000000001,1
-0.0007999999999999995,1
0.4767,1
0.47150000000000003,4
-0.17440000000000003,3
-1.0759000000000003,2
-0.8160000000000001,1
1.4371,3
1.386,2
0.6694,3
0.393,5
0.3033,5
0.004,1
0.8213999999999999,2
-0.4378000000000001,5
0.038100000000000356,3
1.683300000000001,4
1.5396999999999998,1
1.9378,5
3.0294000000000003,5
1.6412999999999998,4
-1.8716999999999997,2
0,4
-0.20909999999999995,1
0.08059999999999998,2
4.214700000000001,4
-0.3146,3
0.2946,5
-0.04270000000000007,2
1.6942,5
0.6132000000000001,5
1.9236,2
1.3688,2
-1.3659000000000001,2
-1.001,3
-0.8915,3
0.4742,5
-1.9726000000000001,1
-2.0782,1
-0.3304,4
0.4188,3
-2.7868999999999997,2
8.127599999999992,4
-0.6666000000000001,4
-0.2506000000000001,3
2.2497999999999996,3
0.1099,5
3.7233,5
-0.251,2
-0.04569999999999999,4
1.0966,4
0.6071,4
-0.2952000000000001,1
-0.1378,3
0.004,2
0.45990000000000003,5
0.39490000000000025,2
-0.3428,1
-0.3313,2
0.40600000000000014,2
1.1932,4
0.5569000000000001,4
5.041999999999999,5
3.9146999999999994,4
-1.0503000000000002,1
-0.4489000000000001,2
1.2394,3
-0.1891,4
0,5
0.26849999999999996,3
0.4654999999999999,2
2.1431,3
-0.5696,5
-0.0857,1
0.05069999999999997,3
-1.0579,5
2.2570000000000014,3
5.988099999999999,3
0.004,1
-0.0007999999999999995,5
0.05519999999999997,3
-0.9227,2
-3.7048999999999985,2
-0.288,2
7.496899999999996,5
-0.2715,3
0.004,1
0.2462,1
-0.2654000000000001,4
-0.2715,3
-0.792,4
-0.32599999999999996,1
-0.47330000000000005,4
0.3416999999999999,1
2.041,5
-0.4642,1
1.1024,5
0.047499999999999876,4
-0.3706,3
-0.25750000000000006,5
4.4574,4
0.4122,1
-0.3071,4
1.4334,5
0.8982,4
-0.5395000000000001,3
0.9476,5
0.004,1
-1.1208,1
0.004500000000000056,1
0.8839999999999999,2
1.1954,3
-0.2942,2
0.2184,2
-0.39480000000000004,1
-1.1443,5
0.2004,1
0.3462,5
-0.16340000000000005,5
0.9775,2
2.4595,4
0.1778,3
0.8822000000000001,4
-0.005099999999999997,4
0.7384,2
1.3477000000000006,3
-4.5183000000000035,1
-0.9261999999999999,2
-1.7063,1
0.18369999999999997,2
-0.41569999999999996,3
0.4943,4
0.3772,1
0.0945,3
0.004,3
0.804,5
0.5092,5
0.28479999999999994,2
-2.0955999999999997,1
-2.5034,2
0.7262,3
-0.3363,3
-0.22149999999999997,4
0.3698,5
-0.6914,2
0.3306,4
2.4651,5
1.0617,2
2.6497,5
2.2697000000000003,5
0.16,3
-0.3869000000000002,1
-1.5856,4
-0.7324999999999999,1
0.9396,5
-0.7455,2
2.4158,3
-0.327,2
-1.1788,1
4.0299,2
0.1026,4
0.3756,4
0.8768,3
-0.5269,1
0.5172,5
-0.26719999999999994,3
-0.27979999999999994,2
0.0037999999999999666,2
-0.5308,4
-0.2479,4
0.5018,5
0.7512,5
0.004,4
0.4908,1
-0.39130000000000004,3
8.414299999999988,4
-0.8805,2
2.2509,4
0.004,1
0.2418,5
0,1
0.6721999999999999,4
-2.4859,3
-0.288,2
-0.1966000000000001,3
-5.2715000000000085,2
0.31379999999999997,3
-1.1126999999999998,5
-1.1804000000000003,1
-0.08820000000000003,4
-0.30110000000000003,1
-0.6181000000000001,2
-2.7165999999999997,3
-2.03,3
0.401,5
-1.4346,1
0.34330000000000005,1
-1.0581,1
-0.11620000000000011,4
-0.8654,2
1.1594,4
-1.9189,1
0.7116,3
1.0735000000000001,5
0.02829999999999988,4
0.397,3
0,1
0.9688,5
-0.3313,2
0,3
1.9260999999999997,3
-0.9801000000000001,1
0.30429999999999996,5
-0.331,1
-0.7666,2
0.8672,5
1.2444,5
0.3797,3
0.3796,4
-1.0881,4
-0.25279999999999997,2
0.007200000000000001,2
-0.38299999999999995,1
13.800499999999982,4
0.45830000000000004,5
-0.48560000000000003,2
0.3716,5
1.3816,2
-0.6377000000000002,4
0.19210000000000002,2
-2.0852000000000004,2
1.2961,3
1.6099999999999997,4
-0.1516,5
0.004,1
0.6551,3
-0.728,1
0.7472,5
0.07390000000000001,4
0.1719,3
-0.1475,3
0.008,1
0,5
0.008,3
1.2962,2
5.369299999999996,4
-0.7717999999999999,2
-0.7618,1
-0.9128000000000001,1
0.2444,1
0.7553,3
0,1
-0.2055,3
-0.09310000000000002,3
2.5667,4
0.0957,4
-0.3297,1
0.5044,5
-0.8612,3
0.493,2
0.6322000000000001,5
0.33260000000000006,2
0.6265,4
0.021299999999999986,3
-0.327,1
0.30369999999999997,4
-1.6485,2
-0.6990000000000001,1
-2.3075,2
-1.6761000000000001,2
0,3
-0.009600000000000053,4
0,4
1.2003,1
0,4
0.12669999999999992,5
0.2187,1
0.2874,3
0.8381,5
0.8731,3
0.4654,4
0.3756,4
0.8601,5
-0.2511,2
1.2324000000000002,5
-0.0012999999999999678,2
-1.6983,2
2.0008,3
1.9427,3
-1.0617999999999999,1
2.8046,5
1.1070000000000002,4
1.1038,5
-1.2579,2
0.15719999999999998,5
0.7299,5
0.9043,2
-1.4411999999999998,1
-0.9863999999999999,3
-0.7882,2
-1.1441999999999999,1
-2.9177,1
-2.5612,2
-0.03119999999999995,4
0.9122999999999997,3
0.6253,3
-0.06330000000000002,4
0.3882,5
-0.8985000000000001,1
0.7342,5
-0.7706,1
-3.0129,1
0.37879999999999997,1
1.0252,2
-0.7415999999999999,5
0.8116000000000001,4
-0.3373999999999999,3
0.8190999999999999,5
0.2704,4
-0.013900000000000023,2
0.21969999999999995,1
7.034599999999996,5
-0.9922,3
-0.7626000000000001,2
-0.34249999999999997,2
0.3077000000000001,4
0.31030000000000013,5
-0.29579999999999995,5
2.5015,5
1.2731,2
-0.2802,3
-1.4248000000000003,2
0.6402000000000001,3
0.37079999999999996,4
0.6050999999999997,3
0.14939999999999998,4
2.6768999999999994,4
0.1738,1
-0.39899999999999997,2
-0.9166,4
-2.0089999999999995,4
0.38170000000000004,5
0,1
1.3633,3
0,3
0.3453,5
-0.7384,2
0.3306000000000003,3
2.3354,4
-1.1507,2
-0.9681,1
0.09889999999999999,1
0.15350000000000008,1
-0.0534,1
0.6486999999999999,5
-1.0267,1
0.04859999999999998,3
0.12090000000000001,4
1.2201,4
0.7597999999999999,5
-0.3688,2
-1.4703000000000002,1
1.1810999999999998,2
2.0300000000000002,5
1.0918999999999999,2
0.15159999999999998,4
0.3575,5
1.4482,5
-0.6608,2
-2.3037,2
0.6454000000000001,5
-0.0817,1
0.2342999999999999,4
5.338599999999999,5
1.3371,4
0.3756,1
-2.1452,3
0.38770000000000004,5
-3.9451,3
-0.29050000000000004,3
0.3602,5
-3.1313999999999984,1
4.847299999999999,5
0,4
-0.3487,3
0.7123999999999999,4
0.5048,1
-2.8595999999999986,3
0.1368999999999998,2
-2.7163999999999997,3
-0.31120000000000003,2
1.2753999999999999,4
0.054800000000000015,2
1.0684000000000002,3
0.393,4
0.319,3
-0.05010000000000003,3
-4.302200000000001,3
-0.7443000000000001,5
0.6178999999999999,1
-1.4287,3
-0.10570000000000002,2
2.4279,5
-0.1411,2
3.2999000000000005,1
0,1
-0.616,3
0.8508,4
-0.5422,1
0.8316999999999999,4
-0.6912,3
-5.803900000000003,1
0.7281,5
0,1
0,4
-0.5251000000000001,4
0.05490000000000003,1
0.3756,4
0.3434,3
0.6241,2
3.082900000000001,2
-0.9860000000000001,2
-0.6645000000000001,5
0.06580000000000008,4
0.0059999999999999915,1
1.3559999999999999,2
-0.6699000000000002,1
-0.6316,1
0.9175000000000002,5
-3.9451,3
-0.23219999999999996,5
-5.2715000000000085,2
0.6807000000000001,3
0,4
-0.045899999999999996,5
0.7211000000000003,2
0.9917,5
1.2179000000000002,4
0.9160999999999999,3
0.4887,5
0.41479999999999995,4
0.7742999999999999,2
-0.31120000000000003,2
1.7414,5
-0.3942,3
-0.6712,4
-0.1782,1
-5.870800000000002,1
0.2146,3
0.1089,5
0.2114,2
0.19849999999999995,3
-0.562,1
-2.0732999999999997,3
0.17109999999999997,1
6.09229999999999,5
-0.21580000000000005,3
1.34,5
-0.9202,2
-0.2635,4
0.21180000000000004,5
-0.0237,3
1.3778000000000001,1
0.7093999999999999,3
3.2606999999999995,5
-0.6132,1
1.0209,4
1.0118,4
0.9093000000000002,2
-1.9011000000000002,1
-0.7982,4
-0.09249999999999997,2
1.2706000000000002,5
2.7006999999999994,5
-1.0508,1
-0.43379999999999996,2
0.004,4
-0.14179999999999998,5
-0.1851,3
-1.0574,3
0.21689999999999993,2
0.3446,4
0.3122999999999998,2
1.3371,4
-3.0593,1
0.5249,3
1.9135,4
0.7299,5
2.4462,4
-0.4743999999999998,1
0.909,3
-0.024300000000000044,2
0.3716,5
-0.43890000000000007,2
0.0898,4
-5.341100000000003,2
0.2278,1
0.8942,5
0,5
-1.1632,3
0.4839,1
0.4186999999999997,4
-0.39499999999999996,2
0.008,1
0.4797,2
2.5206000000000004,2
1.0730999999999993,3
-1.1788,1
1.3382999999999998,5
-1.4156999999999997,4
-0.0048,3
1.1715000000000004,5
-0.6044,3
-1.0145,4
-0.11410000000000001,5
-0.0534,2
0.339,1
-0.12259999999999999,2
-1.4255000000000002,3
0.4078999999999998,4
-0.007099999999999943,4
-0.42889999999999995,3
-0.6648,1
-0.6659,5
0.1778,3
0.3778,1
0.25830000000000003,4
0.5066,5
1.6064000000000012,4
-6.247300000000003,2
-0.6538,2
0.5395,4
-0.7651000000000001,3
2.1657999999999995,1
0.6742,5
1.4464,2
0.4150000000000001,3
-0.08650000000000002,2
-1.1544,2
-0.9761000000000002,4
0.393,5
0.15089999999999998,1
0.5621,3
-0.6199,1
0.7599,5
1.5584,4
0.3716,5
3.5228000000000006,4
0.16959999999999997,4
-1.4147,3
0.8978999999999999,3
-2.2039,1
0.38360000000000005,4
-0.6025999999999999,2
-0.5231,3
-0.3865,2
-0.1473,1
0.6385000000000004,5
-1.3024,1
0.03169999999999998,1
2.1141000000000005,5
0.02150000000000013,2
-0.6421,1
-5.6888000000000005,2
-0.6819000000000002,2
0.9487000000000003,3
1.0728,5
-1.1743000000000001,1
-0.2187,2
0.12130000000000002,1
0.008,5
2.4741000000000004,4
0.8704000000000001,5
0.25329999999999997,2
0.7863000000000001,3
-1.0002,3
-0.9064,1
0.0081,2
1.6019,4
0,5
0.7379,4
-0.9227,2
0.3962,3
-0.8407,1
1.7568000000000001,4
-0.2215,3
0.11269999999999997,3
1.3135999999999999,5
0.09,4
0.3597,1
0.5972999999999999,4
0.6043000000000001,5
-3.5633999999999997,3
-0.8708,2
-0.061,4
1.7294,5
-0.37960000000000005,5
0.195,1
-0.7618,1
-0.6668000000000001,5
1.1835,3
-0.1692,3
-0.9919,2
-1.1858000000000002,5
1.6719000000000002,5
0.20229999999999998,4
0.6433000000000001,1
4.400199999999999,2
-0.4647,4
-0.293,2
0,3
-1.6016000000000004,1
-1.0896,3
1.3948,5
0.07720000000000005,4
-1.4074,3
-0.6546,2
0,4
2.468400000000001,4
0.004,4
0.49560000000000004,5
0.004,5
-0.1619000000000002,2
0.8183000000000002,1
0.9096999999999998,2
-0.9387000000000001,2
-1.5835000000000001,4
0.5609999999999999,1
-2.2706,3
-0.3858,1
-1.9144999999999999,2
-1.9941,1
1.3834,5
-2.9288999999999996,1
-0.13380000000000009,3
0,3
0.68,4
-0.33180000000000004,4
-0.887,3
0.36999999999999994,4
-0.2541,3
-0.2987999999999999,1
0.3796,5
0.5052,5
-1.3907,2
0.2005,2
0.24369999999999997,3
-0.21019999999999994,4
7.797599999999992,5
-1.5431999999999997,3
0.6843,4
0.004,5
0.004,3
0.4270999999999999,5
2.2167,4
0.004,4
0.9838999999999998,4
-0.44070000000000004,4
2.2404,4
2.7386000000000004,5
0.6262,5
-0.6691,1
-2.282,1
1.0118,4
0.06990000000000002,2
0.004,3
1.812,5
-0.0464,1
0.3096999999999999,1
0.36889999999999995,2
2.9705,3
-1.2964,2
-0.3825,2
0.4686,1
0.8476999999999999,3
-1.2555999999999998,1
0,3
2.2268000000000003,3
1.0677,4
0.43989999999999996,2
-0.0007999999999999995,1
-3.7048999999999985,2
-2.8221,2
-0.12009999999999998,2
-0.346,1
-0.2349,3
-0.5593000000000001,1
-0.16280000000000006,2
-0.7178000000000001,5
0.393,2
0.7905,1
-5.982000000000004,4
0.45289999999999997,3
0.6755,5
0.5065,5
1.4245,5
1.3497999999999999,3
0,1
-1.6838,3
0.015599999999999947,1
0.16,3
-0.7951,2
-0.9333,4
0.41109999999999985,5
-0.3865,2
-2.0415,2
0.7906000000000001,1
0.22609999999999997,3
0.7359,4
2.492600000000001,4
2.2448,3
0.9602999999999998,3
-0.7857000000000001,1
-1.1741000000000001,1
0.4364,5
1.1356000000000002,4
0.5462,5
0,2
-1.4962,5
0.7968000000000001,5
1.0746,5
-0.8672,1
4.146999999999999,5
0.0121,3
-0.5325,2
-1.0378,1
-0.7403,2
0.18989999999999985,4
0,4
0.5794999999999997,1
1.147,5
2.3254,5
-0.8776999999999999,4
-0.9878000000000001,2
0.5012,5
0.008,1
0.7211000000000003,2
0.0105,2
-0.1768000000000003,3
-3.3338999999999994,1
1.7294000000000003,3
0.7432,4
3.1251999999999995,4
-0.6181000000000001,2
0.8224,3
0.7078999999999999,4
1.8975000000000002,4
0.7680000000000001,1
0.5099,5
0.1891999999999992,3
-0.5783,2
2.2546,3
0,1
0.4218,2
-0.4728,1
0.37079999999999996,4
-0.824,2
1.5531,5
0.8213999999999999,2
0.008,5
1.3269999999999997,4
3.2394,2
0.004,1
-4.195200000000002,2
0.34830000000000005,3
0.41799999999999987,3
