@relation Review_sentiment


@attribute token_number numeric
@attribute normalized_overall_sentiment numeric
@attribute normalized_adjective_sentiment numeric
@attribute normalized_noun_sentiment numeric
@attribute normalized_verb_sentiment numeric
@attribute stars {1,2,3,4,5}
@data
826,5229.3,6256.9,-973.123,-54.4794,4
421,2594.06,5142.52,-1256.77,982.423,4
42,5392.86,5392.86,0,0,2
150,3224.67,7122.67,-5.33333,-3892.67,3
1200,4211.92,4934.67,-42.5,-3.5,5
155,-3380,207.742,-3613.55,25.8065,2
26,0,0,0,0,1
196,808.163,3254.59,-2462.76,-4.08163,1
22,15754.5,15754.5,0,0,5
27,148.148,148.148,0,0,1
26,2900,-15530.8,18430.8,0,4
45,24951.1,24862.2,88.8889,0,5
107,18428,11828,37.3832,6525.23,5
26,28380.8,28226.9,153.846,0,4
46,-20232.6,-6502.17,-13730.4,0,3
45,11620,19071.1,0,-7451.11,2
164,-21289,-4654.88,-16731.7,97.561,1
76,10330.3,6525,935.526,2817.11,5
142,-3576.76,3434.51,138.028,-3778.17,5
24,-19779.2,0,0,166.667,4
51,15276.5,15119.6,156.863,0,5
328,1021.04,7341.16,-4708.84,-1611.28,5
27,-12214.8,0,-12511.1,296.296,2
91,-4182.42,-186.813,0,-3942.86,1
718,-160.167,1147.63,-540.529,-767.27,3
174,2028.16,5190.8,0,-3162.64,2
28,25878.6,0,25878.6,0,4
380,-3409.74,-1234.74,-1765,637.105,4
73,3371.23,54.7945,3382.19,-65.7534,2
112,-6253.57,3941.96,-5992.86,71.4286,2
24,4712.5,4712.5,0,0,2
103,8244.66,8089.32,77.6699,77.6699,4
272,2526.84,1154.78,0,1372.06,5
96,2287.5,2218.75,0,-5546.88,3
49,-4828.57,4859.18,81.6327,0,1
161,-4985.71,-4302.48,-2247.2,1539.13,4
45,29646.7,29646.7,0,0,5
103,5231.07,8944.66,-3713.59,0,5
39,-8384.62,102.564,0,-8487.18,1
105,-7722.86,38.0952,-3240,38.0952,1
237,-4484.39,-3.37553,-2494.94,33.7553,3
48,-827.083,-5658.33,4831.25,0,1
58,-122.414,-1712.07,0,1589.66,3
76,-5177.63,-5230.26,52.6316,0,3
135,-525.185,915.556,0,-1440.74,1
80,15,-25,0,40,2
70,-1970,5671.43,-11042.9,3401.43,2
23,-75408.7,-75200,0,-208.696,1
109,5725.69,3945.87,-4619.27,6399.08,2
117,3.4188,-1700.85,-6.83761,-2896.58,1
47,-21306.4,-14019.1,-7287.23,0,2
48,-7181.25,-7181.25,0,0,4
132,13343.9,9296.21,0,0,1
23,-19369.6,-6578.26,-22347.8,9556.52,5
314,4618.47,1504.14,7.64331,1389.81,5
40,-31390,-31390,0,0,1
96,-9034.37,-8989.58,-1046.87,1002.08,4
117,41400,41400,0,0,4
24,2612.5,2445.83,0,166.667,3
25,29096,29096,0,0,5
714,-2942.58,-808.543,-1704.62,-429.412,2
84,-2054.76,8082.14,-14198.8,4061.9,2
162,5475.31,8443.83,0,-2968.52,5
1643,183.323,3183.57,-1333.6,-792.575,3
450,5182.44,5902.67,17.7778,-738,5
29,17558.6,17420.7,137.931,0,4
1235,2975.47,3892.71,-1704.37,347.368,3
22,48868.2,48868.2,0,0,4
287,-157.491,2963.41,-2324.74,-796.167,3
175,7638.86,11562.3,-3992,68.5714,3
385,-3204.94,7307.53,-7070.65,-2575.84,3
108,14675.9,14675.9,0,0,5
82,-12850,0,-12947.6,97.561,5
25,0,0,0,0,1
22,-36.3636,-36.3636,0,0,4
195,1397.95,1980.51,0,-892.308,3
353,539.66,-1681.3,1266.57,1898.87,1
276,1146.74,2252.9,-2651.81,-627.536,3
141,-16415.6,-9197.87,-7246.1,28.3688,1
612,-6169.44,-2891.67,-1323.86,-1171.73,2
398,897.487,6668.09,-4302.51,584.422,2
88,-10662.5,-6901.14,0,-3761.36,1
71,8577.46,8645.07,0,-67.6056,4
353,4339.38,5817.56,11.3314,1222.66,4
132,10072.7,7654.55,2387.88,30.303,2
26,-17911.5,0,0,-17911.5,3
246,4059.35,6428.86,-423.577,0,1
56,-2337.5,-2408.93,71.4286,0,5
37,8094.59,8094.59,0,0,5
147,11566,10008.8,1529.93,27.2109,4
104,-8713.46,3573.08,0,-7683.65,2
89,2268.54,-628.09,0,2896.63,3
23,14743.5,5608.7,0,9134.78,5
35,30325.7,31505.7,0,-1180,5
32,-4603.12,-4728.12,125,0,1
88,25104.5,25104.5,0,0,3
21,35390.5,35390.5,0,0,4
210,1948.1,3374.76,-1445.71,19.0476,1
215,5737.21,10418.6,-224.651,18.6047,4
27,148.148,0,0,148.148,1
24,9658.33,0,0,9658.33,1
29,0,0,0,0,4
294,1604.08,4337.76,0,-1105.44,2
66,2427.27,-4184.85,60.6061,6551.52,3
113,2997.35,3124.78,0,-127.434,2
249,3330.12,2199.6,1133.73,16.0643,5
55,15256.4,15256.4,0,0,3
23,4917.39,4917.39,0,0,3
106,14257.5,12048.1,0,2209.43,3
22,-34845.5,-35027.3,181.818,0,3
823,1834.75,4443.38,-1460.51,-1142.28,5
589,-4310.36,-2197.79,-251.783,-227.165,1
22,0,0,0,0,1
878,1356.95,3181.44,-361.845,-1457.18,4
53,7775.47,7775.47,0,0,5
124,16747.6,14146,0,2601.61,5
155,-8326.45,1691.61,-7480.65,-2537.42,5
21,190.476,190.476,0,0,4
44,5177.27,24627.3,-7795.45,-11654.5,2
420,5800,6002.38,-240.476,28.5714,4
31,-17387.1,-17387.1,0,0,4
104,7574.04,6821.15,760.577,-7.69231,5
91,-3962.64,5597.8,-4300,0,2
93,-10489.2,-5658.06,-7217.2,2386.02,2
81,7729.63,13639.5,0,0,2
180,17626.1,11591.7,0,44.4444,3
40,12182.5,202.5,11980,0,5
83,-515.663,-257.831,0,-257.831,1
139,23858.3,24081.3,0,-223.022,4
35,-26665.7,-26665.7,0,0,4
23,521.739,347.826,0,173.913,5
271,-9051.66,2142.07,-8856.46,1195.57,3
73,7878.08,7878.08,0,0,2
117,3109.4,3075.21,34.188,0,5
264,-1802.65,1596.97,0,226.894,4
109,12011,9755.05,6647.71,0,4
89,3207.87,35.9551,3171.91,0,2
28,48617.9,48617.9,0,0,5
121,20471.1,20405,33.0579,33.0579,4
113,1932.74,-7.07965,0,1939.82,2
141,-9973.76,-4284.4,-5717.73,28.3688,1
382,-873.298,1264.14,30.3665,-914.66,1
181,7816.02,9712.71,-1865.75,-30.9392,1
345,-6052.75,-3638.26,-543.188,-1953.33,3
732,-3039.07,273.361,-3774.45,1122.54,3
36,0,0,0,0,4
149,-12693.3,-9534.23,0,53.6913,1
27,13585.2,13585.2,0,0,2
24,333.333,333.333,0,0,2
62,12012.9,12012.9,0,0,2
36,5.55556,5380.56,0,-5375,2
31,-4667.74,7800,-12467.7,0,3
91,-3524.18,87.9121,0,-3612.09,3
56,142.857,142.857,0,0,3
362,9334.25,8645.58,44.1989,-13.2597,3
804,6516.54,5697.76,485.821,287.065,5
306,765.033,3867.32,-2792.48,-294.118,5
41,6734.15,9009.76,0,-2275.61,2
540,3696.85,4959.07,-1269.63,7.40741,3
157,-5521.02,288.535,-2760.51,0,4
24,9404.17,0,483.333,8920.83,5
43,29141.9,29141.9,0,0,5
33,121.212,121.212,0,0,1
34,10370.6,10370.6,0,0,1
118,-1129.66,0,-3241.53,2111.86,1
38,0,0,0,0,5
107,7414.95,3241.12,0,4173.83,4
152,7487.5,6904.61,-5.26316,588.158,4
2451,1773.44,2133.05,46.5932,-424.643,1
61,15786.9,12183.6,0,3603.28,4
26,42676.9,42523.1,0,153.846,5
45,-15175.6,-7820,0,-7355.56,1
91,-5290.11,-1618.68,43.956,-3715.38,2
240,6717.08,3492.92,0,33.3333,3
402,5565.92,5141.04,-1669.65,1619.4,2
136,-9033.09,-9062.5,29.4118,0,2
510,2695.1,2297.45,3.92157,403.137,1
66,0,0,0,0,4
278,812.23,57.554,-20.1439,774.82,4
105,-8917.14,-7405.71,3047.62,0,1
26,0,0,0,0,5
63,9679.37,9679.37,0,0,5
200,18568,18508,20,40,5
133,-5378.2,2777.44,-8155.64,0,1
32,10787.5,250,0,10537.5,1
47,18576.6,18406.4,85.1064,85.1064,4
58,-18470.7,-4570.69,-13969,68.9655,4
74,-23532.4,-12332.4,-11200,0,3
45,0,0,0,0,5
53,14090.6,14090.6,0,0,2
138,6405.8,6064.49,2116.67,1107.97,2
216,5101.85,5083.33,0,18.5185,3
87,13554,8491.95,91.954,4970.11,4
49,7722.45,7583.67,236.735,-97.9592,1
29,35151.7,35317.2,0,0,4
244,-7318.85,-4834.02,-1567.62,-917.213,1
24,0,0,0,0,1
72,15104.2,13533.3,0,1570.83,5
1420,-5607.32,1199.79,-5385.92,-78.3803,3
326,-316.258,3211.04,-2307.67,-1219.63,1
432,4647.45,6047.69,-3905.32,9.25926,5
30,-26873.3,133.333,-27006.7,0,4
142,13084.5,11521.1,1535.21,28.169,5
239,11716.7,7620.08,0,1861.09,3
62,12116.1,12051.6,0,64.5161,3
323,7930.65,10463.2,-256.037,-1006.19,3
112,872.321,3830.36,35.7143,-2993.75,2
972,1107.72,2684.47,-649.28,-434.979,4
182,4599.45,1791.76,0,2785.71,5
31,11987.1,11987.1,0,0,1
50,-3742,-3742,0,0,3
205,7802.44,4576.1,-46.8293,3273.17,2
98,22707.1,19138.8,0,-201.02,3
204,2312.75,5634.31,-3789.22,467.647,3
49,8889.8,-16.3265,81.6327,8824.49,5
76,-5003.95,-2309.21,-2747.37,52.6316,2
294,-1793.2,-3087.41,0,1088.78,2
1625,-286.831,712.123,-707.323,2.95385,1
110,-653.636,-690,0,36.3636,4
128,3746.09,3683.59,0,62.5,2
388,-771.907,-734.794,-24.7423,0,3
37,6800,-937.838,7629.73,108.108,5
134,-2714.18,3054.48,-5768.66,0,2
23,0,0,0,0,4
88,4029.55,4029.55,0,0,2
107,4192.52,0,0,0,1
65,-8233.85,-869.231,0,0,4
42,-1085.71,-11566.7,0,10481,1
47,21019.1,20687.2,331.915,0,5
118,-9951.69,-7129.66,0,-2822.03,3
40,5912.5,17880,0,0,3
48,-16318.8,-16318.8,0,0,1
232,1818.1,1818.1,0,0,2
24,4408.33,4608.33,-200,0,4
36,31191.7,31191.7,0,0,4
34,-22547.1,-22664.7,0,117.647,2
126,-418.254,-437.302,57.1429,-38.0952,1
119,6362.18,9860.5,-5173.11,-2815.13,2
62,-13722.6,1654.84,0,64.5161,1
126,5961.9,4596.83,31.746,1333.33,4
194,2226.29,4177.32,-1992.27,41.2371,4
186,-5501.08,-802.688,-2056.45,-2641.94,3
146,-364.384,-2050,54.7945,1630.82,5
20,37160,37160,0,0,5
139,-4832.37,734.532,-5561.15,-5.7554,3
331,-4157.4,-4004.53,-137.16,1430.51,2
21,-1190.48,-1190.48,0,0,2
55,-3438.18,0,0,-3438.18,4
20,-40,-40,0,0,4
90,-5765.56,-1867.78,88.8889,-3986.67,2
383,3107.31,5357.96,-1011.23,10.4439,3
99,-2496.97,0,-2577.78,80.8081,3
180,2311.67,749.444,468.889,1093.33,1
347,10517.3,11429.7,-1911.24,998.847,5
96,-4909.38,-2893.75,0,-2015.62,2
1379,4367.66,4134.74,-594.851,827.774,4
229,-521.834,3275.11,0,-3796.94,5
23,173.913,173.913,0,0,1
31,13064.5,12935.5,0,129.032,4
55,15874.5,2627.27,13174.5,72.7273,3
240,5647.5,6656.67,0,985.417,4
1091,2445.28,3751.33,-874.61,7.33272,2
111,4762.16,36.036,0,4726.13,5
44,-11109.1,-11109.1,0,0,3
27,8185.19,8037.04,0,148.148,5
363,-1646.01,-1551.52,-1042.7,948.209,3
26,14292.3,14292.3,0,0,5
28,-13975,0,-13803.6,0,1
140,-9140.71,-6770.71,28.5714,-2398.57,1
57,7722.81,70.1754,4301.75,0,1
791,-3447.16,-1769.79,-1908.98,231.606,2
272,8420.59,6638.24,-73.5294,1855.88,3
25,320,160,0,160,5
33,-3436.36,-8612.12,0,5175.76,5
26,-9338.46,3576.92,-184.615,-12730.8,2
996,-2803.11,-515.763,-1663.35,-85.3414,4
37,65313.5,59635.1,0,5678.38,5
25,32792,32792,0,0,5
222,6263.06,7508.11,-2098.65,3009.91,5
76,-36611.8,-30376.3,-6235.53,0,1
28,39814.3,39814.3,0,0,4
47,1848.94,-270.213,0,2119.15,2
53,601.887,9633.96,0,0,3
157,14231.2,11470.7,25.4777,2735.03,1
178,3708.99,7547.19,-2597.19,1448.31,4
24,15650,15483.3,0,166.667,4
230,-1872.17,4527.39,-1645.65,1490,2
219,1648.4,36.5297,18.2648,1593.61,2
23,29082.6,29082.6,0,0,5
337,1964.69,1356.97,11.8694,595.846,4
53,-20209.4,-26220.8,0,6011.32,3
19,-17700,-17700,0,0,1
56,-15257.1,-11528.6,-3728.57,0,5
143,-10544.8,-2950.35,-5434.27,-2160.14,2
1371,1634.87,4286.29,-1531.87,-284.026,3
142,7296.48,3454.93,0,3841.55,5
121,1255.37,3171.07,2007.44,33.0579,3
248,-3521.37,508.065,-2079.84,-19.3548,3
29,-9986.21,-26572.4,0,16586.2,3
74,-1302.7,-572.973,0,-729.73,5
44,-3190.91,-6172.73,-4259.09,7240.91,4
100,-4505,0,-4625,80,1
864,233.912,175,76.5046,536.458,1
27,19955.6,19377.8,577.778,0,5
89,-1087.64,-3528.09,0,2440.45,3
456,-5420.61,-3118.64,-2289.69,8.77193,1
28,50121.4,50121.4,0,0,5
113,193.805,3466.37,-7099.12,3826.55,5
96,9840.62,8189.58,-537.5,2188.54,1
95,4978.95,10004.2,-2197.89,-3463.16,2
31,-21838.7,-11161.3,0,-10677.4,2
125,14425.6,7927.2,-1731.2,3916.8,4
36,6716.67,6716.67,0,0,1
1005,1740.6,2787.66,115.323,-690.05,3
30,12386.7,12386.7,0,0,4
38,3181.58,3181.58,0,0,3
224,-3304.46,-183.929,-3025.89,-94.6429,1
160,2452.5,5363.12,-3317.5,406.875,2
137,6750.36,10666.4,0,-3916.06,2
92,-2503.26,9521.74,-6821.74,0,1
81,618.519,7251.85,-59.2593,-6574.07,2
83,1198.8,1054.22,48.1928,96.3855,2
623,6631.78,7036.28,-1926.81,1420.71,4
48,-36535.4,-15552.1,0,-11010.4,3
34,20241.2,14061.8,0,6179.41,4
217,-9256.22,-2329.03,-7370.51,443.318,2
28,32385.7,-171.429,17114.3,15442.9,5
165,2384.85,2336.36,0,48.4848,2
41,-12690.2,-1307.32,0,292.683,1
34,14820.6,14585.3,0,235.294,4
58,0,0,0,0,5
31,-22603.2,-22603.2,0,0,1
29,12924.1,13089.7,-165.517,0,5
46,7417.39,86.9565,0,7330.43,3
25,17616,320,0,17296,5
66,1831.82,1771.21,0,60.6061,4
173,6022.54,1053.18,-2215.61,7184.97,5
33,0,0,0,0,5
231,6600,9490.91,17.316,-835.931,3
125,-2604,-480,-2861.6,737.6,3
25,8616,8456,0,160,4
65,0,0,0,0,2
95,-3693.68,-4785.26,42.1053,1049.47,1
232,-6321.98,-5765.09,31.0345,-567.241,1
45,19517.8,19517.8,0,0,4
45,16493.3,8911.11,88.8889,7493.33,3
50,-18412,-18412,0,0,2
83,6173.49,6231.33,0,0,5
48,-27525,-3254.17,-16879.2,-7391.67,5
1324,1057.1,2343.43,-858.233,182.251,3
37,24421.6,24313.5,0,108.108,4
76,-3076.32,-3076.32,0,0,2
94,10142.6,9976.6,123.404,42.5532,3
194,8094.85,4098.45,952.577,3043.81,2
288,5569.79,4288.19,27.7778,1253.82,4
44,15761.4,15761.4,0,0,2
23,10704.3,10704.3,0,0,5
245,-2393.06,-2715.92,322.857,0,1
67,0,0,0,0,4
1596,-1100.38,2559.52,-2992.98,232.895,2
108,-19320.4,-1912.04,-12968.5,37.037,1
31,-25.8065,-25.8065,0,0,1
70,5365.71,5365.71,0,0,1
233,1518.88,6974.68,-310.73,1018.45,3
49,-97.9592,0,-97.9592,0,1
50,1924,1844,80,0,5
714,-2942.58,-808.543,-1704.62,-429.412,2
59,5325.42,5325.42,0,0,4
207,4518.84,4468.6,54.1063,19.3237,2
67,-425.373,-485.075,0,59.7015,4
55,218.182,145.455,72.7273,0,3
48,-264.583,-264.583,0,0,3
55,23189.1,25083.6,-1894.55,0,4
96,-8645.83,-3742.71,83.3333,0,1
86,4201.16,6658.14,46.5116,-2503.49,3
19,-60200,-40068.4,-20131.6,0,1
28,13557.1,13557.1,0,0,5
348,-4295.4,389.08,-3320.4,11.4943,1
45,30095.6,25426.7,0,4668.89,5
66,7593.94,7593.94,0,0,4
53,1662.26,7011.32,0,-5349.06,2
109,6717.43,7270.64,0,-553.211,1
653,-7339.66,-493.262,-5267.08,-434.303,5
263,-1324.71,2141.83,-5298.1,1849.81,1
145,-7379.31,-2684.14,-4628.97,-66.2069,3
77,-1450.65,4929.87,51.9481,-6432.47,3
100,-456,2911,-4369,1002,2
61,5719.67,5798.36,-78.6885,0,5
436,3724.08,5291.74,-1682.34,-710.321,1
52,6473.08,6396.15,76.9231,0,5
187,9284.49,11046,42.7807,-1778.61,3
42,-7652.38,190.476,0,95.2381,1
103,-9039.81,-2437.86,-6555.34,-46.6019,2
110,-24360.9,-27218.2,-389.091,3246.36,1
121,-13220.7,-7857.85,-4623.14,-739.669,1
642,-2573.83,1761.84,-3663.24,592.523,2
427,-478.22,4154.1,-4587.12,-45.1991,1
510,4722.94,4287.45,15.6863,419.804,4
78,-2274.36,206.41,0,-2532.05,1
411,-5605.11,-1593.92,-1203.65,790.754,2
185,-3224.32,-3514.05,-208.649,498.378,4
89,-307.865,5720.22,0,-6028.09,5
159,-666.667,4950.94,-5743.4,125.786,2
40,-20,-20,0,0,2
277,-180.144,5568.95,-3542.6,-2206.5,4
23,-32187,-32187,0,0,2
29,137.931,137.931,0,0,3
100,-4795,-8,0,0,2
63,16123.8,6152.38,1414.29,0,3
273,-3599.27,-1368.86,-2.9304,1279.49,3
33,7693.94,7572.73,0,121.212,3
36,21461.1,21350,111.111,0,5
363,-1646.01,-1551.52,-1042.7,948.209,3
270,-2829.63,-878.519,-1951.11,0,4
223,-12189.2,-7397.76,-1697.31,71.7489,4
365,-346.301,264.932,-1074.25,463.014,4
26,14446.2,14446.2,0,0,4
1142,1156.83,3089.4,-181.436,-620.841,5
404,1235.4,2159.65,-878.465,-45.7921,2
3,0,0,0,0,3
31,-12203.2,4032.26,0,-16235.5,5
21,-495.238,190.476,0,-685.714,4
201,1473.63,4616.42,721.393,-4266.17,5
157,-14959.2,-13875.2,-2436.31,1382.8,3
294,793.878,3732.65,-2993.2,54.4218,4
127,2743.31,2711.81,31.4961,0,4
176,-3291.48,2389.2,-240.909,0,2
63,-5623.81,-5547.62,0,0,3
298,-2429.19,-781.544,40.2685,-1687.92,2
42,19838.1,12252.4,0,7585.71,3
450,10078.9,9597.56,-394.444,1939.56,5
40,0,0,0,0,4
23,0,0,0,0,1
93,-2274.19,7567.74,-4073.12,-5768.82,2
127,9922.83,14423.6,-3425.2,-1075.59,4
25,17616,17456,0,160,5
31,-10271,470.968,0,-10741.9,3
27,37485.2,13763,0,3755.56,5
25,14804,14804,0,0,4
22,49163.6,9795.45,0,39368.2,5
116,3056.03,7505.17,-6494.83,2045.69,3
42,5207.14,5207.14,0,0,1
194,-5647.42,4740.72,322.68,-3308.25,1
826,5229.3,6256.9,-973.123,-54.4794,4
269,9436.8,9685.5,-2.97398,1551.67,4
98,-2346.94,1515.31,-3903.06,40.8163,1
105,-10697.1,3693.33,-3680.95,-6150.48,1
54,-12518.5,74.0741,-12503.7,-88.8889,3
48,-1087.5,7825,-8052.08,-860.417,2
50,-13504,0,-13504,0,5
150,668.667,5063.33,-4421.33,26.6667,2
86,-3986.05,-4079.07,93.0233,0,2
27,13666.7,4637.04,0,9029.63,5
29,6489.66,13551.7,-7062.07,0,5
179,3913.41,2023.46,-1986.03,1855.31,3
92,34.7826,-8.69565,43.4783,0,2
54,5772.22,5624.07,148.148,0,5
75,-11412,-10.6667,-5125.33,106.667,1
34,-6397.06,-6397.06,0,0,4
25,-38840,-38840,0,0,1
640,2854.06,2478.28,-2.5,378.281,4
474,7104.01,7416.24,-11.8143,0,5
37,10151.4,10151.4,0,0,2
38,-2534.21,9721.05,0,-12255.3,4
98,-3855.1,3791.84,-7646.94,0,1
30,12226.7,12386.7,0,-160,3
459,4466.67,6847.93,-1.74292,-2379.52,4
23,-28169.6,-7356.52,0,0,1
116,-11458.6,-8915.52,-2612.07,68.9655,5
99,-1366.67,-4425.25,-3411.11,1024.24,1
207,4518.84,4468.6,54.1063,19.3237,2
28,1703.57,1417.86,142.857,142.857,2
322,-2362.73,3191.61,-2099.38,-1968.32,3
239,2635.15,3995.82,-1377.41,16.7364,3
110,2039.09,-402.727,3169.09,-683.636,3
45,9728.89,9728.89,0,0,5
218,11013.8,8609.17,421.101,1983.49,5
50,-14542,-96,-7826,-6620,1
42,17738.1,17738.1,0,0,1
55,-7361.82,-7361.82,0,0,2
359,3381.89,3395.26,-13.3705,0,1
40,9397.5,19060,-9662.5,0,5
64,6668.75,13125,-12596.9,6140.62,3
45,13544.4,9680,88.8889,3775.56,5
26,-25969.2,0,-25969.2,0,3
160,-5548.12,-1269.38,-2323.12,-1955.62,1
29,275.862,275.862,0,0,1
31,7748.39,32683.9,-24935.5,0,2
37,20527,20418.9,108.108,0,5
31,31600,14209.7,0,0,4
99,-6889.9,-2937.37,-3904.04,-48.4848,2
165,6384.85,6476.97,-87.2727,-4.84848,2
43,-8988.37,0,-8988.37,0,1
506,-5055.73,-4447.04,-1007.91,399.209,3
43,11762.8,11762.8,0,0,3
56,-3026.79,7958.93,-14467.9,71.4286,4
65,-23013.8,0,-12421.5,-3227.69,2
61,-46973.8,-32383.6,-14590.2,0,2
26,4038.46,3730.77,307.692,0,4
58,-2506.9,4018.97,-6594.83,68.9655,1
239,-6434.73,-3984.94,-1600.42,-849.372,1
23,17452.2,0,0,17452.2,5
718,4509.33,4435.24,279.666,-720.474,5
282,-1342.2,-3931.21,14.1844,2574.82,3
369,-641.734,2882.38,-2554.47,-969.648,3
144,-4439.58,-4367.36,27.7778,-66.6667,1
250,1848.4,8646.4,-819.2,-2149.2,4
31,0,0,0,0,4
60,2543.33,2476.67,0,66.6667,2
55,15874.5,2627.27,13174.5,72.7273,3
64,26581.2,21603.1,0,4978.12,5
108,-17.5926,8037.96,-3623.15,0,1
450,3735.33,6463.56,-1700,35.5556,4
20,400,400,0,0,4
24,166.667,0,0,166.667,4
380,-5721.84,-2908.16,-1294.47,-259.474,2
26,3230.77,3230.77,0,0,3
100,-3350,-3430,40,40,3
41,-22453.7,-22453.7,0,0,4
144,7830.56,9881.25,27.7778,-2045.14,5
176,1618.18,5830.68,-4280.68,68.1818,2
175,7638.86,11562.3,-3992,68.5714,3
131,665.649,677.863,-42.7481,30.5344,4
64,45206.2,40096.9,0,5109.38,5
239,6761.92,7940.59,0,-1178.66,2
253,-3600.4,1707.91,-3781.03,364.822,1
29,-7413.79,-437.931,-165.517,-6810.34,1
127,-1403.94,-1403.94,0,0,2
798,3967.04,4646.87,-296.366,-43.2331,5
79,40978.5,37892.4,0,3086.08,5
118,-9951.69,-7129.66,0,-2822.03,3
31,11890.3,11761.3,129.032,0,4
54,-2579.63,-2801.85,222.222,0,2
977,7886.18,7942.68,-1424.56,1858.03,4
36,29330.6,17319.4,0,12011.1,5
67,10537.3,7341.79,59.7015,3135.82,5
34,11558.8,11558.8,0,0,4
61,-29852.5,-26614.8,0,-3237.7,1
47,18566,18770.2,0,-102.128,2
121,-18421.5,0,-9128.1,-5337.19,1
821,845.676,4416.69,-1977.1,-1593.91,2
305,-6634.1,-2697.38,-4321.97,385.246,5
98,6975.51,11593.9,-7846.94,3228.57,3
111,-2656.76,4235.14,-6891.89,0,1
49,2548.98,2467.35,0,81.6327,3
56,-7383.93,-3564.29,0,-3819.64,5
113,-20689.4,-16047.8,35.3982,-4676.99,1
112,-8997.32,1578.57,-6373.21,71.4286,3
535,-2064.67,-928.037,-868.972,-1.49533,2
50,-18412,-18412,0,0,2
75,3308,2032,0,1276,2
411,-3686.62,1594.89,-2801.46,-138.929,1
72,3811.11,4469.44,0,-658.333,3
23,173.913,173.913,0,0,4
62,-10412.9,-10412.9,0,0,5
21,5566.67,5566.67,0,0,2
183,7579.23,6404.92,1982.51,-808.197,4
67,-3422.39,-2276.12,-71.6418,-1074.63,3
99,-5284.85,13890.9,-3904.04,-10436.4,4
89,6206.74,6161.8,0,44.9438,3
82,-2936.59,5957.32,0,-8893.9,3
480,959.583,2668.75,-1742.5,33.3333,5
26,15015.4,4003.85,10857.7,153.846,4
22,0,0,0,0,5
120,709.167,642.5,0,66.6667,5
157,8361.15,11445.9,-61.1465,25.4777,4
25,40256,40096,160,0,1
1265,4998.97,6136.68,-973.992,-118.103,4
956,2365.59,2212.03,-779.393,932.95,3
620,-3785,-159.355,-4007.58,82.9032,2
141,-192.908,-215.603,-34.0426,56.7376,1
271,-3163.84,277.86,-3441.7,0,1
70,-11037.1,1322.86,-5521.43,0,3
1784,-2810.37,830.549,-2715.02,-761.939,2
44,16154.5,16063.6,0,90.9091,4
231,10751.5,10716.9,34.632,0,4
215,6637.21,5305.12,1313.49,18.6047,4
89,1195.51,5538.2,-4342.7,0,4
519,2949.33,3497.3,-594.22,46.2428,5
35,-8237.14,5440,0,0,4
43,40732.6,40732.6,0,0,5
69,-2869.57,-81.1594,4149.28,0,1
209,-7053.11,-768.421,-1680.86,0,2
35,114.286,0,0,114.286,3
35,26785.7,26671.4,0,114.286,5
89,3698.88,3564.04,44.9438,89.8876,5
29,-12482.8,-12482.8,0,0,5
28,-37050,-23989.3,0,-13060.7,1
31,1567.74,12245.2,0,-10677.4,3
101,-16450.5,-4900,-6810.89,0,1
81,187.654,148.148,-9.87654,49.3827,3
1083,6514.77,6901.66,-726.685,781.81,4
374,3770.59,5020.05,-1236.63,-12.8342,1
59,3857.63,12323.7,-8533.9,67.7966,5
34,-24020.6,-9941.18,0,0,2
24,166.667,0,0,166.667,4
204,-793.627,-716.667,-964.706,-1754.9,2
217,-2169.59,3834.1,-4445.16,0,2
24,-14829.2,-14829.2,0,0,3
172,6374.42,7903.49,-2247.09,718.023,5
44,-11900,-11990.9,0,90.9091,5
181,-360.773,2566.85,-2927.62,0,2
1384,-741.185,3060.98,-346.026,-1891.47,3
109,-14458.7,-4560.55,2127.52,-3242.2,1
192,-5790.1,-2798.44,0,-2991.67,2
555,-2731.53,-404.685,-456.757,-1116.4,2
94,-4328.72,-8112.77,0,3784.04,2
105,-4276.19,3370.48,-4513.33,-3133.33,3
21,-15442.9,0,-15442.9,0,1
37,-9610.81,-9610.81,0,0,3
117,8298.29,11110.3,0,-2811.97,3
107,3006.54,3392.52,0,-385.981,4
27,0,0,0,0,1
294,-9479.25,-2576.53,-7729.25,826.531,2
235,15541.3,12773.2,51.0638,422.979,5
55,6169.09,12483.6,-6387.27,72.7273,3
144,-28195.1,-4861.81,-23388.9,55.5556,1
71,-2681.69,270.423,-2940.85,56.338,4
28,-18814.3,3457.14,-22557.1,285.714,5
344,-8264.53,-4669.48,-1111.92,-2483.14,3
38,-8023.68,5226.32,-13250,0,4
193,-1366.32,625.389,0,-1991.71,2
110,-3071.82,2108.18,-1894.55,-3285.45,1
25,-14528,-668,-13860,0,1
334,-4198.2,-4572.75,11.976,362.575,4
172,5269.77,4046.51,23.2558,1200,5
23,39052.2,39052.2,0,0,5
91,13270.3,6081.32,7189.01,0,3
1311,511.06,3085.13,-2166.9,-214.493,4
24,21050,21050,0,0,5
22,39095.5,39095.5,0,0,5
84,3498.81,3451.19,0,0,1
268,3512.31,1545.9,-1412.31,1367.16,4
59,-21874.6,4030.51,-17859.3,67.7966,1
80,-13828.8,-3393.75,-6347.5,-4087.5,1
409,-3636.67,-1000.73,729.34,145.966,1
35,2605.71,-7542.86,0,10148.6,3
