@relation Review_sentiment


@attribute token_number numeric
@attribute normalized_overall_sentiment numeric
@attribute normalized_adjective_sentiment numeric
@attribute normalized_noun_sentiment numeric
@attribute normalized_verb_sentiment numeric
@attribute binary_judgement {good, bad}
@data
76,-1756.58,0,52.6316,4489.47,bad
73,16912.3,16912.3,0,0,good
41,3702.44,15378,0,0,bad
37,-16700,-7681.08,-9127.03,108.108,bad
23,-29413,-29413,0,0,good
30,11510,11510,0,0,bad
20,37665,25935,11730,0,good
165,9138.18,8211.52,24.2424,536.364,good
116,11599.1,15347.4,-3748.28,0,good
32,3215.62,3090.62,0,125,good
141,3484.4,3456.03,28.3688,0,bad
49,9210.2,9046.94,163.265,0,good
25,924,20264,0,-192,bad
30,-11176.7,0,0,-11176.7,bad
38,22200,31507.9,0,-9307.89,good
30,243.333,243.333,0,0,bad
201,2978.11,942.786,-666.667,19.9005,bad
63,12649.2,12649.2,0,0,bad
45,-106.667,0,0,-106.667,bad
278,1796.4,2696.04,-1678.06,778.417,bad
50,14068,14068,0,0,good
31,3858.06,106.452,0,19193.5,bad
46,-3250,10619.6,0,-13869.6,bad
55,-1245.45,5709.09,-6954.55,0,bad
25,14996,14996,0,0,good
22,46236.4,46236.4,0,0,good
25,34540,34540,0,0,good
71,6722.54,12116.9,0,1347.89,bad
56,-2453.57,3492.86,0,-5946.43,bad
32,3031.25,2906.25,0,125,good
166,5478.31,3786.75,-291.566,1983.13,bad
28,-750,-892.857,0,142.857,bad
28,27117.9,26975,142.857,0,good
297,3393.94,3071.72,0,322.222,bad
69,-14894.2,-949.275,-69.5652,0,bad
78,-13335.9,-9006.41,-4329.49,0,bad
22,0,0,0,0,bad
37,-7464.86,-7681.08,108.108,108.108,bad
59,31652.5,31652.5,0,0,good
30,7880,7880,0,0,good
316,4256.01,3152.53,-613.924,1717.41,bad
23,-11095.7,9717.39,0,0,bad
32,-10918.8,3534.38,-14578.1,125,bad
23,32313,32313,0,0,good
52,6096.15,6019.23,0,76.9231,good
68,0,0,0,0,bad
56,-5730.36,144.643,0,-5875,good
27,296.296,148.148,148.148,0,good
101,0,0,0,0,bad
63,7285.71,7285.71,0,0,bad
27,0,0,0,0,good
22,11190.9,11190.9,0,0,good
36,26052.8,16469.4,0,9583.33,good
28,-17546.4,0,-17546.4,0,bad
305,-4011.8,1758.03,-2249.18,-3520.66,bad
56,-260.714,-260.714,0,0,bad
84,-26490.5,-11675,-9259.52,142.857,bad
42,21164.3,23526.2,0,-2361.9,good
85,8889.41,8842.35,0,47.0588,bad
23,526.087,526.087,0,0,good
17,28188.2,0,28188.2,0,good
22,-19759.1,-19759.1,0,0,bad
43,-16076.7,-7088.37,-8988.37,0,good
107,6596.26,4689.72,0,1906.54,bad
24,15650,15650,0,0,bad
43,-8911.63,76.7442,-8988.37,0,good
82,725.61,4793.9,0,-4009.76,bad
120,-1560.83,1496.67,-3057.5,0,good
50,-11400,2104,-13504,0,bad
27,35403.7,17655.6,17748.1,0,good
96,10858.3,8618.75,0,2239.58,good
96,-5988.54,-1043.75,0,41.6667,bad
79,-207.595,2816.46,101.266,2934.18,good
26,-11965.4,-11965.4,0,0,bad
33,724.242,25275.8,-24551.5,0,good
158,5268.99,1096.84,2684.81,1517.72,good
68,5482.35,16198.5,-10716.2,0,good
49,-5800,-5800,0,0,bad
73,-2005.48,-2060.27,54.7945,0,good
46,-602.174,10515.2,0,-710.87,bad
281,-4860.85,-3493.95,-1378.29,11.3879,bad
30,7413.33,16886.7,0,-9473.33,bad
24,-34720.8,-34720.8,0,0,bad
340,-1883.82,1961.76,-2901.47,-944.118,bad
87,17123,22579.3,45.977,0,good
677,-6387.59,2180.95,-3609.75,-2938.55,bad
83,-18113.3,-11763.9,-581.928,0,bad
36,-22133.3,-22133.3,0,0,bad
56,12635.7,6569.64,0,6066.07,bad
26,3453.85,3638.46,-184.615,0,bad
22,10045.5,10045.5,0,0,bad
80,9310,6037.5,50,3222.5,bad
49,20757.1,12065.3,0,8691.84,good
78,-3429.49,-3429.49,0,0,good
25,27156,27156,0,0,bad
43,0,0,0,0,bad
23,0,0,0,0,bad
27,14555.6,14555.6,0,0,good
28,31725,14325,17257.1,142.857,good
37,17264.9,17264.9,0,0,bad
306,6330.07,2831.37,-1142.48,4377.12,bad
31,21235.5,261.29,20974.2,0,good
56,-4848.21,-4848.21,0,0,bad
47,22387.2,22387.2,0,0,bad
27,12711.1,0,0,12711.1,good
65,6644.62,1532.31,5112.31,0,bad
121,19490.1,4780.99,0,14709.1,bad
80,13858.8,13858.8,0,0,bad
27,34418.5,34122.2,296.296,0,good
37,-26286.5,-4089.19,-9129.73,-129.73,bad
24,-14187.5,5758.33,0,0,bad
27,27496.3,27348.1,148.148,0,good
22,0,0,0,0,bad
83,-13507.2,-5603.61,48.1928,-7951.81,good
21,14781,37576.2,0,0,good
34,-258.824,-258.824,0,0,good
27,-10377.8,-10377.8,0,0,bad
28,16146.4,289.286,414.286,15442.9,good
25,16456,16456,0,0,bad
57,23607,19480.7,0,4126.32,bad
29,32531,32393.1,0,137.931,good
66,-5425.76,-5425.76,0,0,bad
51,-6052.94,-6100,62.7451,78.4314,bad
142,-5234.51,3223.24,-1470.42,56.338,good
164,-5542.68,-2638.41,-34.1463,48.7805,bad
49,-10949,0,0,-10949,bad
28,36842.9,17446.4,142.857,0,good
145,-14976.6,-6408.28,-2382.07,0,bad
40,82.5,82.5,0,0,bad
45,-17597.8,-17686.7,0,88.8889,bad
26,0,0,0,0,bad
47,-6557.45,-6642.55,85.1064,0,bad
47,2080.85,2012.77,-102.128,170.213,bad
34,3026.47,2791.18,0,235.294,bad
93,14619.4,13623.7,0,995.699,good
33,-14409.1,-145.455,0,242.424,bad
46,19843.5,15363,0,-7239.13,bad
76,1750,1644.74,0,105.263,bad
254,11083.9,7479.13,1886.61,1702.36,bad
146,6653.42,4179.45,0,2473.97,bad
53,2356.6,2281.13,0,75.4717,bad
33,-14797,-290.909,0,0,bad
26,5361.54,23773.1,0,0,bad
31,2948.39,2819.35,0,129.032,good
24,-11675,-11675,0,0,bad
33,-7600,245.455,0,6660.61,bad
47,11566,10663.8,0,1004.26,good
40,24380,24380,0,0,bad
35,35025.7,28908.6,0,6117.14,good
18,0,0,0,0,good
23,16156.5,16156.5,0,0,good
93,8224.73,5093.55,0,2481.72,good
50,-24826,-15412,160,0,bad
42,95.2381,95.2381,0,0,good
19,27089.5,27089.5,0,0,good
158,8017.09,4906.96,1887.97,1222.15,good
148,2774.32,2532.43,-2493.92,-906.757,good
97,-4542.27,-4542.27,0,0,bad
62,-30430.6,-10679,-14464.5,-5287.1,bad
243,8493.42,10400.8,49.3827,32.9218,bad
20,63525,63525,0,0,good
86,-8408.14,46.5116,-4494.19,-3904.65,bad
165,5226.67,5255.76,-29.0909,0,good
294,2278.23,-6.12245,437.075,13.6054,bad
25,24536,24536,0,0,good
35,-9802.86,9374.29,-19291.4,114.286,good
39,-6861.54,5310.26,0,102.564,good
24,-2754.17,-2754.17,0,0,bad
59,21528.8,15681.4,0,5847.46,bad
86,2216.28,5401.16,-4124.42,0,good
159,-1163.52,1096.23,-2064.78,-194.969,bad
88,-6730.68,-6953.41,177.273,45.4545,bad
26,-20819.2,0,-184.615,-20634.6,bad
70,14685.7,19077.1,0,2447.14,bad
26,38938.5,19107.7,0,19830.8,bad
47,23072.3,23072.3,0,0,good
32,32481.2,42887.5,0,-10406.2,good
30,12520,12520,0,0,good
21,0,0,0,0,bad
113,5675.22,14383.2,0,-235.398,bad
193,2036.27,3734.72,-4.14508,-1694.3,bad
25,18996,18676,160,160,good
56,4282.14,142.857,0,4139.29,bad
60,13821.7,10025,66.6667,3730,bad
37,-3594.59,5308.11,108.108,0,bad
91,-584.615,-5912.09,0,5327.47,bad
100,-12132,-3776,-405,-7951,bad
45,268.889,180,0,88.8889,bad
64,16860.9,9310.94,7487.5,62.5,good
34,20420.6,14373.5,117.647,5929.41,good
25,56328,39032,0,17296,good
35,3091.43,3091.43,0,0,good
24,-5675,-5675,0,0,good
95,2978.95,6421.05,0,-3442.11,bad
158,520.253,9033.54,-2077.85,-3405.7,bad
106,18161.3,13565.1,4520.75,75.4717,good
32,-3918.75,-3918.75,0,0,bad
131,9496.18,7074.81,4963.36,-2541.98,good
37,435.135,435.135,0,0,bad
120,3125,2985,-2844.17,2984.17,good
26,-9976.92,-10130.8,0,153.846,good
22,25772.7,17090.9,0,0,good
35,3317.14,3454.29,-137.143,0,bad
23,16060.9,16060.9,0,0,bad
159,-9094.97,-9145.28,50.3145,0,bad
76,7602.63,7497.37,52.6316,52.6316,good
100,2323,2291,-8,40,bad
31,17977.4,15722.6,0,2254.84,bad
28,289.286,289.286,0,0,good
28,29842.9,29842.9,0,0,good
37,-6502.7,6435.14,0,0,bad
84,-4364.29,1334.52,0,0,bad
25,-16092,-16092,0,0,good
27,43151.9,25403.7,17748.1,0,good
29,0,0,0,0,bad
20,-23530,405,0,0,bad
89,1432.58,5129.21,0,-3696.63,bad
228,3520.61,5791.23,-1500.88,-769.737,good
38,-284.211,-284.211,0,0,bad
23,0,0,0,0,good
55,-34440,-34440,0,0,bad
58,651.724,6324.14,0,-5672.41,good
62,7858.06,64.5161,7729.03,64.5161,bad
108,-4747.22,5986.11,-1905.56,37.037,bad
20,4845,605,0,200,good
55,3954.55,-1640,5681.82,-87.2727,bad
25,-10892,-11052,0,160,bad
24,133.333,-33.3333,166.667,0,bad
92,-10110.9,-3045.65,86.9565,-7152.17,bad
52,-11326.9,-11326.9,0,0,bad
21,0,0,0,0,good
80,102.5,6096.25,-60,0,good
63,-493.651,5577.78,-6071.43,0,bad
81,2277.78,4637.04,-59.2593,-2300,bad
49,7910.2,7746.94,0,163.265,bad
27,0,0,0,0,good
27,34033.3,26251.9,0,7781.48,good
37,6048.65,108.108,0,5940.54,bad
28,-3214.29,0,-2250,-964.286,bad
52,15419.2,15511.5,-92.3077,0,good
269,602.602,-835.688,14.8699,1423.42,bad
127,8294.49,12411,-4116.54,0,good
21,-8147.62,-8147.62,0,0,bad
107,5524.3,5449.53,37.3832,37.3832,bad
56,27650,23898.2,0,3751.79,good
37,9805.41,9697.3,108.108,0,bad
24,0,0,0,0,good
50,-5430,-5430,0,0,bad
25,15348,15188,160,0,good
23,0,0,0,0,bad
71,7167.61,7167.61,0,0,good
164,2181.71,536.585,24.3902,1620.73,bad
131,13722.1,9606.87,0,0,bad
24,-41858.3,10075,-200,-11841.7,bad
30,0,0,0,0,bad
24,166.667,166.667,0,0,good
28,13271.4,13271.4,0,0,bad
46,86.9565,86.9565,0,0,bad
77,-14849.4,-5531.17,-5019.48,-4298.7,bad
18,-7955.56,-7955.56,0,0,bad
210,-5217.62,-5232.86,38.0952,-22.8571,bad
54,-19990.7,-10177.8,-9812.96,0,bad
26,34907.7,34753.8,153.846,0,good
23,16156.5,16156.5,0,0,good
34,7229.41,7111.76,117.647,0,good
26,16730.8,16730.8,0,0,good
27,0,0,0,0,good
40,0,0,0,0,bad
35,4805.71,14320,0,-9514.29,good
38,9989.47,9989.47,0,0,bad
26,9765.38,9765.38,0,0,good
40,-7105,-7105,0,0,bad
158,-5514.56,-5484.18,0,-30.3797,bad
74,15527,9863.51,-4739.19,0,bad
73,-15123.3,-10435.6,-4687.67,0,good
83,-37.3494,-85.5422,0,48.1928,good
53,25388.7,20524.5,0,4864.15,good
63,-5468.25,-4839.68,0,-628.571,bad
19,72736.8,72315.8,210.526,210.526,good
26,0,0,0,0,bad
51,1649.02,1649.02,0,0,bad
42,-11397.6,0,0,0,bad
31,45209.7,45209.7,0,0,good
24,-32575,-12962.5,0,333.333,bad
119,9573.11,7373.11,0,2200,good
84,-4467.86,38.0952,-4553.57,47.619,bad
47,10025.5,4838.3,0,5187.23,good
28,285.714,285.714,0,0,good
135,6306.67,6188.15,59.2593,59.2593,bad
25,37756,37756,0,0,good
26,-184.615,0,-184.615,0,bad
386,4850.52,4284.72,20.7254,545.078,bad
66,6883.33,5169.7,0,1713.64,good
24,-8304.17,-8304.17,0,0,bad
101,-3296.04,-3335.64,0,39.604,bad
36,-26347.2,-13050,0,0,bad
24,-52383.3,-52183.3,0,-200,bad
23,21773.9,21600,0,173.913,good
76,1815.79,-7644.74,6357.89,3102.63,bad
62,2356.45,6058.06,4019.35,0,bad
31,22332.3,3900,0,18432.3,good
26,-184.615,0,-184.615,0,bad
23,347.826,173.913,0,173.913,good
108,-2712.04,1720.37,0,0,bad
56,2803.57,2803.57,0,0,bad
90,115.556,-2793.33,0,2908.89,bad
31,18600,18600,0,0,good
38,15273.7,14602.6,0,-9050,bad
24,20375,8812.5,11762.5,0,good
43,13730.2,8060.47,0,5669.77,bad
189,-4514.29,-4177.25,63.4921,2132.28,bad
24,-14220.8,0,0,-14220.8,bad
104,3546.15,3507.69,38.4615,0,good
29,11265.5,11265.5,0,0,bad
35,4511.43,19562.9,-15165.7,114.286,good
42,-4971.43,3069.05,-8040.48,0,bad
63,24552.4,24488.9,63.4921,0,good
45,-16871.1,-16871.1,0,0,bad
65,153.846,11390.8,-5946.15,-5290.77,good
74,3162.16,3108.11,54.0541,0,bad
26,-19180.8,153.846,-19334.6,0,bad
65,7618.46,7766.15,-73.8462,-73.8462,bad
36,9594.44,9594.44,0,0,bad
33,0,0,0,0,good
47,-10406.4,-3119.15,-7287.23,0,bad
22,-17954.5,-17954.5,0,0,bad
22,17622.7,17440.9,181.818,0,good
26,-11926.9,-11742.3,0,0,good
23,16156.5,16156.5,0,0,bad
54,-25716.7,-19296.3,0,-6420.37,bad
995,-3454.67,-928.543,-2270.35,-255.779,bad
25,-7712,-7712,0,0,good
31,42935.5,42935.5,0,0,good
57,-32086,-23266.7,-8819.3,0,bad
45,11095.6,-5002.22,16097.8,0,bad
22,-21759.1,0,0,0,bad
329,4741.64,5758.66,-2.43161,-1014.59,good
65,2752.31,5129.23,-7746.15,5369.23,good
387,8448.84,6658.91,-1043.41,2339.79,good
55,529.091,6829.09,-6300,0,bad
30,-25416.7,-25416.7,0,0,bad
24,166.667,166.667,0,0,bad
50,-31002,-21332,-96,0,bad
39,42684.6,37684.6,102.564,0,good
79,4744.3,4744.3,0,0,good
36,-761.111,-761.111,0,0,good
86,15182.6,19181.4,0,-3998.84,good
53,35437.7,35437.7,0,0,good
28,13192.9,13192.9,0,0,bad
51,-7915.69,4503.92,-7578.43,4545.1,good
25,9724,9724,0,0,bad
77,4479.22,10696.1,0,0,bad
47,10853.2,4585.11,7155.32,-887.234,bad
39,-20.5128,-123.077,0,102.564,bad
154,8967.53,6579.87,789.61,1598.05,good
25,-11608,3644,0,3896,bad
45,10495.6,10317.8,0,177.778,bad
127,1889.76,7944.88,-6086.61,31.4961,good
38,-6063.16,15257.9,-21321.1,0,good
25,160,160,0,0,bad
71,-5060.56,-6488.73,56.338,1371.83,good
29,-8775.86,-8913.79,137.931,0,good
141,-2126.95,4583.69,56.7376,22.695,bad
25,-384,-384,0,0,bad
49,19704.1,19704.1,0,0,bad
23,62126.1,64747.8,-2621.74,0,bad
37,-129.73,-129.73,0,0,bad
57,-2528.07,-8540.35,0,6012.28,good
59,0,0,0,0,bad
35,-24951.4,-25065.7,114.286,0,bad
25,0,0,0,0,bad
37,-22313.5,545.946,0,-22859.5,bad
95,6776.84,1130.53,-50.5263,5696.84,bad
86,-5874.42,-3446.51,-2427.91,0,bad
58,-563.793,-5008.62,0,4444.83,bad
24,-20750,9791.67,-30541.7,0,bad
165,-19248.5,-16747.9,-4496.97,1996.36,good
137,8266.42,8069.34,3662.04,29.1971,good
62,19035.5,26756.5,0,0,good
28,-171.429,-171.429,0,0,bad
61,-645.902,10629.5,0,-11275.4,good
25,34912,34912,0,0,good
24,15483.3,15483.3,0,0,good
38,315.789,210.526,0,105.263,bad
55,17054.5,4345.45,8712.73,3996.36,good
31,-4880.65,-4880.65,0,0,bad
61,1640.98,7977.05,-6336.07,0,bad
147,5741.5,4230.61,81.6327,1429.25,good
24,56837.5,36704.2,19966.7,166.667,good
42,3900,3919.05,0,-19.0476,bad
23,7017.39,38300,-16804.3,-14478.3,good
58,68.9655,0,0,68.9655,bad
67,-11501.5,-11501.5,0,0,bad
63,11007.9,5655.56,0,5352.38,bad
22,-22590.9,-22590.9,0,0,bad
58,-1929.31,-1929.31,0,0,good
22,-60977.3,-51190.9,0,-9786.36,bad
143,2533.57,7046.85,-4541.26,0,bad
30,24026.7,12446.7,0,11580,good
42,11704.8,11933.3,0,-228.571,bad
26,-25000,-25153.8,153.846,0,bad
116,-18995.7,-13806,-5148.28,0,bad
43,8641.86,8641.86,0,0,good
33,3669.7,3548.48,0,121.212,bad
34,352.941,0,352.941,0,good
83,18785.5,12290.4,0,0,good
35,-600,-600,0,0,bad
117,22813.7,22793.2,0,102.564,good
32,-10368.8,-25,0,-10343.8,bad
22,9636.36,181.818,0,9454.55,good
50,-21114,80,-22902,1708,bad
73,17939.7,17780.8,158.904,0,bad
102,110.784,118.627,0,-7.84314,bad
61,21067.2,-2613.11,0,23680.3,good
26,0,0,0,0,bad
129,-7147.29,-4500.78,-2677.52,31.0078,bad
58,16667.2,16529.3,68.9655,68.9655,good
37,-33883.8,-20718.9,-13164.9,0,bad
26,16276.9,16276.9,0,0,good
71,11181.7,12787.3,-4757.75,3152.11,bad
29,48893.1,48893.1,0,0,good
91,-3394.51,4118.68,0,-3849.45,good
27,12607.4,12459.3,148.148,0,good
28,-48475,-23910.7,0,-24564.3,good
85,-2476.47,7228.24,-4072.94,0,bad
23,26282.6,26282.6,0,0,good
56,-43228.6,-22473.2,-20669.6,0,bad
54,7274.07,7274.07,0,0,good
26,-54392.3,-40750,-13642.3,0,bad
46,21415.2,7193.48,14134.8,86.9565,good
169,-3250.3,2049.11,-2148.52,-3150.89,bad
64,11723.4,11723.4,0,0,good
101,18085.1,18085.1,0,0,good
43,-12830.2,-12830.2,0,0,bad
193,-522.798,16.5803,20.7254,-560.104,bad
165,-5859.39,-1474.55,-4384.85,0,bad
24,-20212.5,-11512.5,-8700,0,bad
128,-645.313,-835.156,0,189.844,bad
48,-7891.67,-6779.17,-1112.5,0,bad
93,-3679.57,-3722.58,0,43.0108,good
32,16009.4,16159.4,-150,0,good
25,0,0,0,0,bad
52,-7365.38,-7596.15,153.846,76.9231,bad
187,2525.13,4020.86,42.7807,0,bad
50,8342,18878,-10536,0,good
66,-1622.73,5630.3,0,0,bad
35,231.429,231.429,0,0,bad
133,7072.18,7072.18,0,0,bad
29,12131,417.241,0,11713.8,bad
154,18927.3,16005.8,0,2921.43,good
76,-13071.1,-4500,-3830.26,-4411.84,bad
31,-26093.5,-26467.7,374.194,0,good
105,-1007.62,1237.14,0,2314.29,bad
71,7330.99,-3660.56,0,10991.5,good
60,5753.33,5753.33,0,0,bad
25,24856,24536,0,320,bad
147,15437.4,14079.6,-32.6531,1423.13,good
66,14392.4,14392.4,0,0,bad
44,-28393.2,-17513.6,0,0,bad
40,6245,6145,0,100,bad
67,-1826.87,-89.5522,0,-1737.31,good
48,-6718.75,66.6667,-7035.42,250,bad
74,-7313.51,-2090.54,-5222.97,0,bad
38,7555.26,244.737,315.789,6994.74,bad
423,4015.13,4113.95,783.688,249.173,bad
22,-12254.5,5313.64,-17568.2,0,good
151,1385.43,1385.43,0,0,good
27,27018.5,26870.4,148.148,0,good
46,-8256.52,2150,0,0,bad
20,-24770,-835,0,0,bad
145,8339.31,3293.79,55.1724,4990.34,bad
82,18445.1,22506.1,0,-4060.98,bad
575,-218.261,-1234.61,1192.17,-175.826,good
50,5744,-3840,9584,0,bad
50,-20976,-4868,-16108,0,bad
45,0,0,0,0,bad
28,0,0,0,0,bad
75,8085.33,8085.33,0,0,bad
32,250,0,250,0,bad
187,-1713.9,-1735.29,21.3904,0,bad
71,-2015.49,-2071.83,56.338,0,good
27,26111.1,26111.1,0,0,good
49,14665.3,14665.3,0,0,good
23,-19826.1,-19826.1,0,0,good
36,30147.2,20386.1,111.111,9650,good
22,-21795.5,181.818,0,0,bad
95,-697.895,-740,0,42.1053,bad
53,5960.38,5741.51,218.868,0,good
24,-8704.17,-11316.7,10216.7,-7604.17,bad
71,9791.55,14638,0,-4846.48,good
236,-2058.9,1325.42,-3791.53,0,bad
25,27128,9832,0,17296,good
37,0,0,0,0,good
28,285.714,0,0,285.714,bad
36,13788.9,13922.2,-133.333,0,good
19,0,0,0,0,bad
48,83.3333,0,0,83.3333,bad
195,-1236.92,-968.205,20.5128,-289.231,bad
107,-13898.1,-4477.57,29.9065,-4976.64,bad
216,-7319.91,-3689.35,18.5185,-3649.07,good
266,-3033.46,-4619.92,1586.47,0,bad
23,-54056.5,-54056.5,0,0,bad
38,-6884.21,3181.58,-10171.1,105.263,good
45,7995.56,8013.33,88.8889,-106.667,bad
92,16434.8,20181.5,0,-3746.74,good
27,16800,4629.63,12170.4,0,bad
24,-600,13275,0,-13875,good
31,-24758.1,-20329,0,11012.9,bad
29,13013.8,12875.9,0,137.931,good
119,-13890.8,-11092.4,0,-2798.32,good
29,26844.8,26844.8,0,0,good
75,-13222.7,-13276,0,53.3333,bad
63,6365.08,6365.08,0,0,bad
101,7126.73,7087.13,0,39.604,bad
53,4266.04,13298.1,0,0,bad
30,-3926.67,-3926.67,0,0,good
47,-36268.1,-28895.7,-7372.34,0,bad
22,4040.91,368.182,0,0,good
311,2783.28,3026.05,2116.4,-1077.17,bad
87,-11341.4,-12737.9,0,1396.55,good
36,0,0,0,0,bad
55,-8883.64,-8956.36,0,72.7273,bad
29,58048.3,39458.6,0,0,good
87,83.908,83.908,0,0,good
21,17390.5,190.476,0,17200,good
32,15787.5,15662.5,125,0,good
26,-36330.8,-25553.8,153.846,-10930.8,bad
75,11060,6554.67,4505.33,0,bad
213,6314.55,5876.06,37.5587,400.939,bad
26,17715.4,17715.4,0,0,bad
27,-18407.4,-18407.4,0,0,bad
55,8294.55,0,-87.2727,8469.09,bad
24,0,0,0,0,bad
57,7105.26,7035.09,0,70.1754,good
26,24569.2,24569.2,0,0,good
106,5739.62,4816.98,0,922.642,good
150,-1786,-1702,0,-84,bad
21,0,0,0,0,good
116,-3392.24,-6643.1,100,3150.86,bad
28,142.857,142.857,0,0,bad
57,1061.4,1061.4,0,0,bad
265,917.358,673.962,261.509,-18.1132,bad
150,-4980,-4126.67,-821.333,-32,bad
25,44916,44916,0,0,good
118,-3664.41,1555.93,-1197.46,33.8983,bad
25,-25700,-25860,160,0,bad
27,18092.6,18092.6,0,0,bad
23,1852.17,16330.4,0,-14478.3,good
48,539.583,-1089.58,1545.83,83.3333,bad
127,9303.94,5499.21,3804.72,0,bad
77,-3835.06,-5181.82,103.896,1242.86,bad
22,21036.4,22781.8,0,-1745.45,good
27,30155.6,44277.8,0,3607.41,good
34,-7750,-7750,0,0,good
24,27491.7,27325,166.667,0,bad
29,-11931,-11931,0,0,bad
33,21669.7,21669.7,0,0,good
24,-22187.5,0,0,-22187.5,bad
80,-16378.8,-16318.8,0,-60,bad
63,733.333,669.841,0,0,bad
94,-15223.4,-10079.8,0,-51.0638,bad
34,-5647.06,-5988.24,341.176,0,good
123,-7116.26,-1862.6,-3142.28,1780.49,bad
121,-2248.76,3071.07,99.1736,-5419.01,good
26,-2180.77,-2180.77,0,0,bad
28,0,0,0,0,good
24,500,166.667,166.667,166.667,good
29,37455.2,30420.7,0,7034.48,good
111,-12181.1,-4905.41,72.0721,-3035.14,bad
34,982.353,15061.8,0,0,bad
54,-26742.6,-26816.7,0,74.0741,bad
105,17246.7,13090.5,0,4156.19,good
153,10296.1,8584.97,26.1438,1684.97,good
104,4639.42,2281.73,2357.69,0,bad
23,5395.65,22200,-16804.3,0,bad
35,22974.3,26542.9,0,-3568.57,good
36,2719.44,2719.44,0,0,good
56,-3641.07,-5380.36,0,1739.29,good
60,-3786.67,4231.67,133.333,-8151.67,bad
29,-910.345,413.793,0,-1324.14,good
35,10531.4,10554.3,114.286,-137.143,bad
37,108.108,0,0,108.108,bad
45,-12744.4,-5282.22,-106.667,-7355.56,bad
526,-6729.85,-4068.63,-921.483,-1012.36,bad
150,176,26.6667,2342.67,-2193.33,bad
25,160,0,0,160,bad
65,-5732.31,-5793.85,0,61.5385,bad
41,11958.5,11958.5,0,0,good
24,14462.5,14495.8,-200,166.667,bad
28,19539.3,0,0,285.714,bad
40,9590,9290,100,200,bad
82,-2559.76,1634.15,0,-4193.9,good
30,11273.3,24156.7,-12883.3,0,good
32,10656.2,25490.6,0,125,bad
23,15947.8,15947.8,0,0,good
46,4789.13,4789.13,0,0,bad
125,10689.6,3789.6,0,10729.6,bad
31,26832.3,15625.8,0,11206.5,good
22,33750,33568.2,0,181.818,good
267,3782.4,3936.33,-150.936,-2.99625,bad
31,11987.1,11987.1,0,0,bad
48,27545.8,18089.6,0,9456.25,good
35,-9342.86,0,114.286,-9457.14,bad
37,9378.38,18378.4,0,-9000,good
26,14292.3,14292.3,0,0,bad
166,-174.096,3430.12,-2328.31,-1246.99,good
49,-9687.76,81.6327,0,0,bad
47,22531.9,22446.8,85.1064,0,good
27,27970.4,27822.2,0,0,bad
66,9568.18,9507.58,0,60.6061,good
28,-5260.71,-5403.57,142.857,0,bad
19,-41663.2,-16468.4,0,0,bad
81,17464.2,11548.1,5916.05,0,good
38,-19050,-10286.8,0,-8763.16,bad
110,-2078.18,2003.64,-7898.18,3816.36,good
55,16316.4,16243.6,72.7273,0,bad
147,4741.5,-1797.28,-93.8776,2965.31,bad
41,-22917.1,-18912.2,0,7670.73,bad
38,9884.21,9778.95,105.263,0,bad
28,-38764.3,-12710.7,-26053.6,0,bad
72,6104.17,6104.17,0,0,good
178,-1958.43,-1958.43,0,0,good
20,29435,29235,0,200,good
24,-32108.3,-32108.3,0,0,good
49,81.6327,0,81.6327,0,bad
25,14104,14104,0,0,good
46,247.826,352.174,0,-104.348,good
58,18982.8,1672.41,68.9655,17241.4,bad
127,-4774.8,-1037.01,31.4961,0,good
40,2372.5,2372.5,0,0,bad
40,18457.5,18625,0,-167.5,good
25,0,0,0,0,bad
26,984.615,984.615,0,0,good
34,-2788.24,-2905.88,117.647,0,bad
64,3217.19,3292.19,0,-75,good
119,3115.97,3122.69,33.6134,0,bad
159,-4966.67,-2284.28,-5493.71,2811.32,bad
153,-3435.95,1439.22,-2667.32,-2207.84,bad
27,-2607.41,-1459.26,0,-1148.15,bad
30,24540,24540,0,0,good
90,-1194.44,4307.78,-5546.67,44.4444,bad
28,12185.7,12185.7,0,0,good
141,3663.12,7035.46,0,22.695,good
41,-146.341,-146.341,0,0,good
480,672.292,3078.54,515.625,-2921.87,bad
96,-1487.5,-4072.92,0,2585.42,bad
39,2551.28,11164.1,102.564,-8715.38,good
59,14457.6,8562.71,5827.12,67.7966,bad
95,-1997.89,-1997.89,0,0,bad
40,-30810,-18842.5,0,0,bad
98,-17629.6,-14159.2,-3552.04,81.6327,bad
28,21760.7,21617.9,142.857,0,good
25,8532,8532,0,0,bad
32,0,0,0,0,bad
39,-6858.97,-6961.54,102.564,0,bad
182,14797.3,10517.6,0,1295.6,good
51,11600,11521.6,78.4314,0,good
24,24958.3,14216.7,0,10741.7,bad
70,3288.57,3288.57,0,0,good
116,5693.97,5693.97,0,0,bad
21,-22795.2,0,0,0,bad
156,425.641,456.41,0,-30.7692,bad
23,-20639.1,173.913,0,0,bad
25,4524,4524,0,0,bad
24,31637.5,31470.8,0,166.667,good
67,-3400,1744.78,2862.69,-8007.46,bad
138,5873.19,5194.93,-2485.51,3163.77,bad
42,-9066.67,2445.24,0,-114.286,bad
33,27963.6,11506.1,121.212,0,bad
28,-40417.9,-28596.4,0,-11821.4,bad
59,8586.44,8586.44,0,0,good
28,3150,3150,0,0,bad
369,916.531,916.531,0,0,good
17,21858.8,21858.8,0,0,good
