@relation Review_sentiment


@attribute token_number numeric
@attribute normalized_overall_sentiment numeric
@attribute normalized_adjective_sentiment numeric
@attribute normalized_noun_sentiment numeric
@attribute normalized_verb_sentiment numeric
@attribute binary_judgement {good, bad}
@data
34,0,0,0,0,good
33,-8106.06,-8106.06,0,0,bad
25,47508,44664,2844,0,good
46,-10773.9,-367.391,0,0,bad
37,-3564.86,10043.2,-13608.1,0,bad
28,32578.6,32578.6,0,0,good
43,1679.07,1586.05,0,93.0233,good
24,-11841.7,-11841.7,0,0,bad
30,-5440,-5573.33,133.333,0,good
20,0,0,0,0,bad
35,-8528.57,-7642.86,0,-885.714,good
121,2130.58,4859.5,66.1157,-2795.04,bad
24,21020.8,21020.8,0,0,bad
30,-19633.3,-19633.3,0,0,bad
98,-7325.51,1006.12,0,-3446.94,good
18,0,0,0,0,good
19,13463.2,210.526,210.526,13042.1,good
28,575,575,0,0,bad
52,23384.6,23476.9,0,-92.3077,bad
119,-21893.3,-4580.67,-8369.75,-8942.86,bad
94,-6995.74,-8018.09,0,0,bad
27,12874.1,12874.1,0,0,bad
90,-13317.8,-9657.78,44.4444,0,bad
24,4879.17,166.667,0,4712.5,good
42,14169,14169,0,0,bad
31,2819.35,2819.35,0,0,bad
67,-17337.3,-17397,59.7015,0,bad
162,-9814.2,4797.53,-8250,-451.852,bad
33,-7424.24,-7896.97,472.727,0,good
62,5412.9,-77.4194,64.5161,5425.81,bad
66,1269.7,7089.39,-5118.18,6551.52,bad
38,-10357.9,2134.21,105.263,0,bad
81,18993.8,14890.1,-59.2593,4162.96,bad
25,-10704,-10704,0,0,good
30,28330,3163.33,0,25166.7,good
34,1502.94,1502.94,0,0,good
87,-11877,-11877,0,0,bad
82,5015.85,14914.6,0,-4060.98,good
22,19131.8,40890.9,0,0,bad
21,-6671.43,-16676.2,0,10004.8,good
167,-4762.28,-1577.84,-1226.35,-1958.08,bad
73,-5226.03,11411,0,-3521.92,bad
36,-2494.44,-2605.56,111.111,0,bad
29,47693.1,47693.1,0,0,good
111,-634.234,2327.93,0,-2962.16,good
23,17434.8,17260.9,0,173.913,good
20,1410,1410,0,0,good
35,-7285.71,2540,0,-9825.71,bad
20,-30780,-30780,0,0,bad
29,17562.1,17562.1,0,0,good
21,-36504.8,-36504.8,0,0,bad
23,36187,36187,0,0,bad
114,3571.05,6210.53,0,-2639.47,good
25,-3256,-3256,0,0,good
96,7680.21,1527.08,6111.46,41.6667,bad
32,362.5,0,362.5,0,bad
71,-13674.6,-4407.04,56.338,-9380.28,good
40,-11967.5,0,0,0,bad
39,21130.8,9528.21,0,11602.6,good
29,-22910.3,0,0,-11413.8,bad
26,27415.4,27415.4,0,0,good
70,2012.86,5308.57,-6607.14,3311.43,bad
22,-4600,17159.1,0,0,bad
31,129.032,129.032,0,0,bad
85,6069.41,4640,0,1429.41,good
98,2393.88,3130.61,40.8163,4107.14,bad
86,-4363.95,1109.3,46.5116,46.5116,bad
22,-218.182,0,0,-218.182,bad
41,9356.1,9258.54,97.561,0,bad
19,58394.7,58394.7,0,0,good
37,-18624.3,7143.24,0,108.108,bad
84,0,0,0,0,bad
34,10929.4,10929.4,0,0,good
37,31151.4,31043.2,0,108.108,good
34,10929.4,10929.4,0,0,good
27,31051.9,31051.9,0,0,bad
26,22915.4,22761.5,153.846,0,bad
20,-13815,-13815,0,0,bad
95,1029.47,1037.89,42.1053,0,bad
77,261.039,157.143,103.896,0,bad
26,-18596.2,0,0,-184.615,bad
88,-12798.9,-5500,0,-3510.23,good
53,-8918.87,-8918.87,0,0,bad
25,-3940,15188,19168,0,bad
20,24565,405,23960,200,good
23,-15252.2,-15252.2,0,0,bad
51,36949,28470.6,0,8478.43,good
53,14098.1,14022.6,75.4717,0,good
107,-8553.27,-8590.65,37.3832,0,bad
36,-7094.44,-7094.44,0,0,good
27,0,0,0,0,good
23,-34434.8,-34434.8,0,0,bad
27,-17729.6,0,0,0,bad
32,14271.9,3653.12,10618.8,0,good
58,9420.69,9420.69,0,0,bad
73,-790.411,-824.658,-5026.03,0,bad
178,2037.64,7371.35,22.4719,22.4719,bad
42,-1478.57,-1478.57,0,0,bad
67,17216.4,20370.1,59.7015,-3213.43,bad
46,-5850,-5850,0,0,good
48,12010.4,23187.5,0,-11177.1,good
46,-8858.7,-8945.65,86.9565,0,good
86,4541.86,-3065.12,7606.98,0,good
26,-16742.3,1669.23,0,0,bad
32,-39862.5,-23703.1,0,-1200,good
34,-3173.53,-3173.53,0,0,bad
45,-4093.33,3828.89,0,-7922.22,bad
26,13123.1,13123.1,0,0,good
52,23182.7,19355.8,76.9231,76.9231,good
37,16110.8,3159.46,12951.4,0,good
41,-3826.83,-4021.95,195.122,0,bad
55,0,0,0,0,bad
171,2509.36,140.351,-159.649,2528.65,bad
91,18571.4,12200,5265.93,1105.49,good
35,25305.7,25191.4,0,114.286,good
25,17440,17440,0,0,bad
34,7582.35,0,0,7582.35,bad
77,9931.17,4315.58,0,5615.58,good
34,24552.9,24317.6,0,235.294,good
52,4226.92,0,0,4226.92,bad
46,4445.65,4445.65,0,0,bad
50,8684,8684,0,0,bad
118,4942.37,2415.25,308.475,2218.64,bad
60,66.6667,0,0,66.6667,bad
25,70092,61880,0,8212,good
33,47969.7,47969.7,0,0,good
94,-8.51064,-8.51064,0,0,good
244,-11704.5,-3018.03,32.7869,-852.049,bad
40,-13665,-11337.5,0,-2327.5,bad
32,25106.2,25106.2,0,0,good
147,7643.54,0,3259.86,4383.67,bad
122,-1677.87,-2433.61,0,755.738,bad
30,0,0,0,0,good
20,-3035,-3035,0,0,bad
31,-8780.65,-9038.71,129.032,129.032,bad
51,-3545.1,1672.55,0,4168.63,good
26,-29638.5,-29638.5,0,0,bad
266,-2078.2,866.917,-2975.19,15.0376,bad
39,2915.38,11733.3,0,-8817.95,bad
60,-12776.7,-12843.3,66.6667,0,bad
27,2892.59,148.148,2744.44,0,bad
50,-6460,240,0,-6700,bad
87,-3872.41,3908.05,0,-7780.46,bad
37,-21732.4,-7340.54,0,-14391.9,bad
32,16531.3,3300,-10818.8,24050,good
41,-9953.66,-10104.9,0,151.22,bad
24,19983.3,166.667,0,19816.7,good
63,5961.9,5961.9,0,0,good
117,12636.8,3979.49,4737.61,3960.68,bad
31,103.226,103.226,0,0,bad
28,7789.29,142.857,0,7646.43,good
104,-2091.35,1240.38,-3331.73,0,bad
71,4281.69,2998.59,1283.1,0,good
62,-1601.61,11166.1,0,-5046.77,bad
43,10030.2,10030.2,0,0,bad
133,6210.53,4497.74,0,1712.78,good
26,69800,69492.3,153.846,153.846,good
28,-15003.6,-15003.6,0,0,good
27,0,0,0,0,good
43,-17734.9,-17734.9,0,0,bad
24,14425,14258.3,0,166.667,good
106,13902.8,13902.8,0,0,bad
41,-1921.95,9656.1,97.561,0,bad
68,14463.2,10672.1,0,3791.18,bad
47,4555.32,85.1064,0,4470.21,good
22,22204.5,22204.5,0,0,good
48,-2420.83,4475,0,-6895.83,bad
51,-4531.37,-6519.61,0,1988.24,bad
71,-2212.68,-2212.68,0,0,bad
76,7826.32,7952.63,0,-126.316,good
48,6600,6516.67,83.3333,0,bad
23,35978.3,26843.5,0,9134.78,good
29,-3858.62,12648.3,0,0,good
48,952.083,5470.83,83.3333,5370.83,bad
25,0,0,0,0,bad
27,-177.778,-177.778,0,0,good
30,10066.7,10066.7,0,0,good
64,-21765.6,1435.94,-10550,-5171.88,bad
93,8043.01,7827.96,129.032,86.0215,bad
28,22764.3,13414.3,142.857,9207.14,bad
63,1639.68,1512.7,63.4921,63.4921,bad
22,0,0,0,0,bad
24,19712.5,337.5,0,19375,good
49,11526.5,11526.5,0,0,bad
34,14900,14900,0,0,bad
41,8778.05,18107.3,-9426.83,97.561,good
83,-816.867,-422.892,0,-393.976,bad
22,4095.45,4313.64,0,0,good
40,-1177.5,-7622.5,0,6445,good
26,16630.8,0,0,16630.8,bad
63,676.19,5961.9,0,-5285.71,good
68,5455.88,10352.9,0,-4897.06,good
33,-20236.4,-5584.85,0,-145.455,bad
108,-4098.15,-4135.19,0,37.037,bad
20,0,0,0,0,bad
34,-47641.2,0,-33561.8,0,bad
289,-616.955,1814.88,-3984.78,892.042,good
44,-18584.1,0,-7704.55,0,bad
25,-18664,324,160,0,good
212,-11135.8,-4149.06,-5497.17,768.396,bad
87,-30429.9,-11293.1,-613.793,-7518.39,bad
48,-5668.75,-5752.08,0,83.3333,bad
29,-26358.6,-14127.6,-12231,0,good
68,-5388.24,177.941,-5625,58.8235,bad
27,27674.1,27674.1,0,0,good
106,14404.7,12565.1,0,37.7358,bad
46,8252.17,8165.22,86.9565,0,good
124,-3018.55,2528.23,0,-5546.77,bad
56,144.643,144.643,0,0,bad
59,14635.6,12930.5,0,1705.08,good
38,10744.7,19794.7,0,-9050,bad
22,-36.3636,-218.182,0,181.818,bad
88,5196.59,5105.68,45.4545,45.4545,good
51,-5166.67,-5166.67,0,0,good
27,-24111.1,-6529.63,148.148,0,bad
21,190.476,0,0,190.476,bad
30,0,0,0,0,good
79,12360.8,12310.1,50.6329,0,good
37,0,0,0,0,bad
162,9179.01,9183.95,-29.6296,24.6914,good
31,-15180.6,261.29,0,0,bad
79,-6206.33,-86.0759,-60.7595,0,bad
79,14894.9,6369.62,2844.3,3263.29,bad
47,-14161.7,-14161.7,0,0,bad
35,-2728.57,-2728.57,0,0,bad
44,184.091,184.091,0,0,good
53,21034,21034,0,0,bad
62,4550,9893.55,0,-5343.55,good
23,-17108.7,3704.35,0,0,bad
45,-2886.67,-3628.89,0,-600,bad
24,49458.3,49458.3,0,0,good
134,-23613.4,-17521.6,0,-2483.58,bad
22,-7368.18,22781.8,0,-8390.91,bad
21,-38809.5,-16014.3,0,0,bad
27,13681.5,13681.5,0,0,bad
87,4702.3,8529.89,0,-3827.59,good
51,9323.53,18709.8,0,0,good
101,-1311.88,1997.03,39.604,0,good
43,9116.28,9023.26,0,93.0233,good
812,163.793,394.089,-430.788,200.493,good
44,-11647.7,-15672.7,0,14904.5,bad
25,24396,24588,0,-192,good
26,11430.8,-823.077,0,12253.8,bad
23,-41626.1,0,0,0,bad
35,-17951.4,-18180,114.286,114.286,bad
45,88.8889,0,0,88.8889,bad
39,-325.641,-428.205,0,102.564,bad
22,0,0,0,0,good
123,5501.63,917.886,2834.15,1749.59,good
27,14703.7,14703.7,0,0,bad
29,-5103.45,-4937.93,0,-165.517,bad
26,-21203.8,153.846,0,-21357.7,good
232,-4746.12,-2150.86,-2910.34,559.052,bad
26,15269.2,15269.2,0,0,good
42,3642.86,0,0,1719.05,good
175,6724,6678.29,22.8571,22.8571,bad
40,14415,14415,0,0,bad
61,20501.6,17690.2,10659,0,bad
65,-2458.46,4844.62,0,61.5385,bad
21,0,0,0,0,good
66,-453.03,6800,0,0,bad
22,-28536.4,-28536.4,0,0,bad
49,11755.1,11853.1,-97.9592,0,bad
390,-4032.82,-2132.56,-1910.51,10.2564,good
38,1221.05,9826.32,105.263,-8710.53,bad
92,3798.91,3755.43,0,43.4783,bad
25,46440,46440,0,0,good
27,30670.4,30670.4,0,0,bad
23,-5186.96,0,0,9308.7,good
395,5853.16,9507.85,-3019.49,576.709,good
75,-2232,-2232,0,0,bad
237,9208.86,8890.72,0,318.143,good
63,15492.1,16082.5,63.4921,-653.968,bad
158,5919.62,1363.29,1174.68,-30.3797,bad
67,-507.463,4402.99,0,-4910.45,bad
78,675.641,675.641,0,0,bad
32,125,125,0,0,bad
39,-19459,-7287.18,0,102.564,bad
79,6569.62,6468.35,0,101.266,good
66,-4740.91,243.939,60.6061,-5045.45,good
43,2872.09,7786.05,0,-4913.95,bad
31,129.032,0,0,129.032,bad
23,-15226.1,0,0,-15226.1,bad
25,9204,9204,0,0,bad
26,-30988.5,0,0,-12576.9,bad
61,19541,19541,0,0,good
119,15007.6,2921.85,4749.58,2846.22,bad
36,2086.11,111.111,1975,0,bad
36,9572.22,0,9572.22,0,bad
27,32325.9,32325.9,0,0,good
416,9222.6,9661.3,-526.923,-800.481,good
27,-28540.7,-28540.7,0,0,bad
156,14713.5,8781.41,2234.62,3697.44,bad
42,30816.7,25814.3,0,5002.38,good
23,-14600,352.174,0,-14952.2,good
57,-19822.8,-11494.7,70.1754,0,bad
32,-6878.13,-9921.88,0,3043.75,bad
63,-17700,-9184.13,0,-8515.87,bad
60,18246.7,26225,0,0,bad
23,48265.2,38534.8,173.913,9556.52,good
62,15690.3,19933.9,187.097,3290.32,good
23,0,0,0,0,bad
56,-4876.79,0,0,3671.43,bad
30,-15713.3,110,0,133.333,good
39,33974.4,33871.8,102.564,0,good
35,15988.6,0,9708.57,6280,good
24,3079.17,-7304.17,0,10383.3,good
100,8122,7550,0,-1338,good
23,17087,17087,0,0,bad
69,16213,21234.8,-5021.74,0,good
22,181.818,181.818,0,0,bad
58,-5839.66,-5500,68.9655,-408.621,bad
175,7965.14,10943.4,-2950.86,-27.4286,good
222,-6284.23,-1104.05,-4526.13,-654.054,bad
27,4722.22,4722.22,0,0,good
47,19376.6,19376.6,0,0,good
147,7157.82,7078.91,78.9116,0,good
54,-6796.3,-629.63,0,-6166.67,good
93,-6603.23,2237.63,-7387.1,-1453.76,bad
27,0,0,0,0,bad
29,-2131.03,-2131.03,0,0,bad
26,3561.54,3561.54,0,0,bad
35,-16240,-16240,0,0,bad
112,13495.5,13538.4,0,0,good
48,-3402.08,3116.67,0,-6518.75,bad
48,-5837.5,-5837.5,0,0,bad
45,5906.67,177.778,0,5728.89,bad
54,10864.8,8770.37,0,2094.44,good
102,-526.471,-518.627,39.2157,0,bad
316,4977.22,4284.18,0,708.228,bad
54,13807.4,13659.3,74.0741,74.0741,bad
56,-10073.2,-10073.2,0,0,bad
71,10104.2,-4350.7,6749.3,112.676,bad
48,7862.5,7779.17,0,83.3333,bad
185,6181.08,605.946,21.6216,5553.51,bad
40,12312.5,12212.5,100,0,bad
34,-9217.65,238.235,0,-9455.88,good
37,86.4865,216.216,0,-129.73,bad
27,38444.4,30663,0,7781.48,good
33,318.182,12030.3,-11712.1,0,bad
85,-6556.47,410.588,47.0588,4249.41,bad
35,9634.29,9634.29,0,0,good
20,6045,5845,0,200,good
104,-11521.2,-4428.85,0,2113.46,bad
193,801.036,3353.89,0,-2552.85,good
42,25104.8,17076.2,0,8028.57,good
117,-16917.1,-6929.06,34.188,-1839.32,bad
141,3676.6,6038.3,0,-2361.7,good
29,275.862,137.931,137.931,0,good
97,-698.969,-822.68,41.2371,82.4742,good
70,10188.6,10188.6,0,0,good
33,245.455,245.455,0,0,bad
61,6222.95,6091.8,131.148,0,bad
113,-1147.79,-1253.98,106.195,0,bad
66,0,0,0,0,bad
49,10404.1,10240.8,0,81.6327,good
28,72028.6,56585.7,0,15442.9,good
89,-14122.5,-14167.4,44.9438,0,bad
28,12635.7,12492.9,0,142.857,bad
63,-4823.81,-7985.71,0,3161.9,bad
53,3867.92,12900,0,0,bad
23,-208.696,-208.696,0,0,bad
20,18780,18580,200,0,bad
77,7663.64,7611.69,51.9481,0,good
113,-11419.5,-11490.3,35.3982,35.3982,good
42,-11397.6,0,0,0,good
53,-12707.5,-12617,0,-90.566,bad
241,-6986.72,1878.42,-7264.73,-1600.41,good
29,1400,12813.8,0,-11413.8,bad
64,-75,-5406.25,62.5,5268.75,bad
114,-20014.9,-18199.1,0,-1815.79,bad
96,-1.04167,3335.42,0,-3336.46,good
61,11685.2,11685.2,0,0,good
130,-6150.77,15.3846,-3325.38,841.538,bad
28,2885.71,0,0,0,good
85,-12543.5,-12543.5,0,0,bad
38,6363.16,6363.16,0,0,good
81,-4132.1,-4181.48,0,49.3827,bad
32,-14709.4,0,0,250,bad
20,67505,31275,36230,0,good
76,2997.37,-394.737,0,3392.11,good
32,6628.12,253.125,0,6375,good
30,11240,12520,0,-1280,good
89,2408.99,12703.4,-6548.31,0,good
47,-5691.49,-5776.6,85.1064,0,bad
111,-12861.3,-12897.3,0,0,bad
30,8713.33,8713.33,0,0,bad
26,2792.31,39984.6,-369.231,0,bad
55,8512.73,8512.73,0,0,bad
23,3691.3,3691.3,0,0,good
24,-46720.8,-12704.2,-14070.8,0,bad
95,7100,16377.9,0,-50.5263,bad
40,22162.5,8685,0,0,good
48,12927.1,12677.1,83.3333,166.667,good
400,-13696.8,-7525,-2007.5,-574,bad
42,-2002.38,-2002.38,0,0,good
196,3947.45,45.4082,0,3902.04,good
53,-9632.08,-15.0943,0,-584.906,bad
110,-14161.8,-5846.36,-2246.36,-1717.27,bad
26,28584.6,28584.6,0,0,good
323,192.57,180.186,0,12.3839,bad
56,8557.14,0,8557.14,0,bad
45,-17646.7,268.889,-18004.4,88.8889,bad
270,2487.41,691.111,44.4444,1751.85,bad
62,7541.94,6188.71,0,1353.23,good
94,-1764.89,7254.26,-3969.15,42.5532,bad
97,-5137.11,-1229.9,41.2371,986.598,bad
179,1524.02,903.352,-1981.56,2602.23,bad
70,-7907.14,-6278.57,-4825.71,3197.14,bad
30,20246.7,12520,0,7726.67,bad
19,-55305.3,-55515.8,210.526,0,bad
54,-4794.44,1831.48,-6625.93,0,good
78,-5964.1,-3441.03,-2523.08,0,bad
34,10267.6,10150,0,117.647,bad
23,16156.5,16156.5,0,0,good
38,9652.63,9778.95,0,0,bad
73,27071.2,23786.3,0,3284.93,good
33,-14384.8,121.212,0,0,good
28,-17546.4,0,-17546.4,0,bad
30,-25553.3,-25393.3,0,0,bad
24,-10316.7,15483.3,0,-25800,bad
28,11621.4,11621.4,0,0,bad
30,6726.67,6726.67,0,0,good
61,11765.6,2706.56,0,221.311,bad
23,-13626.1,22026.1,0,-14839.1,bad
22,0,0,0,0,good
170,8074.71,3987.65,0,4087.06,bad
25,28884,28884,0,0,good
33,-23351.5,-23351.5,0,0,bad
104,1155.77,1096.15,0,59.6154,bad
26,13561.5,-4869.23,18430.8,0,bad
56,-4239.29,9191.07,-6901.79,2019.64,good
21,0,0,0,0,bad
28,42603.6,59700,0,0,good
35,3248.57,13074.3,0,-9825.71,good
23,60026.1,45404.3,14447.8,173.913,good
77,-3842.86,-3842.86,0,0,bad
66,13945.5,18815.2,121.212,60.6061,bad
37,9983.78,9983.78,0,0,good
31,-309.677,-309.677,0,0,bad
100,-236,4471,0,80,bad
20,17265,17265,0,0,good
60,11046.7,11046.7,0,0,good
43,19330.2,8590.7,0,10739.5,bad
97,4995.88,7126.8,-2031.96,-98.9691,bad
37,24721.6,10151.4,0,0,good
74,-11660.8,54.0541,-4535.14,-7179.73,good
23,-35039.1,352.174,0,-14578.3,bad
34,-9814.71,117.647,-9932.35,0,bad
31,42416.1,42416.1,0,0,good
25,14864,14864,0,0,bad
126,1239.68,5185.71,-5785.71,1839.68,bad
20,-23935,0,0,0,bad
64,11864.1,11739.1,62.5,62.5,bad
21,24928.6,24928.6,0,0,bad
34,23738.2,23502.9,235.294,0,good
107,798.131,4335.51,-3574.77,37.3832,good
36,56755.6,54083.3,111.111,2561.11,good
28,0,0,0,0,good
35,-27354.3,0,0,0,bad
23,0,0,0,0,bad
34,-59908.8,-21720.6,-9935.29,-14173.5,bad
66,-3024.24,1713.64,60.6061,-4798.48,bad
63,4271.43,12263.5,-7992.06,0,good
46,2986.96,7789.13,0,5604.35,bad
29,275.862,137.931,137.931,0,bad
69,-3413.04,2881.16,4815.94,57.971,bad
36,6427.78,6427.78,0,0,bad
27,21907.4,21907.4,0,0,good
35,-29477.1,0,-9648.57,-6151.43,bad
26,28584.6,28584.6,0,0,good
47,20493.6,15938.3,85.1064,4470.21,bad
35,-43894.3,-34437.1,0,-9457.14,bad
450,4863.11,5704.89,49.7778,-891.556,bad
83,2725.3,193.976,0,2531.33,bad
28,-27521.4,-27521.4,0,0,bad
26,5957.69,18765.4,0,-12807.7,good
47,7882.98,12325.5,-4442.55,0,bad
148,3172.97,3129.73,75.6757,-32.4324,bad
24,39533.3,10241.7,19966.7,9325,good
55,12558.2,12645.5,-87.2727,0,good
35,-4028.57,0,-14685.7,10657.1,bad
59,6667.8,6681.36,-81.3559,67.7966,good
76,5398.68,5398.68,0,0,bad
29,413.793,275.862,137.931,0,good
33,242.424,121.212,0,121.212,bad
36,1563.89,-10447.2,0,12011.1,good
26,9157.69,9157.69,0,0,bad
172,-8581.4,-2536.05,67.4419,-6112.79,bad
20,-15645,-15645,0,0,bad
24,14183.3,14183.3,0,0,bad
96,10912.5,5635.42,0,5277.08,good
42,-9366.67,8942.86,-18404.8,95.2381,good
84,23684.5,20782.1,0,2902.38,good
182,-8832.97,1240.11,-6353.85,-3719.23,good
27,24233.3,24233.3,0,0,good
43,2125.58,2125.58,0,0,good
35,6577.14,6714.29,0,-137.143,bad
45,5331.11,5331.11,0,0,good
222,1219.37,1833.33,0,-613.964,bad
110,-9841.82,-1138.18,0,0,bad
24,24370.8,24370.8,0,0,good
47,-8959.57,-8857.45,0,-102.128,good
28,8271.43,8271.43,0,0,good
36,5755.56,5755.56,0,0,bad
615,-2531.71,-881.789,-1221.46,13.0081,bad
32,15831.3,15831.3,0,0,bad
126,8319.84,8288.1,31.746,0,bad
24,-13991.7,-13991.7,0,0,bad
72,-6961.11,-3605.56,-4926.39,1570.83,good
112,343.75,71.4286,272.321,0,bad
39,11087.2,0,0,11087.2,bad
23,-16839.1,-34.7826,-16804.3,0,bad
97,-559.794,-3217.53,0,2657.73,bad
35,17300,17185.7,0,114.286,bad
29,-42969,-26600,0,137.931,bad
97,7720.62,-695.876,4940.21,3476.29,bad
45,14500,25137.8,0,0,bad
77,2906.49,1657.14,51.9481,1197.4,good
83,-11018.1,516.867,0,0,bad
42,-1566.67,14509.5,-16076.2,0,good
256,2374.61,3837.5,-1478.52,15.625,good
58,-23429.3,-18034.5,0,-5394.83,bad
23,347.826,173.913,173.913,0,bad
22,-4213.64,5322.73,0,-9536.36,bad
39,-12212.8,-246.154,102.564,205.128,bad
21,385.714,385.714,0,0,bad
39,5889.74,5889.74,0,0,good
118,-2233.05,-2266.95,0,33.8983,good
77,-3749.35,-1332.47,6374.03,-8790.91,good
39,-12787.2,0,-12889.7,102.564,bad
47,0,0,0,0,bad
75,-6766.67,-6766.67,0,0,bad
51,-8421.57,-10409.8,78.4314,1909.8,bad
148,-7489.86,-3016.89,-4472.97,0,bad
21,11028.6,11028.6,0,0,good
38,-10376.3,7668.42,0,-5447.37,bad
27,62814.8,58337,148.148,4329.63,good
99,4272.73,8136.36,-3904.04,40.404,good
37,25659.5,12708.1,12951.4,0,good
116,-3156.9,-2000,34.4828,-1191.38,bad
71,-3163.38,1592.96,-4756.34,0,bad
41,14575.6,14478,0,97.561,good
60,-5570,0,66.6667,-80,bad
36,36802.8,36802.8,0,0,good
56,71.4286,71.4286,0,0,good
25,4240,4240,0,0,good
40,2180,1980,100,100,good
310,2298.39,2036.13,77.4194,171.935,bad
43,17469.8,17283.7,93.0233,93.0233,good
47,49929.8,49946.8,85.1064,-102.128,good
106,-2483.96,760.377,-3236.79,37.7358,bad
39,2874.36,2874.36,0,0,bad
58,5727.59,1622.41,0,4105.17,bad
134,-3911.94,0,-3911.94,0,bad
51,3296.08,3296.08,0,0,bad
58,8324.14,8406.9,0,-82.7586,good
33,14563.6,10503,0,4060.61,good
25,28996,20372,464,8160,good
236,5848.73,380.085,2751.69,2716.95,good
228,714.474,3090.79,-915.789,-1460.53,bad
33,-145.455,0,-145.455,0,bad
99,-97.9798,-89.899,40.404,-48.4848,bad
73,-5226.03,11411,0,-3521.92,bad
78,-3851.28,-123.077,-4955.13,1226.92,bad
41,40953.7,34875.6,0,6078.05,good
19,38747.4,38747.4,0,0,good
22,19990.9,19990.9,0,0,good
36,6738.89,6738.89,0,0,bad
72,-5359.72,-108.333,0,1397.22,bad
20,17220,400,200,16860,bad
41,-8248.78,-18795.1,0,10546.3,bad
109,-8126.61,838.532,-4043.12,0,bad
34,0,0,0,0,bad
65,21773.8,18084.6,61.5385,3627.69,good
31,261.29,261.29,0,0,bad
106,-1134.91,3343.4,0,37.7358,bad
35,-7757.14,-7757.14,0,0,bad
67,5731.34,8908.96,59.7015,3907.46,bad
28,15696.4,4317.86,0,11378.6,good
42,192.857,192.857,0,0,bad
23,43382.6,43382.6,0,0,bad
58,14956.9,14956.9,0,0,good
87,-8449.43,0,0,-2947.13,good
76,3103.95,7806.58,52.6316,-4755.26,good
235,10486.8,9988.51,17.0213,481.277,good
72,-369.444,5329.17,0,111.111,bad
59,-9332.2,-1218.64,0,0,bad
25,1984,1984,0,0,good
36,-994.444,-133.333,0,-861.111,bad
40,5490,5490,0,0,good
30,19623.3,19490,0,133.333,bad
61,329.508,329.508,0,0,bad
94,8600,4000,0,4600,good
87,-11571.3,-5410.34,0,-7424.14,good
104,7836.54,5862.5,-46.1538,2020.19,good
66,5706.06,5706.06,0,0,good
38,-4023.68,-4002.63,-126.316,105.263,bad
50,-840,-840,0,0,bad
147,-217.687,3112.24,-3329.93,0,bad
28,51053.6,50910.7,0,142.857,good
72,4843.06,4798.61,0,44.4444,good
75,1702.67,1136,0,566.667,bad
22,55045.5,44640.9,10404.5,0,good
53,6996.23,7011.32,-15.0943,0,bad
85,2484.71,5054.12,-2456.47,0,bad
124,2310.48,-1536.29,1977.42,1869.35,bad
38,22436.8,9826.32,12610.5,0,bad
99,-10102,-5341.41,-4760.61,0,bad
64,-656.25,-718.75,62.5,0,bad
35,7405.71,17205.7,-9800,0,good
22,181.818,181.818,0,0,bad
372,-3540.59,-3802.96,30.1075,-740.054,bad
155,-4153.55,-1974.19,0,-2179.35,good
24,-5966.67,-5966.67,0,0,bad
73,793.151,-342.466,1080.82,54.7945,bad
68,26998.5,14027.9,9561.76,3408.82,good
29,24137.9,24137.9,0,0,good
173,-12034.1,583.815,-7865.9,-1984.97,bad
31,16341.9,16341.9,0,0,good
222,2680.63,4407.21,-1704.95,0,good
31,20454.8,35767.7,0,129.032,good
76,-12189.5,-12189.5,0,0,bad
60,2100,13923.3,-11823.3,0,good
28,12517.9,-5575,0,18092.9,bad
24,-20833.3,-10808.3,0,0,bad
82,1567.07,1474.39,-4118.29,4112.2,bad
21,0,0,0,0,bad
30,11640,11506.7,0,133.333,good
70,-11.4286,57.1429,-68.5714,0,bad
61,3600,-4321.31,7855.74,65.5738,good
119,6362.18,10650.4,-1489.92,-2798.32,good
62,8398.39,19237.1,-10903.2,64.5161,bad
27,-28540.7,-28540.7,0,0,bad
98,5675.51,4710.2,-3446.94,4412.24,bad
21,23219,23219,0,0,good
27,-17374.1,-17374.1,0,0,bad
52,7067.31,7067.31,0,0,bad
24,14554.2,14387.5,0,166.667,good
19,10394.7,5268.42,0,5126.32,bad
123,-448.78,3021.14,-5565.85,2095.93,bad
47,18570.2,18570.2,0,0,bad
34,9267.65,9150,0,117.647,bad
50,2002,2018,0,-16,good
84,-19669,-1819.05,-17850,0,good
76,-6061.84,-6219.74,52.6316,105.263,bad
25,6584,6424,0,160,bad
26,0,0,0,0,good
34,0,0,0,0,good
36,10322.2,10322.2,0,0,bad
23,29530.4,29530.4,0,0,good
84,-8105.95,-3117.86,0,710.714,bad
130,-5896.92,-5896.92,0,0,bad
29,4031.03,4031.03,0,0,good
183,-877.596,1212.57,-2112.02,21.8579,bad
24,0,0,0,0,bad
20,-20945,-20945,0,0,bad
30,19700,19566.7,133.333,0,good
22,16890.9,16890.9,0,0,good
280,-11498.6,-9958.57,-2475,935,bad
182,-6721.43,-63.7363,-4027.47,0,bad
56,14964.3,11023.2,3941.07,0,good
30,1353.33,1353.33,0,0,bad
24,42100,41933.3,0,166.667,good
37,10308.1,10200,108.108,0,good
34,10929.4,10929.4,0,0,bad
22,363.636,181.818,0,181.818,good
28,0,0,0,0,good
31,-193.548,-322.581,0,129.032,bad
245,-3122.45,-1848.57,-1273.88,0,bad
