@relation Review_sentiment


@attribute overall_sentiment numeric
@attribute token_number numeric
@attribute stars {1,2,3,4,5}
@data
-0.005400000000000023,282,4
-0.6164000000000001,96,5
0.6293,47,3
0.79,23,5
0.6353,36,5
-0.3562,80,3
-1.2244999999999997,446,4
-0.3487,22,3
-0.2796,102,5
0.012,91,1
-1.8725999999999998,142,1
0.04970000000000012,273,5
-0.3296,32,2
-2.7163999999999997,334,3
0.7283000000000001,106,5
-0.8612,41,2
1.7844000000000004,477,5
-1.6214,48,3
0.393,50,4
-0.1413,134,1
0.264,110,1
-0.9859,52,2
-1.15,154,1
0.8577,63,3
1.2115000000000002,24,5
1.5807,93,4
0,22,3
-1.0019,82,2
0.2106,53,5
0,125,3
1.0414,82,3
-0.15760000000000002,224,2
-0.5066999999999999,48,2
1.3340999999999998,46,5
3.9517,222,4
-0.11130000000000001,70,1
0.004,41,1
-0.12119999999999992,201,3
0.47169999999999995,40,4
2.782,110,4
0,41,1
-0.009600000000000053,87,4
-1.2964,373,1
1.9486000000000003,167,5
0.7185999999999999,114,5
0.4778,50,3
-1.434,186,1
0.8091000000000002,51,4
0.08459999999999997,163,1
-1.0507,187,1
0.582,24,5
0.8944,133,2
-0.4687,40,2
0.37249999999999994,27,5
-1.156,126,2
1.0793,65,4
0.7432,56,2
0.9728999999999999,90,1
-1.1978,159,2
-0.3487,22,3
-0.3793,52,5
-0.5383999999999998,233,3
0.8681,35,5
0.5814999999999999,23,4
0.004,30,3
-0.738,344,4
-0.6399,58,2
1.3096,102,5
0,27,3
-0.47529999999999983,222,4
0.15930000000000016,902,3
0.264,110,1
0.393,20,4
1.3219,195,2
0.3721,155,5
3.9007000000000005,708,3
0.373,40,2
1.8278999999999996,210,3
0.3774,27,5
0.23460000000000003,169,1
-1.3319999999999999,135,4
0.8588,484,1
-0.30699999999999994,210,3
0.231,81,1
1.6299000000000001,191,4
0.4715,32,4
0.6334,30,2
-0.4747,29,1
2.1690000000000005,531,4
-0.6447,27,1
0.9294,58,5
1.0751000000000002,117,4
1.5473,44,5
1.7582000000000009,322,3
0.5303,35,5
0.004,20,5
0.3872,36,4
0.1874999999999998,505,3
-0.0817,57,1
-0.3275,24,1
-0.6952,102,4
0.19159999999999988,53,5
-1.0704,60,2
0.5061,37,2
0.5955,43,5
-0.2422,25,4
-0.31079999999999997,120,3
-0.6291,63,2
0.2723,270,2
-0.7666,27,1
0,23,3
-0.6502000000000001,44,2
0.4836999999999998,549,5
0.30419999999999997,83,5
0.5270999999999999,27,3
-9.385300000000004,507,2
-1.0202,114,1
-0.04459999999999986,31,3
1.2224000000000004,1054,4
0,26,2
0.3716,24,4
-0.014900000000000024,24,4
-0.3720000000000001,109,5
1.3845,70,4
-0.6762999999999999,181,2
-0.8391,146,2
3.117399999999999,778,4
0.5092,22,5
-1.1743000000000001,118,3
0.7852999999999999,180,1
2.719,365,3
-0.39130000000000004,58,2
0.4471000000000001,114,2
-0.43350000000000005,59,1
-0.4587,65,1
-1.1282999999999999,598,4
1.4392,138,5
-0.7985,99,3
0.4988,41,3
0.08309999999999998,93,4
-0.5999000000000001,138,3
2.9705,475,3
-0.26159999999999994,57,1
1.8462999999999998,38,5
0.12090000000000001,25,2
-1.018,186,1
-0.9699000000000001,147,4
-1.8759,200,2
-0.2995000000000001,257,5
-0.6809000000000002,242,1
-0.14889999999999998,98,4
-1.1555,376,2
0.43989999999999996,93,2
0.4818,25,5
-0.0434,41,1
-0.4938,59,1
0.25389999999999996,33,3
-0.7666,60,2
3.1086,629,5
0.35930000000000006,32,1
1.295,112,2
2.646,80,3
1.2105,22,4
2.2615,956,3
-0.3129,31,1
1.7273999999999998,79,5
-0.30939999999999995,54,4
-0.1553,19,3
0.48529999999999995,30,5
1.1148,22,5
0.42669999999999997,85,3
0.4925,23,5
-1.3275000000000001,184,1
0.5196,27,5
0.05570000000000004,237,3
0.9471,162,4
0.007200000000000001,27,2
0.7432,38,4
0.6693,26,4
-0.1565,158,1
0.004,38,5
0.3567,65,2
0.36609999999999965,371,3
3.7003000000000004,789,5
2.6071,81,5
0.872,328,4
1.0144,63,1
-1.3410000000000002,122,1
-0.39899999999999997,24,1
-0.06080000000000005,116,1
2.1431,203,3
-0.4787,24,3
0.6990999999999999,119,3
0.036900000000000044,151,2
2.5854000000000004,177,4
0.007200000000000001,112,3
-0.2715,22,3
-1.2405000000000002,300,1
-4.977699999999999,880,2
-0.31040000000000006,82,3
0.7017,50,2
1.3971,101,4
0.3796,37,4
1.5677999999999999,33,5
0.12019999999999997,69,5
-3.6765999999999988,2279,1
0.04479999999999998,104,2
-0.9825999999999999,273,3
-1.3659000000000001,23,2
0,32,2
0.7789999999999999,68,1
-0.7888999999999999,42,2
0.6709,29,5
0.477,29,4
-0.2550000000000001,196,1
0.5139,25,5
-0.5643,52,4
-0.7006,155,2
3.9436999999999998,365,4
-0.6276,18,5
-0.14100000000000007,45,4
0,25,2
0.23949999999999988,119,2
0.1131,56,5
0.401,25,5
0.9348000000000001,22,5
-2.3354999999999997,1101,2
-1.2405000000000002,300,1
-1.0530000000000002,199,3
-0.0048,27,1
-1.3517000000000001,318,1
-1.9870999999999999,188,1
1.0669,150,2
1.2502,41,4
1.8958,612,4
0.9149,57,5
-2.4151000000000007,264,1
0.5701,81,1
0.231,81,1
1.8839999999999997,559,3
0.08889999999999998,61,3
2.1987,54,4
0.6199,254,3
1.041,621,2
0.008,43,4
0.4832,36,4
-1.2428,128,2
0.22049999999999992,54,2
1.6171,197,3
0.3922,50,5
-0.8127000000000002,208,3
1.3199999999999998,54,5
0.43300000000000005,64,2
-0.08980000000000007,73,3
-0.08630000000000004,47,1
0.004,21,4
2.693,189,3
1.0625,52,2
0.6993,29,5
-0.29530000000000006,23,3
0.7274,42,1
-1.1514999999999997,292,2
-0.30450000000000005,45,4
2.2462999999999997,152,5
6.281199999999998,344,5
0.4759,40,4
0,30,1
0.4718,25,4
0.06220000000000003,154,3
0.5059,27,5
0,24,4
-0.35640000000000005,198,5
-3.913,242,2
0.008,55,1
0.6719999999999999,24,5
-0.42490000000000006,92,4
0.8542000000000001,129,3
-0.438,28,3
0.22560000000000002,47,5
-0.1906,73,3
-1.0831999999999997,102,3
2.2226999999999997,178,2
0.35219999999999996,70,1
1.9847000000000004,128,3
-0.3363,19,1
-3.5552999999999995,143,2
0.4925,17,4
0.008,32,1
-0.1282,42,1
0.8934999999999998,108,4
1.8272,43,5
0,27,3
0,24,2
0.5356,243,2
4.278700000000001,861,2
-0.02779999999999992,457,1
0.7222999999999999,33,1
-2.9261999999999997,230,2
7.843199999999996,914,4
-0.9307000000000001,46,3
0.008,76,3
1.9844000000000002,240,3
-0.9772000000000001,58,4
0.401,43,5
-0.2456,37,1
2.1397,114,5
0.6729,114,4
-0.3806999999999999,221,5
-1.3269,38,1
0.3796,31,4
-2.6886999999999994,351,2
2.0662999999999996,455,5
-0.08820000000000003,63,4
-0.3298,27,2
0.4293999999999999,409,4
-0.346,35,1
-3.159,525,3
0.3716,37,5
0.7028000000000001,126,5
-0.32740000000000014,319,2
-0.12000000000000008,394,3
-1.1221,201,1
0.19390000000000002,87,1
5.519099999999999,370,3
0.9274,37,4
-0.5126,247,3
-0.8978999999999999,23,1
-0.6607999999999998,171,3
0.004,33,3
2.2274,20,5
0,37,1
-0.7294,42,1
0.667,26,4
-1.0547,159,2
0.14409999999999998,143,5
3.7115,388,4
0.38930000000000003,174,1
0.6881999999999999,35,4
0.25510000000000005,156,5
0,19,4
0.3716,22,5
0.004,35,1
1.6421000000000001,48,5
0.5187999999999999,63,5
0.004,23,4
-0.8573999999999999,53,1
0.7272000000000001,73,4
4.2218,337,5
0.115,32,1
0.0908,62,4
0.2623,22,4
-0.6691,28,1
0.05519999999999997,22,3
0.2181,40,5
0.010400000000000003,73,2
-5.075100000000001,297,2
0.3225,116,2
-0.3728,24,2
0.3637,75,5
-0.1448,100,2
0.6551,185,3
1.295,112,2
0.02510000000000001,27,2
0.1212,44,2
0.3756,31,3
-0.329,56,3
0.7915,91,4
0.13079999999999992,455,5
0.8502999999999998,220,2
-0.012699999999999993,157,5
0.059699999999999975,35,3
0.19979999999999998,30,4
-0.31970000000000004,78,2
0.5436000000000001,113,5
0.5433,75,4
-0.0007999999999999995,27,3
0.4145,138,3
0.7552,61,3
0.7804,170,3
0.21009999999999995,28,5
1.0602,115,4
-0.5511999999999999,385,1
0.393,25,4
0.6175,163,5
-0.18719999999999995,134,1
2.0367,560,4
-0.8813,68,4
-0.7761,27,4
-0.24050000000000002,39,4
0.5215000000000001,115,3
-0.02780000000000002,42,2
-0.47079999999999994,217,2
0.3756,22,3
0.9702000000000001,29,5
0.393,24,4
-3.4751999999999996,124,1
1.2295,80,4
0.5475000000000001,110,1
0.6935,44,2
0.6204999999999998,273,1
-0.3337,30,3
1.594,1048,2
-0.9406,59,3
0.6621,162,2
-0.22729999999999992,234,2
-0.4979,90,5
-0.4584000000000001,216,2
1.1627000000000003,147,2
1.5737999999999999,185,5
0.022099999999999898,242,2
-1.4003999999999999,234,1
0.9264999999999995,241,5
-1.9822000000000002,213,1
0.15789999999999993,42,3
0.17709999999999998,49,1
0.1405,61,1
1.3096,102,5
0.008,37,1
-1.0358,137,5
-0.21540000000000004,48,3
-0.7040000000000002,543,3
0.43879999999999997,87,4
0.5926,208,2
0.42400000000000004,60,3
-1.2427,48,4
0.191,31,1
0.6876,413,3
-0.9854,234,2
0.6185,52,5
0.625,68,5
0.45650000000000013,46,2
0.004,181,4
1.9597000000000002,841,3
-1.7657999999999996,846,1
0.6943000000000003,821,2
-2.4227,115,1
3.451800000000001,1275,4
-0.7666,36,1
0.3514,30,5
-3.6067000000000005,413,4
-1.0338999999999996,346,5
-0.37599999999999995,31,5
0.3173,311,2
-0.7026,29,1
1.5338,350,5
1.359,706,5
1.5261,76,5
-0.3129,54,1
-0.6521,19,4
0.32759999999999995,61,5
0.9141999999999999,106,1
-0.4802,64,1
-0.4909,40,3
0.030399999999999983,146,1
0.09309999999999999,27,3
2.4219999999999997,487,4
1.5148,1419,4
-2.0227,138,2
0.9499,85,3
-0.7754,57,1
2.7456000000000005,564,4
-0.7076,35,2
1.703000000000001,324,5
-0.6668000000000002,463,4
-1.1358,28,2
-0.6113000000000001,70,3
1.2563,129,3
-1.1724999999999999,55,2
-1.2666,181,2
-1.8990999999999998,78,1
0.004,25,1
-0.7676000000000001,62,1
1.1337,91,5
3.4207,156,4
-0.7951,141,2
-0.48419999999999996,62,4
-2.0355,166,5
0.6838999999999998,1350,3
-0.39130000000000004,58,2
-0.15760000000000002,224,2
0,23,4
0.4832,18,5
1.7854999999999996,183,3
-0.2635,22,4
0.4705,58,4
-0.7251000000000001,372,1
-0.5244,40,4
1.1954,78,3
0.19340000000000002,27,5
0.37839999999999996,49,1
0.15710000000000002,88,3
0.004500000000000004,62,1
0.8294,39,5
-2.0223999999999998,485,3
-0.2953,59,3
0.004,33,1
-1.1045999999999998,55,1
0.6621,162,2
0.05849999999999994,149,2
1.0108,20,5
-0.7446,75,5
1.7356000000000003,239,4
0.17619999999999997,43,5
0.43989999999999996,93,2
-0.5069,176,3
-1.0141,78,2
1.2756,61,4
0,21,3
16.451800000000002,3231,5
1.4167,80,5
-0.7686000000000001,141,1
0.23220000000000005,187,2
-0.09010000000000001,42,3
0.2776,357,1
1.5312999999999999,399,4
0.2334000000000001,294,4
-0.005599999999999999,47,2
-1.9474000000000005,358,2
3.2441999999999998,1002,3
-0.34969999999999996,79,1
2.4006,148,5
-0.8917,170,3
5.322599999999989,947,4
0.393,34,4
-0.8978999999999999,23,1
-0.6050000000000001,269,4
1.2348999999999999,25,5
0.28780000000000006,96,1
1.1772,439,3
0.4925,28,4
-1.0554,73,2
1.3264999999999998,192,4
0.401,42,4
-2.4259000000000004,206,4
-0.3705,57,5
1.3576999999999997,319,1
-0.6941000000000002,152,1
-0.3527,48,1
1.8219,64,5
2.2888,205,3
1.0885,39,3
-0.6301,69,3
0.09250000000000003,47,2
0.004,22,4
0.11900000000000001,27,5
-1.1832,75,5
-0.052200000000000024,48,2
0.6123,172,3
-0.39220000000000005,26,1
-1.9218,95,3
2.1338,71,5
-3.7048999999999985,409,2
0.022099999999999898,242,2
0.5235,81,1
0.12110000000000001,20,1
-1.1469,66,2
0.21810000000000002,28,5
-0.29890000000000005,195,2
-0.4032999999999999,76,2
0.03410000000000001,24,3
0,24,4
-0.5513999999999999,47,3
-2.4901000000000004,274,1
0.10060000000000013,44,5
0.06220000000000003,154,3
-3.0561999999999996,377,2
0.35459999999999997,88,2
0.22060000000000002,40,5
0.11889999999999967,436,4
0.8262,239,1
0.024399999999999977,43,2
-0.6018000000000001,134,2
1.3084000000000002,84,5
1.3315000000000006,215,4
0.3716,26,3
0.8982,24,5
-0.08220000000000005,146,3
-0.10060000000000002,109,3
1.5266,30,4
0,24,1
-0.3994,25,1
0.0032000000000000006,57,1
0.008,20,5
-0.07899999999999993,220,2
-1.5381999999999998,551,2
-0.45200000000000007,234,3
0,15,5
0.5547,83,2
-2.8282,145,1
2.3019000000000003,88,5
-0.2882999999999999,168,1
0.3235,76,4
0.6126,135,4
0.7567999999999999,38,3
0.25709999999999994,106,5
-1.9053000000000002,111,1
-0.13450000000000006,152,4
0.004,18,2
-0.4689,92,3
1.5205,141,4
-1.1199000000000001,214,1
1.135,158,4
