@relation Review_sentiment


@attribute overall_sentiment numeric
@attribute token_number numeric
@attribute stars {1,2,3,4,5}
@data
-0.06050000000000011,413,3
0.8782000000000001,22,1
1.1294,25,5
0.8867,23,5
0.8424,92,4
3.1101,323,4
-0.00019999999999997797,180,3
-1.6375,300,2
0.6048,183,4
0.2184,68,2
0.4708,47,5
-0.5918000000000001,198,2
0.9912000000000001,168,1
-0.04560000000000003,100,2
0.12890000000000001,24,4
0.3321999999999999,179,4
0.5766,22,4
-3.5150999999999994,243,4
5.872,521,5
-0.17789999999999997,251,5
0.007200000000000001,54,2
2.5015,207,5
-2.1384,172,2
0.12490000000000001,39,3
-0.16280000000000006,191,2
0.397,22,4
-0.6631,63,3
1.8304999999999998,28,5
1.5312999999999999,399,4
0.475,52,1
-0.7666,55,3
-0.11019999999999996,204,2
-0.9924999999999999,185,2
-1.5400999999999998,671,3
-1.0183,90,1
-0.8375000000000001,458,3
0.004,29,3
2.4948,221,4
0.8882999999999999,232,1
0.13479999999999986,440,3
0.5432999999999999,22,3
-0.9705000000000001,55,1
0.004,98,1
0.8169,26,1
0.34659999999999996,89,1
0.397,39,5
-0.5365,90,3
0.004,55,3
0.23080000000000012,72,2
0.6134,21,5
3.7180999999999997,374,5
-2.5233999999999996,240,3
0.4627,117,5
1.1550999999999998,50,4
2.7994999999999997,72,5
1.292,517,3
0.22049999999999992,54,2
0.0664,27,2
0.2156,24,5
0.0030999999999998737,132,2
1.1206,150,4
0.4090999999999999,210,1
2.7245999999999997,296,4
0.4619,110,2
-1.4505999999999997,701,4
0.6245999999999999,48,5
0.129,49,5
-0.7928,120,2
-2.9958,201,3
-0.05570000000000004,44,3
-0.4787,35,2
-0.4346,33,4
1.612,46,4
0.1254,21,4
0.004,54,5
3.367200000000001,521,5
-3.8853999999999997,574,1
0.7916000000000003,144,2
-1.331,122,1
1.5476999999999999,184,4
-1.1569,67,3
0.8982,32,4
-0.1846000000000001,219,1
-0.6764999999999999,84,2
-0.4594,90,1
-0.4451,108,3
-0.43890000000000007,52,2
-1.1368999999999998,151,2
0.05850000000000033,591,2
-0.685,247,3
0.5861999999999999,450,2
0.09860000000000001,23,4
1.1148,38,4
9.336799999999995,1344,3
2.5662000000000003,258,4
-0.9202,234,2
-3.1108000000000007,1877,2
-0.0043999999999999595,34,5
0.5946,50,5
-0.6279000000000001,88,1
-2.5582000000000007,506,3
0.35429999999999995,128,4
0,21,1
-0.041000000000000036,82,4
0.5462,80,1
-0.6024000000000003,157,3
-0.8041,27,3
6.740499999999995,891,4
0.8147,55,4
-1.2803,200,1
0.11049999999999999,25,1
0.009599999999999984,75,1
0.8411999999999997,1208,5
-0.0005000000000000395,137,2
-2.3074000000000003,463,1
0.397,23,4
-0.38730000000000003,23,5
1.0492,572,4
-1.0277,23,4
1.2534999999999998,112,2
-2.0429999999999993,481,3
0.9345,47,5
0.33069999999999977,565,2
-1.1504,215,3
1.8593000000000002,144,5
2.9349000000000003,101,5
0.04479999999999998,104,2
-0.7754,24,3
-0.3348,76,1
-0.8207,88,1
2.5624000000000002,40,5
1.2270999999999999,25,5
0.1404,26,5
0.6909,105,3
-0.9046,97,2
-0.38580000000000003,59,1
-0.3704,121,3
-1.0105000000000002,52,2
-1.3275000000000001,184,1
2.6045999999999996,102,4
0.1169,26,4
0.0753000000000002,198,3
5.6588999999999885,1143,4
5.1841,452,5
-1.5597999999999994,474,5
-1.2605000000000002,818,5
0.010299999999999976,48,1
0.004,44,1
-0.5448000000000001,120,1
-0.9772000000000001,101,2
-1.0126,152,3
0,36,5
1.4314999999999993,316,4
1.7514999999999998,131,4
-0.20580000000000004,298,3
1.1365000000000003,156,5
-0.5925,121,1
0.4112,93,4
-0.9931000000000001,356,1
-1.1267,156,2
0.7512,21,4
-0.09249999999999997,403,2
2.1158,228,1
4.5607,440,5
-1.8646999999999998,241,3
-1.9189,822,1
0.7017,50,2
-0.20250000000000007,202,3
1.0800999999999992,1124,4
1.8330000000000002,402,5
0.7339,21,4
-1.5786,25,3
-0.017499999999999998,50,3
-1.4242,32,1
-1.3389,748,2
0.21339999999999998,18,2
0.0010999999999999864,81,1
0.7722,381,2
0.4832,23,3
0.8723000000000001,37,4
-3.159,525,3
-0.14220000000000005,85,3
0,20,2
2.3234,113,5
-5.013700000000004,1784,2
2.9943999999999997,524,5
1.0652,35,5
0.37079999999999996,109,1
1.7655999999999998,184,3
3.2898000000000005,200,5
0.6168,117,3
0.2873,34,4
1.2075999999999998,91,3
0.4924,33,5
0.7274,25,4
0.8676,83,3
-0.09140000000000015,134,1
1.1220999999999999,170,4
0.20650000000000002,27,5
0.4855,35,4
-0.8684,215,1
0.9276999999999999,109,5
-0.5974999999999999,62,2
0.07650000000000001,76,2
-1.1388000000000005,590,2
-0.49520000000000003,39,3
0.004,35,1
0.3756,22,5
-1.2292,88,2
-0.27470000000000006,34,5
-0.10010000000000008,259,2
0.004,26,3
0.02560000000000001,39,3
0.4715999999999999,294,2
2.4219999999999997,487,4
-2.047200000000001,759,1
0.29359999999999997,118,2
-2.0613999999999995,422,1
0.5111000000000002,463,3
1.3394,97,2
-0.1278,57,1
-1.331,122,1
0.2722,53,5
0.7056,499,4
-0.1333,118,1
-2.2286,197,2
0.9762,125,5
0.7229999999999999,105,3
0.5621,65,3
-2.1866,178,2
0.8341999999999999,28,5
0.9155999999999997,127,4
1.5330999999999997,209,4
0.2053,30,4
1.1261999999999999,42,5
0.40790000000000004,168,4
-0.08469999999999997,175,1
-0.5127999999999999,23,1
-0.49399999999999983,591,3
0.7553,64,3
-1.6683,226,2
0.3854,58,5
0.013599999999999998,166,1
-0.4707,122,2
-0.5208,62,3
1.528,211,1
-1.6708999999999998,89,4
0.004500000000000056,97,1
2.5079,171,3
1.6584999999999996,142,3
2.8758999999999997,530,4
-2.639,78,2
0.15090000000000003,44,4
-0.6621,23,5
2.5385000000000004,269,4
0.5096,50,3
0.3916,58,2
-0.028999999999999915,133,5
-0.9206,50,2
-0.0461,93,2
2.7754000000000003,205,5
0.5641999999999997,124,3
0.5146000000000001,126,4
-0.47079999999999994,217,2
0.6904,32,5
-0.43920000000000003,33,5
0.73,25,4
-0.49920000000000003,49,3
-0.4139999999999999,91,2
-0.8673,96,4
-0.8027000000000001,192,1
0.808,23,5
1.2066999999999999,201,4
-0.15760000000000002,22,5
0.704,69,5
-0.09910000000000002,30,4
0.1004,84,1
0.004,33,1
0.06190000000000004,138,4
0.14240000000000003,108,3
-1.119,43,1
-0.8303,42,2
0.2421,72,5
-0.4895,44,3
-3.2923999999999998,324,2
0.008,47,1
-0.28609999999999997,59,1
0.47879999999999995,99,2
0.42400000000000004,60,3
-1.539099999999999,222,3
-0.8654,492,2
-0.6367,58,5
-0.9206,25,2
0.8492,103,4
0.7473,88,1
0.4885,21,5
1.9454999999999998,237,5
-0.15099999999999997,35,2
0.10590000000000001,39,1
1.1340999999999999,147,3
1.3092000000000001,53,5
-0.6517000000000001,181,3
1.0728,64,5
0.2419,30,1
0.32859999999999995,211,2
0.20549999999999996,279,1
2.0764000000000005,903,5
-1.3790999999999998,32,2
0.393,29,4
7.072099999999985,2737,4
-1.9680000000000002,583,2
0.04400000000000004,60,4
6.740499999999995,891,4
0.7585999999999999,229,3
-0.3657,25,1
1.0892,23,5
0.6862999999999999,90,5
1.4617,395,4
0.0081,56,2
9.605099999999986,1311,4
0.8855,25,5
-0.2973,71,2
1.1686,105,4
-1.1836,185,1
-0.3623,22,4
0.7696999999999999,192,3
1.0104,48,5
0.9218,22,3
0.5995,200,4
-0.7618,35,2
-0.8243,54,1
-1.9291,168,1
0.9189,54,3
-0.33799999999999997,72,1
0,24,3
-1.7536999999999998,48,3
0.04009999999999993,154,1
-0.416,55,3
-0.2875,121,2
-0.7705,112,2
0.3555999999999999,80,1
-0.3904,156,1
-1.5908,241,1
-1.4446,89,1
-0.4928,50,4
0.2736,67,3
2.0166000000000004,55,5
0.3716,21,5
0.993,36,5
-0.19699999999999995,116,1
-0.4707,37,1
-2.7083,393,3
-0.2486,26,2
-0.11529999999999996,50,5
3.5325,606,4
0.004,41,1
-0.331,34,1
1.2738,27,4
0.004,29,2
0.10020000000000001,32,3
0.18679999999999983,120,3
0.4604,54,2
-4.344499999999999,545,2
0.45849999999999996,181,4
0.36679999999999996,27,2
0.12490000000000001,27,5
0.6359999999999999,192,3
-0.2205,60,3
0.054200000000000005,22,2
-0.2555,35,4
1.2501,216,5
-2.9139999999999997,138,2
-0.38730000000000003,22,4
0.12890000000000001,27,5
2.5883,231,4
0.6429999999999999,73,5
1.0078,40,4
0.5518000000000004,469,4
-1.5436999999999999,142,1
-0.15120000000000006,105,3
-0.3487,22,3
1.6816000000000002,521,4
0.5064,26,5
0.12490000000000001,49,2
0.016,51,1
0.9053,448,3
1.2216,104,5
3.155900000000001,121,5
-5.411800000000004,1030,1
-0.0857,29,3
0,29,4
1.3982,93,5
0.7512,26,4
-2.0679999999999996,89,3
0.0052000000000002045,237,2
-1.8118,285,3
-1.204,407,1
0.7852999999999999,180,1
0.42410000000000003,90,5
-0.14759999999999998,164,1
0,76,2
0.008,42,2
-0.20410000000000003,106,3
0.31339999999999996,102,3
0.393,54,4
0.44299999999999995,58,2
-0.6776,20,1
0.3473,56,5
0.4482,76,2
-0.3381,90,2
2.4939999999999998,234,4
-2.0793000000000004,403,1
0.49369999999999997,72,5
0.10480000000000002,47,4
0.9934000000000003,436,4
-0.6784999999999998,221,1
-0.8688,382,2
1.5212999999999999,224,3
-0.19970000000000004,114,1
0.004,55,3
0.5749,40,5
-0.9561,80,3
-2.0953,176,1
-0.8692000000000001,71,1
3.5736000000000003,609,5
-0.7131999999999998,987,2
2.7742999999999993,1179,2
0.8509000000000002,219,2
0.6004,39,5
0,57,5
3.2129000000000003,547,4
1.214,27,4
0.3613,86,3
1.0684000000000002,77,3
-0.1702,70,4
1.1418000000000001,398,4
-1.2894,40,4
-1.4809,40,2
0.23020000000000002,33,1
0.5108000000000001,78,3
0.1212000000000002,692,4
-0.0456,42,1
-1.822,138,1
5.589599999999998,467,5
0.26009999999999994,101,1
-0.0048,26,3
-0.22479999999999997,128,2
-3.7795999999999994,1924,5
0.5751,73,2
0.5012,22,5
1.5172999999999999,145,5
1.0730999999999993,384,3
0.4927,50,3
0.8363,317,2
0.06530000000000002,73,4
0.405,27,5
1.0534999999999999,165,2
0.47419999999999995,33,5
0.6491,30,4
0.12510000000000002,25,1
0.25919999999999993,141,5
-0.6707000000000001,44,2
-0.4787,28,3
0.7902,189,5
-0.2017,52,1
0.45489999999999997,29,4
0.2047,90,3
-1.2279,70,3
-1.1369,126,1
0.5718,88,4
-0.5866,104,2
-0.43140000000000006,93,1
0.9389000000000001,122,3
0.12110000000000001,46,1
0.04100000000000015,79,2
-1.642,105,2
0.7116,33,5
0.3796,29,4
-3.2371999999999996,588,3
0.4944,26,4
0.25499999999999995,60,3
0.8002,99,4
-3.3338999999999994,341,1
0.2025,24,4
0.9786999999999999,23,5
0.010100000000000067,90,2
1.8866999999999998,146,4
-0.3255,120,1
4.632900000000001,776,2
0.23159999999999997,38,5
1.1264,163,2
-0.9554,92,1
0.7804,170,3
0.10750000000000001,28,2
-0.6802999999999999,206,3
1.0006,160,3
-0.23959999999999987,109,1
-1.0196999999999998,113,1
0.3756,28,4
0.786,89,1
2.3743000000000003,395,5
-1.7781,440,4
-1.3242,178,2
-0.8863000000000001,120,2
-2.1606,125,3
-0.34199999999999997,35,1
-0.13959999999999997,69,3
0.5146000000000001,126,4
1.0969,77,5
0.2158,37,5
0.3331,51,5
0,33,3
0,30,5
-0.04820000000000005,61,5
-0.2338,76,2
-0.15430000000000005,59,3
0.6689,186,5
2.7531999999999996,342,2
10.021599999999996,2145,4
-0.2726999999999999,65,1
0.8002000000000002,230,5
0.004,24,1
-1.6199,87,1
-1.2394,149,2
1.2682,75,4
1.0729,143,4
0.20780000000000004,158,4
-0.3728,24,2
1.5889,58,5
-0.8399999999999995,345,3
1.2679,31,4
-1.5372,23,1
-0.34600000000000003,50,3
-2.8595999999999986,865,3
-0.19040000000000004,71,4
-1.3310999999999997,148,2
1.3124,115,5
0.01450000000000001,131,3
-1.2891,188,1
0.26009999999999994,101,1
0,20,3
1.1289,77,1
-0.4728,153,1
2.0201000000000002,115,5
-2.544899999999999,393,5
0,24,2
-0.773,76,1
1.3118,420,4
1.3249,41,5
2.4777,807,3
-1.0781,238,3
0.24719999999999998,119,2
0.1026,24,4
-0.42490000000000006,252,4
4.490600000000001,246,5
0.5008,47,5
-0.3785,25,5
0.11309999999999998,109,2
-0.30479999999999996,41,4
0.11610000000000001,66,4
0.3383,34,4
0.5307000000000001,22,5
0.2481,112,5
0.037099999999999966,73,2
0.09770000000000006,112,2
0.1324,78,1
-1.4506000000000001,88,1
1.1236000000000002,528,3
0.008,35,1
-0.30450000000000005,23,3
1.1954,406,2
-1.5219,450,3
0.9951,49,4
0.3756,21,3
0.004,27,3
0.7211000000000003,352,2
-0.5179,46,1
0.1869,51,2
0.3756,25,2
0.3343,136,3
1.5631000000000002,78,4
0.27779999999999994,181,4
3.1251999999999995,304,4
-0.22419999999999993,234,2
0.401,50,5
-0.9269,107,1
2.657,243,4
0.8768,31,5
0.3756,33,1
0,37,5
-1.0065,47,1
1.6795000000000002,90,5
-0.32380000000000003,129,3
-0.17440000000000003,99,3
1.3718,241,5
-1.4002000000000001,349,1
0.4530000000000002,263,2
1.9178000000000002,52,5
0.04700000000000004,75,3
1.8028000000000004,832,4
-1.1163,120,2
0.3559,23,5
6.629599999999998,962,5
0.397,29,4
0.37770000000000004,95,1
-1.0126,152,3
0.7213,114,3
-0.6718,121,1
2.2561999999999998,24,5
-1.6104,413,1
-0.10110000000000002,72,2
0.4887,37,4
9.072699999999996,1023,5
0.012,42,1
-0.48350000000000004,24,1
-2.020599999999999,510,2
-0.42110000000000003,70,3
-0.7634,114,2
0.05069999999999997,38,3
1.1118,46,5
0.3836,50,1
1.2523999999999997,176,3
0.6236,24,4
-0.36680000000000007,119,4
-1.0066,302,3
-1.0673000000000001,161,2
-1.7379999999999995,541,2
0.3836,43,2
0.5601,75,4
-3.0955,444,2
0.29369999999999996,140,1
0.39570000000000005,162,4
1.282,60,4
0.12090000000000001,62,4
0.3716,27,3
-0.3313,39,2
-0.343,19,3
-0.655,38,1
1.6002999999999998,30,5
0.17249999999999993,74,4
0,26,5
3.2286000000000006,487,4
-0.7239,298,2
-0.09340000000000007,52,2
0.6192,148,2
0,24,3
1.0671,80,4
-0.04970000000000008,264,3
1.327,148,4
1.3564,49,4
1.2538,17,5
-0.4647,69,4
-0.34199999999999997,23,1
0.5147,24,5
2.4401,238,3
-1.1389,54,1
-1.5030999999999999,159,1
-1.0989,55,2
0.3685999999999999,73,4
-5.164100000000003,1218,2
1.238,53,5
-0.4706,21,4
0,34,1
0.2028,37,3
-0.27370000000000005,32,2
-0.38789999999999997,23,1
-0.39010000000000006,163,2
7.593199999999997,669,5
0.4168999999999999,370,3
-0.8433,62,1
1.6948,84,2
0.2418,36,1
3.4511,310,4
1.2727,61,5
-1.156,126,2
0.5213000000000001,196,4
1.0993,54,5
-2.2573,178,1
0.7286999999999999,43,3
-1.1514,188,1
-0.19790000000000008,101,5
0.3236,57,3
0.9825000000000002,90,2
1.1315000000000002,352,3
0.2097,75,3
-0.5003,100,5
-0.794,100,4
0.746,251,5
1.0365,144,3
-1.0281,20,1
1.5207000000000002,456,2
-2.3899,677,5
0.15110000000000007,132,4
-0.7589,59,1
1.1482999999999999,104,2
-0.4302,84,3
0,40,1
-0.014100000000000307,786,4
-0.0007999999999999995,21,5
-0.7724,121,2
-0.6268,22,4
0.24509999999999998,55,5
-0.4787,25,5
4.6009,493,3
0.06860000000000006,282,1
0.3756,25,5
-1.5879999999999999,58,2
-0.9502999999999999,205,3
-0.4675,128,1
2.3448000000000007,297,4
-0.2036,53,2
1.4605000000000001,81,5
-2.7368000000000006,514,2
-0.20800000000000007,105,4
-0.12519999999999992,369,3
0.7553,77,2
2.2570000000000014,1133,3
0,21,2
-0.4787,35,2
-0.2584,72,4
2.9260000000000006,21,5
0.004,24,1
-0.3793,94,1
-0.46609999999999907,1625,1
1.0906,88,3
5.195599999999987,2183,3
0.8043,127,5
4.160399999999999,1837,4
-2.8595999999999986,865,3
-0.346,35,1
0.8381,25,4
0.008,35,2
-0.4176,49,3
-0.07250000000000009,86,1
0.3072,45,4
2.8294,470,5
-0.17010000000000008,50,1
0.6092,26,4
0.5760000000000001,145,1
-1.5633000000000001,77,2
0.004,43,2
-1.3347,69,1
-1.8698,108,2
-0.438,28,3
1.1340999999999999,147,3
-1.6189,84,1
-1.1267,255,2
0.7299,46,5
-0.346,73,1
0.08889999999999998,61,3
0.4526,72,5
0.5645,51,3
0.5052,24,4
-1.6006999999999998,48,4
0.35429999999999995,128,4
1.740799999999999,2824,3
-0.9644,344,5
-0.0007999999999999995,28,5
0.33749999999999997,29,4
0.5998999999999999,21,5
-0.8934,46,2
0.004,120,3
0.1646999999999999,135,5
0,29,1
0.08960000000000001,70,1
0.05069999999999997,38,3
-1.1663999999999999,109,2
0.5918,27,5
-0.4794999999999997,500,3
2.4219999999999997,487,4
2.7724,267,4
-0.0905,25,5
0.3412,102,3
-1.3924999999999998,54,2
0.3794999999999999,241,2
1.2961,531,3
-0.5386999999999998,434,4
-3.3379,174,1
-1.5482,243,4
0.004,23,4
0.2411,44,2
0.3899,103,5
0.26149999999999995,105,1
-0.5217,52,1
0.6034999999999999,31,5
0.1405,37,2
0.11529999999999996,101,5
0.1737,248,3
0.526,175,4
2.3530000000000006,627,4
1.1243999999999998,124,4
0.41600000000000026,214,3
-0.06240000000000001,60,5
1.1864,98,4
-0.7255000000000001,164,2
-0.07899999999999993,220,2
0.017699999999999938,25,2
0.10919999999999999,78,4
0.9066000000000001,71,5
-0.0127,29,3
0.7436,52,4
-0.2802,64,2
-1.0986000000000002,377,3
-1.4737000000000002,307,1
0.3173,311,2
-0.10710000000000003,48,3
0.008,29,1
0.6695,67,5
-1.9210000000000003,180,1
0.3363,23,4
1.2348,259,1
1.4527999999999999,85,5
0.3539,24,1
-0.5065,40,2
0.09770000000000006,112,2
0.011200000000000002,75,1
-1.5906,66,1
0.6263,211,3
0.10999999999999999,40,4
1.3559999999999999,113,2
-0.1513,25,1
0.8538,60,5
-0.5975000000000001,363,3
-1.8785,430,4
3.3,206,5
-1.0909,66,2
-3.4913999999999996,164,1
1.6936000000000002,31,5
1.3496000000000001,43,5
0.3378,113,1
-1.5096,105,3
-3.5536999999999996,662,3
0.5896999999999999,119,5
0.8284999999999997,300,2
1.0765,20,4
-0.3942,243,3
-1.9688999999999999,221,1
2.2186,125,2
2.3945,133,5
-1.2245,93,1
0.7472,23,4
-0.586,154,2
0.45389999999999997,77,3
0.2381,46,5
-1.6853,157,1
-0.7041,140,2
0.3123,217,5
-1.1803000000000001,208,4
0.36549999999999994,257,3
0.5307999999999999,210,5
0.3833,117,1
-0.7999,28,1
0.253,77,3
-0.6175999999999999,23,4
-0.11180000000000001,66,1
-0.8441000000000001,68,3
-0.7982,44,4
1.0750999999999997,379,4
0.14800000000000008,119,1
1.4455,24,5
-0.2849,308,1
1.2247999999999999,143,2
0.5521,56,1
0.004,27,3
0.9187000000000001,33,4
0,45,5
-0.055499999999999994,79,3
0.8025,80,3
0.12090000000000001,63,2
-0.0928,77,2
0.8161,40,5
-1.1504,215,3
4.2623,534,4
-0.19400000000000006,117,4
-1.5681000000000003,153,4
0.1131,20,5
-0.42360000000000003,129,2
0.3916,38,4
0.004,54,5
-2.1009999999999995,714,2
-1.3740999999999994,746,3
-0.08429999999999999,126,3
0.42460000000000014,378,2
-0.5215,49,5
-0.6011,92,2
-1.7011,103,1
0.3756,48,5
-1.0211999999999999,31,1
1.4521000000000002,197,2
-0.251,43,2
1.3141,195,5
-0.0857,29,3
-2.3146,141,1
6.217399999999997,690,4
0.8111999999999999,142,2
1.0966,310,4
2.8034,187,4
0.3528,74,4
-0.3869000000000002,132,1
0.9439999999999997,140,4
2.0738,122,5
-0.19519999999999998,68,5
-1.5367000000000002,181,1
1.0579,189,5
0.04859999999999998,31,3
-1.4565000000000001,544,3
-0.2598,53,1
1.109,73,4
-1.8716999999999997,214,2
1.2236999999999998,312,5
0.6241,109,2
-1.5879999999999999,58,2
0,45,1
1.3819000000000004,806,4
-2.1897999999999995,96,3
4.3025,1193,5
0.7078,50,4
-0.4165,81,2
0.5531,125,4
0.3156,88,3
0.8412999999999999,60,3
-3.0593,279,1
0.9641,158,2
0,22,1
-0.9878000000000001,98,2
6.910299999999995,572,5
0.12110000000000001,20,1
0.6650999999999999,216,3
-0.9052,23,3
1.4000000000000001,67,5
0.6552,170,2
-0.7578,37,1
-0.29700000000000004,73,3
1.48,87,5
-1.0739999999999998,154,4
-0.5449999999999999,28,3
0.6009,20,4
-1.6836,266,3
5.059300000000001,506,4
0.33089999999999997,41,5
-0.3722,29,5
-1.1171,75,1
0.8760000000000001,26,4
1.0705999999999998,157,3
0.2411,86,1
0.07400000000000001,41,5
0.3499,39,1
0.19210000000000002,197,4
0.8729,804,5
-0.10310000000000002,37,5
-0.4931,110,2
0.9022,29,5
1.6421000000000001,29,5
0.8649,98,5
1.5189,212,5
-1.5294999999999999,72,2
-0.011300000000000032,84,3
1.3866999999999998,25,3
-0.1935,69,1
-1.6792,365,3
3.5616999999999996,295,4
-0.5740999999999999,157,2
-0.7626000000000001,43,2
2.0576999999999996,618,3
0.08960000000000001,70,1
1.1127,83,4
4.360999999999999,285,3
-0.48229999999999995,69,3
1.6808999999999996,450,4
-0.9094999999999998,368,2
-1.0538,34,2
2.835999999999999,1510,4
-2.2434,210,4
-1.7459000000000002,166,2
0.0032000000000000006,57,1
-0.3129,31,1
1.6311,151,4
-1.7640000000000002,124,2
-1.5593,31,1
0.7326,102,1
-1.4423,33,1
0.5639,75,2
-0.2506000000000001,131,3
1.4585,135,5
-1.0943999999999998,178,2
-0.10770000000000013,110,3
-0.2584,51,1
0.8391000000000001,26,5
0.6910000000000001,32,3
-1.0102,49,2
-0.25390000000000007,217,5
0.19,40,3
0.9995,113,2
0.5066,63,3
0.4862999999999999,244,5
1.4072,89,3
-0.5365,90,3
-1.5034000000000003,161,2
0.010299999999999976,48,1
0.47419999999999995,33,5
-0.769,171,3
1.1952999999999998,277,4
-0.6199,78,4
0,22,5
-0.4188,152,2
-2.727699999999999,883,3
-0.9650000000000005,283,1
0.33230000000000004,28,5
0.41989999999999994,86,4
0.9022,42,4
0.6241,109,2
0.012,34,4
2.4642999999999997,225,2
-0.7706,35,1
0.0161,21,4
0.1016,25,3
0.7694,73,1
0.1692,161,2
0.32440000000000013,210,2
-5.294000000000001,1033,1
1.3971,101,4
0.6050999999999997,41,3
0.7845,45,5
-0.9302,58,4
1.176,424,3
0.7472,45,2
0.008,24,4
0.37479999999999997,31,1
0.004,22,1
2.5659,266,5
-2.5457,143,1
0.4029999999999999,19,4
0.5551,44,5
-0.3327,25,1
1.2574,31,5
0,26,2
-0.3085,54,2
-1.0621,176,2
-0.3825,33,1
-1.5032999999999999,168,3
0.4925,38,3
-0.1018,57,1
-0.2715,45,1
1.9933999999999998,566,5
0.9069,128,3
0.36999999999999994,32,2
-0.1266000000000004,619,4
7.018599999999992,1170,4
-0.9544999999999999,75,2
-0.4759,264,4
0.3756,34,5
0.012,91,1
0.9528,137,4
-0.77,80,3
-0.44200000000000017,314,4
1.2311,232,5
0.006599999999999995,87,1
-0.33390000000000003,42,3
0.004,29,2
1.4743,148,5
-3.393300000000007,3128,3
0.1018,32,4
0.40700000000000003,90,4
0.4132,24,4
1.816,31,5
-0.4139999999999999,91,2
0.11530000000000004,37,2
-0.7978,127,2
0.3526,31,1
-0.6854,69,2
-0.49069999999999975,465,3
0.012,30,1
2.6733,330,1
0.16840000000000005,28,5
-0.0258,29,5
0.7625,93,5
-0.41569999999999996,23,3
0.5518000000000004,469,4
-0.7492,119,3
-0.4706,56,1
-3.159,525,3
0.5012,22,4
-1.9474000000000005,358,2
0.2118,92,1
0.004,32,5
2.4158999999999997,215,5
4.655299999999999,657,1
0.6354,106,5
0.4738,25,4
-0.20750000000000002,62,5
-0.8478000000000001,102,2
-0.013499999999999998,65,4
-0.19420000000000007,429,1
1.0513999999999997,182,5
-0.18270000000000003,53,3
-0.10710000000000003,34,4
-0.7666,27,1
-0.4787,34,1
0.1215,38,5
1.1027,119,3
1.0066000000000002,58,3
0.3774,26,4
2.3446,593,4
1.7352,910,2
0.08459999999999997,163,1
-1.9133,161,2
-1.5501,82,1
-0.17850000000000002,26,5
-1.0002,200,3
-0.346,24,1
-2.1239,239,2
2.7393000000000005,607,4
0.0032000000000000006,33,3
-0.6744,85,5
-0.7025,76,2
0.11559999999999993,37,4
-0.7334,57,1
0.2654,35,5
1.8965999999999994,221,3
0.4494,33,5
-0.044300000000000006,32,5
0.5106,36,3
-0.9703999999999999,143,2
-0.37360000000000004,272,1
0.3736,76,2
0.008,66,3
0.09770000000000001,35,4
2.2479,580,2
1.7026999999999997,121,2
-0.6162000000000001,26,3
2.8025,169,5
-1.0739999999999998,154,4
0.11889999999999967,436,4
-2.4442,252,2
0.469,24,1
0.4141,120,3
-0.4451,45,1
-0.8818000000000001,292,3
2.1403,384,2
1.0837,173,4
-0.4707,32,2
2.0034,144,4
-0.8573000000000001,374,4
0.0968,34,5
1.2673999999999999,99,5
1.235,77,3
0.4842,120,4
0.3716,23,4
-5.011300000000001,792,3
0,29,2
1.3926,272,5
-0.0167,23,4
1.1817999999999997,154,3
-12.400400000000001,1389,1
0.6241,109,2
-1.4027999999999998,1204,3
0,31,1
5.290599999999996,718,5
-0.4949,22,5
-0.0096,22,1
0.01779999999999998,33,4
0.004,32,5
1.594,1048,2
-1.7561999999999993,1596,2
0.7472,27,3
-0.49960000000000004,77,1
-0.5047999999999999,27,3
-0.8655999999999997,143,2
-0.53,167,1
-0.5859,166,3
0.8261999999999999,43,5
-0.7226,60,1
0.3796,32,5
5.6586999999999925,2159,4
0.1442,64,3
-0.37300000000000005,45,4
0.004,23,1
-2.5475,695,3
-0.8088,27,1
0.4293999999999999,409,4
1.5075999999999998,120,5
-1.4383,53,1
0.9220999999999999,190,2
0.5132,38,5
0.2467,188,2
-0.03620000000000004,71,1
-0.3284000000000001,106,4
0.0808,26,5
0.12090000000000001,75,1
1.0952000000000002,516,2
-0.5231,28,3
2.038,132,5
0.5836,66,4
1.1394,78,4
0.9069,128,3
-0.0384,24,4
0.6294,22,5
-1.9841,509,3
-0.9382999999999998,88,1
-0.1378,319,3
3.1611999999999996,228,5
1.3494,124,5
1.3340999999999998,46,5
0.3188,188,2
-0.1018,60,1
4.254199999999999,1134,5
0.6817,59,5
-1.6523999999999999,642,2
0.09250000000000003,47,2
-0.4787,26,3
0.5503,191,3
-1.0328999999999997,481,4
0.7314,60,4
-0.2990999999999999,114,3
-0.49520000000000003,247,4
0.7536,47,5
-0.7706,140,1
0.7605,119,4
0.23559999999999998,212,2
0.5859,49,4
1.5034,156,4
-0.8301000000000001,82,1
-1.3757,107,2
-1.1117,192,2
-0.8340000000000001,154,1
-0.0007999999999999995,55,1
1.3388000000000004,865,3
-0.45940000000000003,35,2
-0.8292999999999999,26,1
2.4532,266,5
0.28479999999999994,176,2
0.45680000000000026,597,1
-0.5429999999999999,107,2
1.4761,142,3
0.10020000000000001,143,3
-0.7040000000000002,543,3
0.5803,122,2
0.7218,24,2
0.0928999999999997,113,2
0.9608999999999999,24,3
-0.2381,98,3
0.8581999999999999,190,5
0,204,1
-3.5106999999999995,715,2
0.1325,162,2
-1.6215999999999997,729,4
0.3922,28,5
2.3561000000000014,1343,4
0.5012,20,4
3.5616999999999996,295,4
