@relation Review_sentiment


@attribute overall_sentiment numeric
@attribute adjective_sentiment numeric
@attribute stars {1,2,3,4,5}
@data
0.004,0,1
0.6650000000000001,1.0471000000000001,3
0.004,0.004,1
3.082900000000001,2.7734000000000005,2
4.956899999999999,5.9503999999999975,4
0,0,4
-0.1795,2.0770999999999997,5
0.007200000000000001,0.004,2
2.1338,2.1298,5
0.8553,0.8601,5
-0.26329999999999987,-0.27049999999999996,3
0.393,0.393,5
-1.4918999999999998,-0.14630000000000004,1
4.1105,3.712000000000001,5
-0.8562999999999998,0.08830000000000002,2
0.3594,0.3554,2
-0.4787,0,2
-0.2973,0.1814,2
0.3962,0.397,3
-0.46430000000000005,0.011200000000000002,3
2.4588000000000005,2.4428000000000005,5
-0.7735,-0.39099999999999996,1
-1.1332,-1.4155,4
0.3694,0.3694,3
-0.8303,-0.3508,2
0.7778,1.1112000000000002,4
0.03420000000000001,0.0032000000000000006,1
0.48889999999999995,0.8801999999999999,3
-0.6335000000000002,1.1019,3
1.3232000000000002,1.6641000000000001,3
1.8795,5.410299999999994,4
-0.9859,-0.7706,2
0.2851,0.2811,3
0.3899,-0.0425,1
0.008,0.004,1
7.177499999999994,6.995699999999996,4
0.746,1.0777999999999999,2
-1.2119999999999997,-1.2279999999999998,2
-0.6688000000000001,0.012,1
4.330999999999999,3.6649999999999996,5
0.703,0.703,4
-0.5552000000000001,-0.10410000000000011,3
1.1897000000000002,1.9773,2
0.3716,0.3716,3
0.3774,0.3694,5
0.4282,0.46680000000000005,5
1.6916,1.9658,3
-1.1262,-0.06380000000000002,1
1.2700999999999998,1.7456,4
0.0012000000000000274,-0.0019999999999999497,2
0,0,4
-3.0219999999999976,-2.029599999999999,2
1.4770999999999999,1.4730999999999999,5
0.07740000000000001,0.08220000000000001,3
4.9472999999999985,3.9848999999999997,5
0.8612999999999998,1.3862999999999999,2
-1.1654000000000004,-0.3540000000000003,3
-1.0234,-0.02040000000000006,2
0.36439999999999995,0.36039999999999994,4
0.09770000000000001,0.0937,4
0.16799999999999998,-0.2596,5
-0.4906,-0.0167,1
0.02,0.008,4
0.18190000000000006,0.17790000000000006,5
0.0711,0,1
-0.22449999999999992,1.138,3
0.16080000000000003,0.2061,1
-0.3399,-0.5971,1
0.6650999999999999,1.2909000000000002,3
0.42469999999999997,0.42469999999999997,5
0.3412,0.3372,2
-0.3356,0.2248,5
-0.07520000000000004,-0.08320000000000005,1
-0.41390000000000016,0.2559999999999999,4
-0.5194000000000001,-0.0167,2
0.27560000000000007,0.7981999999999998,5
-0.8115000000000001,-0.8115000000000001,4
-4.644399999999999,-2.5562999999999994,1
1.7655999999999998,1.7655999999999998,3
-2.1369000000000002,0.004,3
-0.6418999999999999,-0.3066,1
-1.0174,0.24500000000000002,2
-1.204,0.15980000000000005,1
0.004,0.004,3
0.4052,0.4012,3
0.03360000000000001,0.02960000000000001,4
-0.9115000000000001,0.37079999999999996,1
0.0012000000000000274,-0.0019999999999999497,2
-0.9206,-0.9206,2
0.6221,0.6221,5
-1.1783,-0.07289999999999999,1
0,0,5
2.639800000000001,3.6810000000000005,3
0.5146000000000001,0.5106,2
0.035499999999999976,-0.1901,4
-3.0638,-0.9786,5
-1.2011999999999998,-0.538,1
2.9025999999999996,2.2977,5
0.4132,0.4092,4
0,0,1
-1.0415,-0.18429999999999996,1
0.3716,0.3716,4
2.260800000000001,2.0291000000000006,4
0.3042000000000001,-0.4235999999999999,3
3.3987,3.1782,4
-0.8359,-0.005599999999999999,2
0,0,1
1.2982,1.2982,5
-0.9386000000000001,-0.2634,2
0.7315,0.6301,5
-0.7331,0.2114,2
0.5001000000000002,0.5417,1
0.8573,0.8573,5
0.7432,0.7432,4
-0.5174,-0.42599999999999993,4
-0.2529,0.0744,1
1.3615,1.2658,5
-1.327,0.19349999999999995,3
1.6940999999999997,2.1704,4
0.5435,0.7459,5
0.5287999999999999,0.953,5
0.9073000000000002,2.3674999999999997,2
0.47740000000000005,-0.1926,3
-1.2320000000000002,-0.8988,2
0.5164000000000001,0.9077000000000001,4
0.2097,0.8849,3
0.8448,0.8448,3
-0.3944,0.8609,2
-0.7811000000000001,0.3796,1
0.9347,1.2738,1
1.3577,1.3497,4
0.1255,0.1215,4
2.0368999999999997,2.0328999999999997,5
0.004,0,2
-2.6083,-1.7746000000000002,1
0.49429999999999985,2.9891,5
-0.1996,-0.2036,3
0.8808,0.8728,5
-0.02719999999999998,-0.026399999999999983,1
1.4423,0.8895,5
1.6275999999999997,1.6235999999999997,5
0.004,0.004,1
0.24839999999999998,0.3756,1
0.2704,0.6489,4
0.9524999999999999,0.7424,4
-0.31989999999999996,-0.3143,2
2.639800000000001,3.6810000000000005,3
1.8316,1.8235999999999999,3
-1.2964,-1.1069,2
0.46649999999999997,0.46649999999999997,3
-1.0236999999999998,-0.1473,2
0.004,0,3
0.07540000000000013,-0.40379999999999994,4
-2.5734999999999997,-1.3946,1
0.4448,0.4416,3
-0.9464,-0.8605999999999999,3
0.6073999999999999,0.3716,4
-0.0096,-0.0096,1
-0.4909,-0.017,3
0.5954,0.5954,3
-0.38530000000000003,0.5862999999999999,1
0.5828,0.5828,5
-0.13,0.3487,4
4.2404,4.341399999999999,4
-1.2001000000000002,-0.49449999999999994,5
0.9336,0.9336,4
0.5012,0.5012,2
-0.911,-0.2159,2
-0.9046,-0.9046,3
-4.258099999999999,-0.8305999999999997,2
-0.32940000000000014,0.4003,4
0.2158,0.2158,5
0.9096999999999998,0.9638999999999999,2
-0.15309999999999999,0.2132,1
2.2811000000000003,2.0458000000000003,5
0.5639,0.5639,2
-2.8719999999999994,0.2827000000000002,3
0.1169,0.1169,5
0.393,0.393,5
0.03190000000000004,0.5106,3
-0.8346,0.2147,2
-2.0283999999999995,-0.9811000000000001,1
0.1169,0.1169,5
0.9677,0.9677,5
1.4741,1.4701,1
0.195,0,1
0.5098999999999999,0.5098999999999999,5
-0.1665,-0.1705,1
1.8278999999999999,1.6178,5
1.0993,1.9078999999999997,2
0.2291,0.2291,5
-0.8978999999999999,-0.3819,1
1.4059,1.7325,5
-1.0231999999999999,-0.1493,3
-2.3606,0.5673999999999999,2
-0.77,-0.5725,3
-0.9956000000000002,-0.5241,1
-0.08569999999999997,-0.013000000000000001,1
0.901,0.5456,2
-0.6153,0.004,4
0.06050000000000001,0.10260000000000001,3
1.5704,0.7951000000000001,2
-5.235400000000002,-0.7031000000000001,4
-0.32180000000000003,0.008,2
1.2358,0.6887000000000001,4
0.5395,1.2100000000000002,4
-0.7099,-0.7099,2
-0.021,-0.021,1
-0.3865,0,3
0.7828999999999999,0.1169,5
-0.42489999999999994,-0.4240999999999999,4
1.5309999999999997,1.0825999999999998,4
-0.2185000000000001,2.0204999999999997,3
1.1075,1.3063,4
0.9826,0.6546000000000001,4
-3.2371999999999996,-3.2874,3
-1.5683999999999998,-1.1146999999999998,1
0.2384,0.2384,4
0.18439999999999995,1.0708,1
0.9155999999999997,1.5674000000000001,4
0.47740000000000005,-0.1926,3
-0.7634,-0.7626,2
0.8998999999999999,1.3579999999999999,5
-0.9755,-0.5262,2
0.14229999999999987,0.4012,3
-4.108500000000001,-0.20349999999999974,2
1.337,1.329,5
-0.12410000000000027,1.5850999999999997,4
1.0271,1.0271,5
-3.8415999999999997,-2.9837000000000002,2
-1.2916,0.49479999999999996,1
-0.01090000000000002,0.3756,2
0.3399,0.393,4
-1.3930999999999998,0.5364999999999996,2
0.7098,0.7098,5
0.23080000000000012,0.2268000000000001,2
-0.4126999999999999,0.4423,1
0.7942999999999998,1.2737999999999998,3
0.401,0.397,5
0.9736,1.4451000000000005,3
0.3882,0.393,4
-0.0007999999999999995,0.004,1
-1.0503000000000002,-0.0849,1
0.4863,0.4863,4
-0.8733000000000002,0.1259999999999998,3
1.7944,5.2302,2
-0.7409,-0.7569,1
-0.2929,-0.3049,1
0,0,4
0.12490000000000001,0.12090000000000001,5
-0.3542,-0.0007999999999999995,1
0.008,0,5
-0.1395,0.008,3
-0.2489,0.5241,3
0.008,0.004,5
-0.2973,0.1814,2
1.0762999999999998,2.780900000000001,2
-0.9002000000000001,0.3882,1
0.7055,0.6975,4
0.004,0.004,4
0.3046,-0.1786,2
-0.7305999999999999,0.397,3
0.4973999999999999,0.8838999999999999,2
1.6106,1.6066,4
1.4385999999999999,1.3848,1
0.3836,0.3796,5
-0.579,-0.0425,2
-0.05989999999999995,0.468,5
-2.5805999999999996,-0.3285,1
0.09020000000000002,0.08620000000000001,3
4.131599999999995,4.3835999999999995,4
1.4317999999999993,4.746499999999999,3
-1.4785,-1.4425999999999999,4
0.6766000000000001,1.0076,3
0.6169,0.6137,5
0.004,0,5
-0.3115,0.3597,3
-0.21249999999999994,-0.37009999999999993,3
1.0952000000000002,1.0802,2
-8.691600000000001,-3.3825000000000003,1
1.1002,1.101,4
-1.204,0.15980000000000005,1
-0.9293,0.098,2
0.5801000000000001,0.5761000000000001,5
-0.12619999999999984,0.9471999999999999,1
-2.8254,-1.672,3
-0.4384,0.0981,1
-0.5251,0.004,2
-1.1867,-0.9059999999999999,4
0.2458,0.2418,5
-2.0234,-0.8227,5
0.7251,0.7299,5
1.0631000000000002,2.92,4
-0.20670000000000002,0.3716,2
-1.9571999999999998,-1.4207,2
0.3836,0.3796,2
-1.2341,-1.2381,4
2.5657,2.8565,5
-0.4743,-0.17049999999999998,2
-0.0776,0.004,1
-0.7129999999999999,-1.0747,3
0.25999999999999995,-0.005599999999999999,3
0.3962,0.3962,4
0.8259,0.8307,5
-0.10110000000000002,-0.10110000000000002,1
0.0021999999999999797,-0.0018000000000000238,3
0.2238,0.004,1
-0.7932000000000001,-0.27640000000000003,3
0.008,0,1
2.2851,2.2851,5
0.17009999999999986,1.1635,5
2.7724,2.8766000000000003,4
-3.6273000000000004,-2.0246,3
0.014000000000000009,0.22360000000000002,4
0.5111000000000002,2.5472,3
-2.5567,-2.111,2
0.2761,0.3694,2
0.004,0.004,5
-0.4747,0,4
-1.4214999999999998,0.20629999999999996,2
-0.2596,-0.2636,4
-2.9899,-0.9666,1
-2.8429999999999995,-1.6063,3
4.131599999999995,4.3835999999999995,4
0.2641000000000001,0.03629999999999997,1
-0.23209999999999997,0.5741,4
-0.416,-0.42,3
1.1240999999999999,0.8059,3
0.19390000000000002,0.09770000000000001,1
-0.7705,0.037599999999999995,2
1.3092,1.3052,1
0.4465,0.741,2
-2.3479,-0.6249,2
0.036899999999999995,0.07819999999999999,4
0.48069999999999985,-0.046000000000000096,3
1.1943,1.0386,1
-0.2575,0.129,4
-0.9202,-0.7979999999999999,2
0.4759,0.3797,4
-0.5056000000000003,-0.38820000000000027,2
0,0,4
-0.2541,-0.2541,1
0.8187,1.6904,4
0.9722999999999999,0.9971,5
-0.7536,0.11390000000000002,2
0.3173,0.4607999999999999,2
1.0066000000000002,1.0066000000000002,3
0.43149999999999994,0.32059999999999994,2
-2.0536,0.12459999999999999,1
0.30529999999999996,0.30529999999999996,5
0.3922,0.3882,3
-0.5718000000000002,0.5661,1
0.2243,0.2291,4
-0.5696,0.473,5
-0.4060000000000001,0.8465,1
-0.005400000000000023,0.0004999999999999657,4
-0.6164000000000001,0.44060000000000005,5
0.6293,0.38549999999999995,3
0.79,0.79,5
0.6353,0.2029,5
-0.3562,0.004,3
-1.2244999999999997,-0.7562999999999999,4
-0.3487,-0.3487,3
-0.2796,-0.29560000000000003,5
0.012,0.004,1
-1.8725999999999998,-2.1589,1
0.04970000000000012,0.7630000000000001,5
-0.3296,-0.3296,2
-2.7163999999999997,-0.8653,3
0.7283000000000001,0.2935000000000001,5
-0.8612,0,2
1.7844000000000004,2.9172999999999996,5
-1.6214,-1.6214,3
0.393,0.393,4
-0.1413,-0.23530000000000004,1
0.264,0.019699999999999995,1
-0.9859,-0.7706,2
-1.15,-0.6465,1
0.8577,0.8537,3
1.2115000000000002,1.0165000000000002,5
1.5807,1.3857000000000002,4
0,0,3
-1.0019,-0.6708999999999999,2
0.2106,0.2106,5
0,0,3
1.0414,1.3732,3
-0.15760000000000002,0.7484000000000002,2
-0.5066999999999999,-0.7725,2
1.3340999999999998,1.3300999999999998,5
3.9517,4.0518,4
-0.11130000000000001,-0.11130000000000001,1
0.004,0.004,1
-0.12119999999999992,0.681,3
0.47169999999999995,0.47169999999999995,4
2.782,2.7779999999999996,4
0,0,1
-0.009600000000000053,-0.013600000000000056,4
-1.2964,-0.49219999999999997,1
1.9486000000000003,1.488,5
0.7185999999999999,0.5971,5
0.4778,0.4778,3
-1.434,-0.020800000000000027,1
0.8091000000000002,0.8782000000000001,4
0.08459999999999997,1.3512,1
-1.0507,-0.7433,1
0.582,0.5012,5
0.8944,0.8096,2
-0.4687,-0.4727,2
0.37249999999999994,-0.1819,5
-1.156,-1.0896,2
1.0793,1.0793,4
0.7432,0.7432,2
0.9728999999999999,0.9386999999999999,1
-1.1978,0.488,2
-0.3487,-0.3487,3
-0.3793,0.0032000000000000006,5
-0.5383999999999998,0.8740999999999999,3
0.8681,0.8641,5
0.5814999999999999,0.5814999999999999,4
0.004,0,3
-0.738,-0.4607,4
-0.6399,-0.3089,2
1.3096,0.10580000000000002,5
0,0,3
-0.47529999999999983,0.6219,4
0.15930000000000016,0.9006000000000001,3
0.264,0.019699999999999995,1
0.393,0.393,4
1.3219,1.7926,2
0.3721,0.2767,5
3.9007000000000005,5.1268,3
0.373,0,2
1.8278999999999996,3.5827,3
0.3774,0.3734,5
0.23460000000000003,0.5775,1
-1.3319999999999999,-1.3359999999999999,4
0.8588,1.0713,1
-0.30699999999999994,-0.25239999999999996,3
0.231,0.004,1
1.6299000000000001,2.9143,4
0.4715,0.4965,4
0.6334,0.3756,2
-0.4747,0.004,1
2.1690000000000005,2.8149,4
-0.6447,-0.31370000000000003,1
0.9294,0.5991,5
1.0751000000000002,1.0751000000000002,4
1.5473,1.5473,5
1.7582000000000009,2.0979,3
0.5303,0.5303,5
0.004,0,5
0.3872,0.3226,4
0.1874999999999998,1.5776000000000003,3
-0.0817,0.397,1
-0.3275,-0.3355,1
-0.6952,-0.36619999999999997,4
0.19159999999999988,0.0941999999999999,5
-1.0704,-0.39899999999999997,2
0.5061,0.5061,2
0.5955,0.5955,5
-0.2422,-0.069,4
-0.31079999999999997,-0.8539,3
-0.6291,-0.6291,2
0.2723,0.09680000000000005,2
-0.7666,-0.7706,1
0,0,3
-0.6502000000000001,-0.02260000000000001,2
0.4836999999999998,1.1699000000000002,5
0.30419999999999997,0.04239999999999999,5
0.5270999999999999,0.8601,3
-9.385300000000004,-3.1779999999999995,2
-1.0202,-0.4647,1
-0.04459999999999986,-0.04459999999999986,3
1.2224000000000004,2.0326,4
0,0,2
0.3716,0.3716,4
-0.014900000000000024,0.3716,4
-0.3720000000000001,-0.3760000000000001,5
1.3845,1.3845,4
-0.6762999999999999,-0.9604999999999999,2
-0.8391,-0.5438999999999999,2
3.117399999999999,5.617299999999998,4
0.5092,0.5052,5
-1.1743000000000001,-0.8412999999999999,3
0.7852999999999999,0.7912,1
2.719,3.52,3
-0.39130000000000004,-0.0048,2
0.4471000000000001,0.4391000000000001,2
-0.43350000000000005,-0.0048,1
-0.4587,0.004,1
-1.1282999999999999,1.3665000000000003,4
1.4392,1.4392,5
-0.7985,0.016,3
0.4988,0.4948,3
0.08309999999999998,1.1964,4
-0.5999000000000001,0.4218999999999999,3
2.9705,2.7115,3
-0.26159999999999994,0.08380000000000004,1
1.8462999999999998,1.4949,5
0.12090000000000001,0.1169,2
-1.018,-0.314,1
-0.9699000000000001,0.27479999999999993,4
-1.8759,-0.6212000000000001,2
-0.2995000000000001,0.8051999999999999,5
-0.6809000000000002,-0.09900000000000006,1
-0.14889999999999998,0.3756,4
-1.1555,-0.4186999999999999,2
0.43989999999999996,0.6152,2
0.4818,0.397,5
-0.0434,-0.038599999999999995,1
-0.4938,0.008,1
0.25389999999999996,0.24989999999999996,3
-0.7666,-0.7666,2
3.1086,2.7951999999999995,5
0.35930000000000006,0.35530000000000006,1
1.295,1.295,2
2.646,3.0191,3
1.2105,1.2105,4
2.2615,2.1147,3
-0.3129,-0.3129,1
1.7273999999999998,1.0823999999999998,5
-0.30939999999999995,0.5362,4
-0.1553,-0.1553,3
0.48529999999999995,0.48129999999999995,5
1.1148,1.1148,5
0.42669999999999997,0.8974,3
0.4925,0.4925,5
-1.3275000000000001,-1.5117000000000003,1
0.5196,0,5
0.05570000000000004,0.7652,3
0.9471,0.20369999999999996,4
0.007200000000000001,0.008,2
0.7432,0.7432,4
0.6693,0.3507,4
-0.1565,0.6125,1
0.004,0,5
0.3567,0.3567,2
0.36609999999999965,0.8434,3
3.7003000000000004,3.4036000000000004,5
2.6071,2.6030999999999995,5
0.872,0.5737999999999999,4
1.0144,1.0064,1
-1.3410000000000002,0,1
-0.39899999999999997,-0.39899999999999997,1
-0.06080000000000005,0.3574,1
2.1431,1.7702,3
-0.4787,0,3
0.6990999999999999,0.6990999999999999,3
0.036900000000000044,1.4232,2
2.5854000000000004,2.3596000000000004,4
0.007200000000000001,-0.0007999999999999995,3
-0.2715,-0.2715,3
-1.2405000000000002,-0.8832000000000001,1
-4.977699999999999,0.9035999999999998,2
-0.31040000000000006,0.022999999999999854,3
0.7017,0.1051,2
1.3971,1.3971,4
0.3796,0.3716,4
1.5677999999999999,1.3537,5
0.12019999999999997,0.11219999999999997,5
-3.6765999999999988,-0.6079000000000001,1
0.04479999999999998,0.5235,2
-0.9825999999999999,-0.3737,3
-1.3659000000000001,-1.3659000000000001,2
0,0,2
0.7789999999999999,0.3394,1
-0.7888999999999999,-0.323,2
0.6709,0.6709,5
0.477,0.3796,4
-0.2550000000000001,0.5899,1
0.5139,0.5139,5
-0.5643,-0.08560000000000001,4
-0.7006,0.0201,2
3.9436999999999998,4.3743,4
-0.6276,0,5
-0.14100000000000007,0.6692,4
0,0,2
0.23949999999999988,0.29680000000000006,2
0.1131,0,5
0.401,0.393,5
0.9348000000000001,0.004,5
-2.3354999999999997,1.6387,2
-1.2405000000000002,-0.8832000000000001,1
-1.0530000000000002,1.0083,3
-0.0048,-0.0048,1
-1.3517000000000001,-0.475,1
-1.9870999999999999,-1.8971999999999998,1
1.0669,1.1904,2
1.2502,1.0064,4
1.8958,2.4794,4
0.9149,0.9069,5
-2.4151000000000007,-0.454,1
0.5701,0.7339,1
0.231,0.004,1
1.8839999999999997,2.4038,3
0.08889999999999998,-0.010800000000000032,3
2.1987,2.1947,4
0.6199,0.28269999999999995,3
1.041,2.3695,2
0.008,0.008,4
0.4832,0.004,4
-1.2428,-0.6985,2
0.22049999999999992,0.6083,2
1.6171,0.9355,3
0.3922,0.3882,5
-0.8127000000000002,-0.05470000000000014,3
1.3199999999999998,1.1298,5
0.43300000000000005,-0.10609999999999999,2
-0.08980000000000007,-0.6329,3
-0.08630000000000004,-0.09430000000000005,1
0.004,0,4
2.693,2.1824,3
1.0625,0.9611,2
0.6993,0.6913,5
-0.29530000000000006,-0.29050000000000004,3
0.7274,0.7274,1
-1.1514999999999997,-0.8049999999999999,2
-0.30450000000000005,0.5052,4
