@relation Review_sentiment


@attribute token_number numeric
@attribute normalized_overall_sentiment numeric
@attribute normalized_adjective_sentiment numeric
@attribute normalized_noun_sentiment numeric
@attribute normalized_verb_sentiment numeric
@attribute stars {1,2,3,4,5}
@data
30,36320,36053.3,0,266.667,5
90,-5532.22,5613.33,-9002.22,-2143.33,5
71,830.986,830.986,0,0,1
248,10706.5,10618.1,-3100.81,1015.32,4
400,16876.5,9434.25,2046.75,4047.75,5
222,-2535.14,377.477,-1210.36,-1680.63,1
33,14490.9,14490.9,0,0,5
33,3427.27,3427.27,0,0,5
183,-11612,-9537.16,-2074.86,0,4
93,13721.5,13773.1,-51.6129,0,5
59,26306.8,26252.5,54.2373,0,5
66,-10193.9,-5101.52,0,-5092.42,1
84,35988.1,35988.1,0,0,5
44,45520.5,45520.5,0,0,5
46,15091.3,8165.22,0,6926.09,5
324,5256.17,2504.01,61.7284,777.16,5
30,25216.7,13636.7,0,11580,5
159,9505.66,12785.5,-8003.14,4723.27,5
38,39623.7,26292.1,0,13331.6,5
26,16269.2,16269.2,0,0,5
427,1665.57,2991.33,-2353.63,1027.87,5
115,3650.43,5367.83,0,-1717.39,5
302,2662.58,3960.93,-1295.7,-2.64901,5
29,17262.1,17262.1,0,0,5
109,12999.1,14804.6,-1805.5,0,5
36,16038.9,10916.7,0,5122.22,5
165,2384.85,2336.36,0,48.4848,2
41,-42007.3,-30429.3,97.561,0,5
111,8885.59,8781.08,104.505,0,5
98,2213.27,2172.45,40.8163,0,1
25,35928,35768,160,0,5
25,14864,14864,0,0,5
92,20113,13018.5,86.9565,7007.61,5
192,21763,16558.9,-4.16667,5208.33,5
204,-14176.5,-8621.08,-4626.47,-928.922,1
26,-1288.46,16784.6,-18073.1,0,5
45,2686.67,2597.78,88.8889,0,4
50,19490,17714,80,80,5
41,380.488,97.561,282.927,0,5
218,4891.28,5348.62,-2357.8,1900.46,5
34,21911.8,21794.1,0,117.647,5
325,5926.46,4108.62,-1183.69,1342.77,3
142,12703.5,12748.6,28.169,28.169,4
28,30007.1,29864.3,142.857,0,5
40,18780,18780,0,0,5
39,34264.1,34264.1,0,0,5
29,3196.55,0,0,3196.55,5
33,16475.8,16475.8,0,0,5
22,-9913.64,-9913.64,0,0,5
39,9528.21,9528.21,0,0,5
26,27423.1,27423.1,0,0,5
66,-8816.67,-12328.8,0,3512.12,2
82,253.659,112.195,141.463,0,5
26,0,0,0,0,5
41,20907.3,20907.3,0,0,5
23,0,0,0,0,5
260,1383.08,2400.77,-1328.46,0,4
23,0,0,0,0,5
204,5622.55,4666.67,0,955.882,5
21,35776.2,35776.2,0,0,5
21,9176.19,9176.19,0,0,5
44,11481.8,11390.9,90.9091,0,5
78,12224.4,10821.8,102.564,1300,4
20,11375,11375,0,0,5
24,25187.5,15483.3,166.667,9537.5,5
350,-1943.43,1156,-1918,186.286,3
42,21421.4,21421.4,0,0,3
101,8375.25,9584.16,3451.49,79.2079,4
23,347.826,347.826,0,0,5
706,2903.4,4434.28,-1130.88,-405.666,4
305,10742,13009.8,-2442.95,206.557,5
23,347.826,347.826,0,0,5
32,-150,0,0,-150,1
66,0,0,0,0,5
32,11362.5,11237.5,125,0,1
20,18780,18580,0,200,5
107,12823.4,9317.76,2675.7,74.7664,5
33,23239.4,23384.8,-145.455,0,4
132,5544.7,7384.85,0,1786.36,4
64,20400,23062.5,-7968.75,5306.25,5
28,4603.57,4317.86,142.857,142.857,5
27,-1755.56,5051.85,0,-6807.41,5
78,-14783.3,-9828.21,-4955.13,0,1
113,-9023.89,-5616.81,35.3982,-3442.48,1
891,7565.1,8362.85,-1014.25,-187.654,4
153,1300,7044.44,-3469.28,-2275.16,4
41,27426.8,34961,0,-7534.15,5
46,21676.1,21589.1,0,86.9565,5
338,7302.96,10866.3,-3845.56,282.249,4
73,19415.1,19415.1,0,0,4
100,2528,3756,0,-1228,5
38,12255.3,12276.3,-126.316,105.263,5
160,8293.12,9231.87,-5063.75,2723.12,5
61,9070.49,9004.92,65.5738,0,5
48,2218.75,2218.75,0,0,5
105,-137.143,-45.7143,-45.7143,-45.7143,2
38,-134.211,9826.32,-10065.8,105.263,4
21,35161.9,35390.5,-228.571,0,3
115,10037.4,9967.83,0,69.5652,1
24,16375,16375,0,0,5
49,-8157.14,9546.94,0,-17704.1,1
230,-3818.7,-1486.09,0,-2332.61,5
23,13656.5,4521.74,0,9134.78,5
30,-13100,0,0,-13100,1
40,45175,44975,100,100,5
63,6301.59,6301.59,0,0,5
50,80,0,80,0,5
69,-25005.8,-25121.7,115.942,0,1
243,8012.76,5904.94,1194.65,913.169,5
23,17260.9,17260.9,0,0,5
20,50790,50590,0,200,5
50,1890,1890,0,0,3
18,21833.3,21833.3,0,0,5
75,33525.3,31778.7,3764,0,5
132,9459.85,6758.33,2737.88,0,5
129,-6078.29,-9810.08,120.93,3610.85,1
61,-673.77,118.033,-791.803,0,4
139,-2991.37,5677.7,-2780.58,-2444.6,1
112,23357.1,11010.7,71.4286,12275,5
70,-11037.1,1322.86,-5521.43,0,3
250,-2657.2,-452.8,-22.4,-2182,1
384,-65.625,3312.24,-2884.38,-493.49,1
2493,963.217,2153.67,-1146.77,147.814,2
82,17645.1,27535.4,-9890.24,0,5
100,6761,4815,0,1946,5
369,27747.4,22100.3,0,3346.88,5
66,-6566.67,-6566.67,0,0,1
27,0,0,0,0,4
964,7007.78,7645.95,-57.5726,-134.44,5
230,3061.74,3662.61,-1508.7,907.826,4
28,50364.3,50364.3,0,0,5
21,0,0,0,0,5
83,4119.28,965.06,48.1928,3106.02,1
358,6602.23,4856.15,1690.22,55.8659,5
152,4755.92,8569.74,-3840.13,26.3158,5
66,-1498.48,1604.55,-3103.03,0,4
22,15636.4,363.636,0,15272.7,5
64,24043.8,20681.2,62.5,3300,4
60,-1245,-8518.33,66.6667,7206.67,5
92,10123.9,10080.4,43.4783,0,5
102,6344.12,7364.71,0,-1020.59,5
25,30744,30744,0,0,4
235,9011.91,7793.62,1201.28,17.0213,5
27,18711.1,18711.1,0,0,5
27,-28744.4,-28892.6,0,148.148,4
31,38067.7,38067.7,0,0,5
23,-34.7826,173.913,-208.696,0,1
156,100.641,-1075.64,-309.615,1485.9,5
55,21467.3,19550.9,145.455,1770.91,5
612,4718.79,7367.32,-2178.92,0.490196,5
101,12133.7,12572.3,-478.218,39.604,5
54,24444.4,20922.2,-14.8148,0,5
346,1021.1,2044.8,-1130.92,107.225,3
1007,913.505,2197.62,-1900.79,81.3307,4
23,4113.04,4113.04,0,0,5
127,13293.7,21618.9,-5762.99,62.9921,5
569,3575.92,3648.86,-476.801,647.1,5
89,18566.3,22983.1,-5775.28,1358.43,5
103,5674.76,523.301,0,3297.09,4
67,17756.7,23346.3,-5708.96,119.403,5
45,2226.67,2226.67,0,0,5
44,154.545,0,263.636,-109.091,5
106,10071.7,7199.06,37.7358,2834.91,5
24,28412.5,28412.5,0,0,5
1066,6198.12,6678.52,-532.645,1399.44,4
23,17260.9,17260.9,0,0,5
142,-2059.86,-2116.2,56.338,0,4
46,8395.65,8308.7,0,86.9565,1
152,10547.4,13644.1,26.3158,26.3158,5
20,30005,30005,0,0,5
32,0,0,0,0,5
66,0,0,0,0,5
440,306.364,5252.73,-4700,-246.364,3
36,37586.1,37586.1,0,0,5
96,4766.67,4725,0,41.6667,5
31,8316.13,8058.06,129.032,129.032,4
268,-5580.97,1363.43,-2652.24,-2505.97,2
54,7788.89,8505.56,0,-716.667,5
54,32264.8,32279.6,74.0741,-88.8889,5
39,-17256.4,-7448.72,-9910.26,102.564,5
40,4970,4970,0,0,5
27,28318.5,28318.5,0,0,5
165,1384.85,5912.12,48.4848,-4575.76,2
26,29476.9,29476.9,0,0,5
40,26765,26765,0,0,5
37,38527,38527,0,0,5
28,232.143,14035.7,-13803.6,0,5
382,-8453.14,-5830.89,31.4136,-147.382,3
134,8929.85,8900,0,29.8507,5
35,39340,39225.7,114.286,0,5
57,17143.9,6577.19,10566.7,0,5
24,55779.2,55779.2,0,0,5
88,227.273,90.9091,45.4545,90.9091,5
97,6034.02,4510.31,-3984.54,0,5
442,-1160.41,-1158.82,9.04977,-10.6335,5
99,12222.2,9678.79,0,2543.43,5
107,-3669.16,1307.48,0,-4976.64,4
441,-4094.1,-3324.49,-763.039,-6.57596,3
23,-15043.5,-15043.5,0,0,1
22,18045.5,17863.6,0,181.818,5
92,16616.3,13013,-4201.09,7856.52,5
59,-24345.8,-18333.9,-6011.86,0,1
22,4427.27,4427.27,0,0,5
32,-36034.4,-24081.2,-11953.1,0,5
359,-2180.5,2662.4,-4155.15,645.682,1
62,9927.42,9927.42,0,0,4
41,-9426.83,0,-9426.83,0,5
49,7746.94,7746.94,0,0,5
321,3836.76,3744.55,-427.726,2011.21,5
67,19685.1,19756.7,-71.6418,0,5
391,2334.53,4548.08,-1706.39,-494.885,5
34,27450,38817.6,-11367.6,0,5
24,-29550,4041.67,-33591.7,0,5
25,29888,29728,0,160,5
22,28022.7,28022.7,0,0,5
35,8831.43,8717.14,0,114.286,5
60,-8595,18548.3,-11186.7,0,1
204,-6817.16,-5520.1,0,1049.51,2
28,13414.3,13414.3,0,0,5
64,7612.5,62.5,7487.5,62.5,4
237,-902.954,3626.58,-2195.78,-2313.5,5
585,6905.13,7112.48,-1125.98,935.043,5
143,-7146.85,-7113.29,0,-33.5664,1
190,5681.58,7222.11,21.0526,-1561.58,5
37,-451.351,-451.351,0,0,3
150,17812,15924,0,614.667,5
17,35347.1,35111.8,0,235.294,5
328,9641.77,11815.9,860.671,-101.22,5
603,2253.07,3345.61,818.408,-564.179,1
72,1494.44,1505.56,0,-11.1111,1
44,9022.73,9022.73,0,0,5
80,50,50,0,0,5
29,37675.9,37537.9,0,137.931,5
49,7618.37,246.939,0,7371.43,5
35,-35694.3,-22017.1,0,0,3
45,0,0,0,0,5
49,-7806.12,0,-7887.76,81.6327,4
61,-6075.41,1772.13,0,0,2
140,10274.3,8475.71,0,1770,5
464,4205.17,2355.82,-1271.77,2700.86,1
173,-21071.1,-14109.8,-2739.31,1312.14,1
51,8556.86,78.4314,0,8478.43,5
513,10483.8,11293,15.5945,-9.35673,4
395,3570.13,3685.06,-1830.38,350.633,5
40,-3637.5,6025,-9662.5,0,1
54,7138.89,7138.89,0,0,3
161,505.59,1144.1,-663.354,24.8447,2
67,9129.85,7688.06,59.7015,1382.09,1
24,19762.5,19762.5,0,0,5
965,5443.83,5496.17,-484.456,1222.18,5
106,4140.57,4086.79,0,53.7736,4
19,10263.2,210.526,0,10052.6,5
28,18189.3,18189.3,0,0,5
97,13808.2,15501,-7969.07,6276.29,2
50,-18554,-18554,0,0,1
428,3525.47,3839.49,9.34579,9.34579,5
251,16370.9,9575.7,15.9363,6018.33,5
86,32611.6,32565.1,0,46.5116,5
169,-9280.47,-6595.86,47.3373,-2731.95,1
298,7319.8,7279.53,13.4228,26.8456,5
39,28551.3,12138.5,4635.9,11776.9,5
144,7830.56,9881.25,27.7778,-2045.14,5
32,50334.4,50084.4,125,125,5
2207,5022.02,4451.7,-503.398,225.057,5
50,4178,20302,-16124,0,5
26,0,0,0,0,5
62,29387.1,25241.9,0,4222.58,5
104,16164.4,17363.5,-3677.88,2478.85,5
51,-6101.96,1374.51,0,1909.8,2
114,23841.2,23848.2,-7.01754,0,5
358,-5439.66,-2690.78,-1874.86,-874.022,2
24,25425,25258.3,0,166.667,4
35,39468.6,25662.9,13805.7,0,5
243,2964.61,3977.78,1178.19,-2191.36,4
283,-2.82686,14.1343,0,-16.9611,5
26,20784.6,14292.3,10400,-3907.69,5
27,300,300,0,0,1
32,-12078.1,0,-12078.1,0,5
153,-3090.2,-1286.93,-360.784,-1442.48,1
190,8163.16,8820,-54.7368,1177.89,5
25,-30664,-30824,160,0,5
22,16890.9,16890.9,0,0,4
103,3392.23,3093.2,-3107.77,3406.8,5
23,77000,77000,0,0,5
95,9267.37,9225.26,0,42.1053,4
20,29455,29455,0,0,5
173,4301.73,9153.18,-2739.31,-2112.14,5
118,2311.86,4929.66,0,-2617.8,5
27,21355.6,21355.6,0,0,3
49,33812.2,17975.5,81.6327,15755.1,5
49,10420.4,10338.8,0,81.6327,5
30,27070,33576.7,-20920,14413.3,5
25,0,0,0,0,5
99,-7380.81,-16.1616,-3904.04,-3460.61,4
1033,-5124.88,1953.53,-7839.01,765.247,1
109,18858.7,14855,0,4003.67,5
212,-697.642,3561.32,-2454.72,453.774,1
36,-12869.4,427.778,0,0,5
635,5529.29,5670.87,-1034.65,45.3543,5
79,-19001.3,830.38,-16568.4,-3263.29,3
24,25483.3,25316.7,0,166.667,5
1337,5131.79,4832.09,-1404.19,1870.91,5
27,13763,13763,0,0,4
376,18415.7,15244.9,-357.713,3528.46,5
67,26443.3,26443.3,0,0,5
23,21587,21587,0,0,5
39,205.128,102.564,0,102.564,1
84,-19811.9,95.2381,-14198.8,-9.52381,5
156,15121.2,8932.05,-2400.64,1678.21,5
744,4606.32,5354.84,-966.129,1070.43,5
72,-19334.7,-12730.6,55.5556,55.5556,3
26,28476.9,28476.9,0,0,5
23,16156.5,16156.5,0,0,5
30,41190,41056.7,133.333,0,5
70,22178.6,22868.6,-690,0,5
48,14693.8,25970.8,-100,-11177.1,5
30,50613.3,50613.3,0,0,5
76,-6107.89,5107.89,-11321.1,52.6316,1
274,-7227.37,53.6496,-4204.01,-1312.41,3
171,4726.32,3417.54,0,1308.77,2
239,14685.4,13521.8,30.1255,1153.56,5
110,-979.091,12667.3,-15790,2143.64,3
49,81.6327,81.6327,0,0,5
51,-3992.16,-3992.16,0,0,1
29,-12834.5,3368.97,-16203.4,0,5
20,18780,18580,0,200,5
47,23766,23680.9,85.1064,0,4
26,2326.92,2326.92,0,0,4
866,3203.81,5309.12,-1307.39,-792.379,4
47,15410.6,23548.9,-8223.4,85.1064,5
176,24461.4,15139.8,3667.05,5654.55,5
85,9812.94,7132.94,47.0588,2632.94,5
246,5605.28,7581.3,-1554.88,-421.138,5
120,-9302.5,5121.67,-8847.5,-2798.33,2
548,11373,9037.04,-4.37956,1366.79,5
62,1979.03,8801.61,-8393.55,1570.97,5
61,16806.6,16741,0,65.5738,5
152,8344.08,6569.08,78.9474,1696.05,5
115,3220.87,3186.09,34.7826,0,5
53,-1216.98,-1216.98,0,0,5
99,10445.5,12441.4,-1947.47,0,3
145,-19504.8,3984.83,-21966.2,1777.93,1
503,3790.26,4253.08,-927.833,6.36183,5
42,-13219,-6369.05,0,0,4
66,-4777.27,-4704.55,-72.7273,0,1
88,45.4545,45.4545,0,0,1
25,24884,24724,160,0,5
69,15272.5,14113,-11.5942,0,5
34,41526.5,25670.6,0,0,5
62,25888.7,25888.7,0,0,5
22,-436.364,0,-436.364,0,1
362,2169.06,3739.5,-2113.26,-933.149,3
21,28566.7,15123.8,13442.9,0,5
245,5795.1,4429.39,32.6531,1316.73,1
80,-6983.75,190,0,-1190,3
38,24723.7,24723.7,0,0,5
294,-4110.88,-1348.3,-2011.22,876.871,2
97,-3583.51,-3534.02,0,-49.4845,1
293,5132.42,4032.42,990.785,109.215,4
26,5246.15,5246.15,0,0,5
21,33476.2,0,22819,10657.1,5
98,-10079.6,32.6531,-5227.55,0,2
31,16167.7,16167.7,0,0,5
21,10004.8,0,0,10004.8,5
144,11034,9396.53,55.5556,1581.94,5
45,26653.3,26564.4,88.8889,0,5
22,-24386.4,0,0,-24386.4,5
75,5176,9616,0,-4440,4
34,18488.2,10788.2,117.647,7582.35,2
154,6609.74,3755.19,51.9481,2776.62,5
21,0,0,0,0,5
57,0,0,0,0,5
79,-14703.8,-4154.43,-10549.4,0,1
24,34979.2,34812.5,0,166.667,5
150,2738.67,8865.33,-2576.67,-3550,5
26,14292.3,14292.3,0,0,5
213,7180.28,-319.249,3439.44,4060.09,5
20,37560,37360,0,200,5
56,41583.9,33026.8,8557.14,0,5
58,6577.59,13172.4,-6663.79,0,5
25,0,0,0,0,5
214,2927.57,2890.19,0,37.3832,5
57,-6500,140.351,-6710.53,70.1754,5
924,2799.68,2629.22,-483.009,-311.58,5
369,12745,9309.49,1963.69,10.8401,4
539,-1383.3,2491.65,-879.963,-2994.99,5
52,2488.46,2411.54,76.9231,0,4
52,14688.5,14611.5,76.9231,0,5
68,16079.4,12989.7,0,3089.71,5
49,2116.33,81.6327,0,2034.69,5
30,7850,7850,0,0,5
84,-1666.67,6926.19,-4601.19,-3991.67,1
189,10588.9,9214.29,21.164,1332.28,5
1204,-1165.12,3508.31,-1811.63,-1512.79,3
27,70244.4,70244.4,0,0,5
24,-58583.3,-58583.3,0,0,4
573,-666.667,2575.74,6.9808,92.3211,4
88,25104.5,25104.5,0,0,3
141,10783.7,13439.7,-2684.4,28.3688,4
29,-17079.3,137.931,0,-17217.2,5
337,12527.6,10760.5,861.424,905.638,5
157,4993.63,6817.2,-2436.31,612.739,5
37,12356.8,12356.8,0,0,5
43,4806.98,15939.5,0,0,2
100,-3254,7299,-5268,-5285,1
56,7708.93,14539.3,-6901.79,71.4286,4
553,-3107.05,-3603.07,-87.3418,583.363,2
82,3942.68,-284.146,-58.5366,4236.59,5
111,16864,14273,0,2590.99,5
491,122.2,1290.22,-1148.47,-19.5519,1
55,6543.64,13512.7,-6969.09,0,5
206,6524.76,6466.5,0,58.2524,1
49,-6673.47,81.6327,0,-6755.1,3
95,17966.3,17882.1,84.2105,0,5
75,9396,9880,-537.333,53.3333,5
43,11404.7,9139.53,0,2265.12,5
223,9847.09,7325.56,-3.58744,2507.17,5
100,-595,1249,-3865,6808,5
156,6459.62,4073.72,-5.12821,2391.03,1
55,15901.8,15829.1,0,72.7273,5
120,10414.2,10865.8,-445,-6.66667,5
151,-3134.44,-842.384,-31.7881,-2260.26,4
148,11580.4,8130.41,0,3450,5
176,10730.1,10707.4,0,22.7273,5
179,3708.94,5629.05,0,-4954.19,2
108,3424.07,7002.78,-3578.7,0,3
27,70263,46881.5,0,3414.81,5
709,-2674.19,-348.096,-2337.38,11.2835,3
26,28096.2,28096.2,0,0,5
25,3496,3496,0,0,5
160,-5548.12,-1269.38,-2323.12,-1955.62,1
320,3924.06,6053.75,12.5,-2142.19,5
98,10063.3,10022.4,40.8163,0,4
165,5662.42,6963.03,24.2424,-1324.85,5
64,26179.7,22626.6,62.5,3490.62,5
36,1094.44,3080.56,0,-1986.11,4
37,6186.49,6186.49,0,0,5
26,19430.8,19430.8,0,0,5
31,0,0,0,0,4
22,60059.1,60059.1,0,0,5
95,-3693.68,-4785.26,42.1053,1049.47,1
53,7324.53,7415.09,0,-90.566,4
154,-2399.35,-54.5455,-2370.78,25.974,1
176,24369.9,22961.9,0,1407.95,5
100,-4626,1570,-6236,40,4
411,5668.13,7337.23,-1893.43,224.331,5
58,-17650,-2539.66,-16700,1589.66,2
23,-32187,-32187,0,0,2
56,-15623.2,-15694.6,71.4286,0,5
134,1491.79,4944.78,119.403,0,5
21,42581,42581,0,0,5
93,-4259.14,0,-4155.91,0,3
98,4197.96,1020.41,0,3177.55,3
346,-2424.57,3393.35,23.1214,-5841.04,5
45,0,0,0,0,5
64,13220.3,9812.5,125,3282.81,5
160,-11851.2,-7128.13,25,-4748.13,5
55,-632.727,145.455,-850.909,72.7273,5
86,32381.4,32610.5,0,-229.07,5
453,6513.69,4138.63,669.978,1705.08,5
104,3472.12,1525,-7432.69,4196.15,5
156,11590.4,7466.67,51.2821,616.667,4
24,-15533.3,4412.5,0,0,2
30,30840,31000,0,-160,5
91,-11016.5,-7089.01,43.956,-3971.43,2
358,-1236.03,2889.11,-1093.02,-763.687,4
177,8939.55,6575.71,-27.1186,2390.96,5
224,2707.59,7944.64,-5237.05,-1.4327e-13,5
87,29727.6,29727.6,0,0,5
312,-4667.63,801.923,620.833,46.7949,3
36,10322.2,10322.2,0,0,5
357,8850.14,8736.69,11.2045,102.241,5
414,9583.33,8770.29,-97.343,36.715,5
54,10309.3,20048.1,-9738.89,0,5
27,0,0,0,0,5
148,-1927.7,-4222.3,0,2294.59,4
74,19173,15878.4,0,3294.59,5
32,-3659.38,6531.25,-10190.6,0,1
93,16996.8,14900,0,43.0108,4
519,2949.33,3497.3,-594.22,46.2428,5
140,17195,16532.1,536.429,126.429,5
39,12587.2,12587.2,0,0,4
182,3092.86,2551.1,-26.3736,568.132,5
51,3029.41,-6384.31,4666.67,4747.06,5
21,20490.5,20490.5,0,0,5
35,13957.1,13957.1,0,0,5
31,40832.3,40832.3,0,0,5
41,8504.88,9682.93,-1178.05,0,4
259,-1465.25,-2357.14,-18.5328,910.425,4
192,-2980.21,6823.96,-6790.63,-3013.54,4
67,-10374.6,9595.52,-5171.64,-7653.73,5
631,8124.56,6903.49,1347.23,632.488,4
76,5653.95,0,52.6316,5601.32,5
98,-597.959,-671.429,40.8163,32.6531,5
34,22170.6,22170.6,0,0,5
28,48617.9,48617.9,0,0,5
41,9043.9,8946.34,97.561,0,5
80,15,-25,0,40,2
146,6634.25,9803.42,54.7945,54.7945,5
52,14021.2,14113.5,-92.3077,0,5
417,5753.96,9718.23,-1666.43,-1149.88,1
105,-3564.76,76.1905,1430.48,-5071.43,4
128,-9179.69,-5502.34,0,62.5,1
69,-11502.9,231.884,0,-4797.1,3
20,200,200,0,0,5
21,18714.3,18714.3,0,0,5
45,-64.4444,8435.56,-8500,0,4
24,333.333,0,166.667,166.667,5
46,26450,21795.7,0,4654.35,4
111,2330.63,-406.306,-3445.95,6182.88,5
1224,3541.18,4159.72,-431.046,-187.5,5
450,3659.33,3977.33,-86.4444,509.333,5
22,0,0,0,0,4
89,1048.31,1055.06,-4065.17,4058.43,5
37,12354.1,6413.51,0,5940.54,5
22,0,0,0,0,5
70,15737.1,15680,0,57.1429,4
186,2858.06,3105.38,21.5054,-268.817,5
770,9067.4,9092.08,15.5844,-34.026,5
110,2039.09,-402.727,3169.09,-683.636,3
29,25765.5,25627.6,0,137.931,3
353,-6994.62,-191.501,-4671.39,-2131.73,2
320,5676.25,6532.19,-1134.06,293.125,5
26,3107.69,0,0,0,5
37,26237.8,26237.8,0,0,5
33,30824.2,30703,121.212,0,4
918,2634.64,4229.96,-1963.83,368.519,4
271,969.004,3943.91,-2989.67,14.7601,5
182,3348.9,2769.78,-2426.92,43.956,5
192,16044.3,13596.9,0,1207.29,4
20,4925,4925,0,0,5
197,11058.4,8887.82,-24.3655,2194.92,4
36,461.111,14738.9,-14277.8,0,5
141,821.277,94.3262,698.582,28.3688,5
157,16325.5,13029.9,-5.09554,3300.64,5
36,16802.8,16691.7,0,0,5
41,33363.4,33265.9,0,97.561,5
133,4161.65,6839.1,-2605.26,0,5
267,1583.52,993.258,88.3895,519.85,1
164,3395.73,3425,-29.2683,0,4
20,84015,67885,16130,0,5
522,7018.97,8175.1,-1804.41,659.004,4
44,18215.9,8536.36,90.9091,9588.64,5
139,9900.72,12273.4,28.777,-2366.91,4
118,-1948.31,10181.4,-7542.37,-4546.61,4
235,7350.64,9147.66,-188.511,-1608.51,5
105,1315.24,2115.24,-4956.19,4156.19,4
43,-20167.4,-12462.8,93.0233,-7797.67,1
22,-11977.3,-11977.3,0,0,5
63,11144.4,21969.8,-10025.4,-800,5
27,14207.4,13911.1,148.148,148.148,4
50,7844,7764,80,0,5
118,-337.288,3078.81,67.7966,-3483.9,5
242,5542.56,7768.18,-829.752,-1376.03,4
26,461.538,153.846,153.846,153.846,5
90,-5325.56,-8402.22,3555.56,4893.33,1
106,22931.1,13753.8,6171.7,3005.66,5
149,3151.01,3151.01,0,0,5
91,-407.692,10541.8,-5207.69,-5741.76,5
745,7986.85,8991.41,-1103.09,17.4497,4
21,190.476,0,190.476,0,4
125,14425.6,7927.2,-1731.2,3916.8,4
214,4136.92,4103.27,18.6916,14.9533,5
52,30188.5,30111.5,76.9231,0,4
23,317.391,317.391,0,0,4
37,-17924.3,216.216,-18140.5,0,5
78,15366.7,12388.5,2978.21,0,5
48,26520.8,26437.5,0,83.3333,5
152,5503.29,5424.34,26.3158,52.6316,5
575,6956,6263.65,-1285.74,1986.43,5
67,22164.2,22164.2,0,0,4
308,-453.571,1553.9,-1919.81,-87.6623,5
218,-5231.19,61.9266,-3097.25,0,1
187,-11043.9,-2436.9,0,-8606.95,1
71,4308.45,-235.211,0,4543.66,1
81,3933.33,3933.33,0,0,3
35,9080,-22.8571,0,9102.86,5
847,11547.9,11053.1,-108.855,1164.11,5
31,22841.9,22841.9,0,0,5
192,6908.85,9673.44,-2764.58,0,4
434,4435.94,4332.72,288.479,-185.253,5
106,3681.13,3643.4,0,37.7358,1
282,7545.04,9148.23,-3781.91,2178.72,4
58,15527.6,11339.7,68.9655,4118.97,5
305,-6634.1,-2697.38,-4321.97,385.246,5
330,9254.55,7997.27,-166.667,702.424,4
891,7565.1,8362.85,-1014.25,-187.654,4
45,23673.3,23673.3,0,0,5
58,13237.9,13169,68.9655,0,5
31,11183.9,3319.35,0,7864.52,5
144,-2410.42,1643.06,-1350,620.833,2
108,18588,18588,0,0,5
1405,-2581,-664.982,-1096.3,-524.84,1
23,0,0,0,0,4
33,0,0,0,0,5
66,16362.1,14851.5,60.6061,1450,5
96,-5987.5,-911.458,-5076.04,0,1
30,22320,19816.7,2370,133.333,5
23,17260.9,17087,0,173.913,5
24,16966.7,5204.17,11762.5,0,5
34,35550,25255.9,0,10294.1,4
308,6547.08,6647.08,-125.974,12.987,5
31,0,0,0,0,1
25,45448,45448,0,0,3
30,12520,12520,0,0,5
95,16732.6,20921.1,0,0,5
283,3232.16,4942.76,-2865.72,339.929,5
242,-4256.61,-2029.34,-846.281,16.5289,4
347,11845.8,10697.4,-97.6945,1246.11,5
45,7820,7820,0,0,5
35,10731.4,10731.4,0,0,5
62,6187.1,6122.58,64.5161,0,5
27,22485.2,14703.7,0,7781.48,5
275,2317.09,1158.55,0,0,5
21,0,0,0,0,4
336,-3422.02,-790.476,-1138.39,-68.4524,2
98,-5400,-5440.82,0,40.8163,2
112,11562.5,11562.5,0,0,2
76,-10421.1,-9121.05,0,-1300,4
364,5187.91,5550.55,-893.956,19.7802,4
41,20612.2,20612.2,0,0,4
30,16396.7,16263.3,0,133.333,5
25,0,0,0,0,5
42,-1664.29,5595.24,95.2381,-7354.76,5
83,20166.3,25895.2,96.3855,-57.8313,5
281,-2776.51,-1992.17,-1361.21,576.868,5
24,-15937.5,0,-15937.5,0,2
25,28276,28276,0,0,5
104,-2892.31,2363.46,-3716.35,3063.46,4
26,28892.3,28738.5,153.846,0,4
68,23397.1,26350,-3011.76,58.8235,5
106,-1013.21,3254.72,37.7358,210.377,2
392,4257.91,5780.36,750.765,-2273.21,4
171,-2440.94,65.4971,-2529.82,23.3918,2
71,9157.75,0,9157.75,0,4
73,-2283.56,12991.8,-8652.05,0,5
1168,3751.11,3371.15,-361.301,91.2671,5
21,0,0,0,0,5
303,3135.64,4659.08,-1523.43,0,4
132,3862.88,3838.64,30.303,30.303,5
50,1174,7432,0,-6258,5
20,58540,46950,0,11590,5
336,8720.24,12130.1,-905.952,-86.9048,5
1030,2835.73,2751.17,-205.534,242.913,5
90,9400,9400,0,0,4
388,1652.58,2580.93,0,-928.351,5
213,20579.3,20560.6,0,18.7793,5
78,21107.7,6425.64,4555.13,10075.6,5
96,13082.3,7425,41.6667,0,4
22,24122.7,23759.1,181.818,181.818,5
48,17595.8,17595.8,0,0,4
29,6489.66,13551.7,-7062.07,0,5
209,-4844.02,-3013.88,-1830.14,0,4
19,0,0,0,0,5
96,-9034.37,-8989.58,-1046.87,1002.08,4
33,-22469.7,-12090.9,-10500,121.212,1
59,4171.19,67.7966,67.7966,4035.59,4
32,26668.7,24018.8,0,125,5
23,21965.2,21791.3,173.913,0,5
60,-278.333,-278.333,0,0,3
96,12571.9,10231.2,2340.63,0,5
20,5845,5845,0,0,4
